No,Kode Wilayah,Kabupaten_Kota,Provinsi,Tahun,Konsumsi_Energi 
427,7405,Kabupaten Konawe Selatan,Sulawesi Tenggara,2021,2124
428,7406,Kabupaten Bombana,Sulawesi Tenggara,2021,1998
429,7407,Kabupaten Wakatobi,Sulawesi Tenggara,2021,2009
430,7408,Kabupaten Kolaka Utara,Sulawesi Tenggara,2021,2280
431,7410,Kabupaten Buton Utara,Sulawesi Tenggara,2021,2119
432,7409,Kabupaten Konawe Utara,Sulawesi Tenggara,2021,2118
433,7411,Kabupaten Kolaka Timur,Sulawesi Tenggara,2021,2063
434,7412,Kabupaten Konawe Kepulauan,Sulawesi Tenggara,2021,1770
435,7413,Kabupaten Muna Barat,Sulawesi Tenggara,2021,2053
436,7414,Kabupaten Buton Tengah,Sulawesi Tenggara,2021,1935
437,7415,Kabupaten Buton Selatan,Sulawesi Tenggara,2021,1964
438,7471,Kota Kendari,Sulawesi Tenggara,2021,2034
439,7472,Kota Bau-Bau,Sulawesi Tenggara,2021,1837
440,7502,Kabupaten Boalemo,Gorontalo,2021,2083
441,7501,Kabupaten Gorontalo,Gorontalo,2021,2088
442,7504,Kabupaten Pohuwato,Gorontalo,2021,2014
443,7503,Kabupaten Bone Bolango,Gorontalo,2021,1875
444,7505,Kabupaten Gorontalo Utara,Gorontalo,2021,2099
445,7571,Kota Gorontalo,Gorontalo,2021,1864
446,7605,Kabupaten Majene,Sulawesi Barat,2021,2162
447,7604,Kabupaten Polewali Mandar,Sulawesi Barat,2021,2169
448,7603,Kabupaten Mamasa,Sulawesi Barat,2021,2150
449,7602,Kabupaten Mamuju,Sulawesi Barat,2021,1847
450,7601,Kabupaten Mamuju Utara,Sulawesi Barat,2021,2167
451,7606,Kabupaten Mamuju Tengah,Sulawesi Barat,2021,2186
452,8103,Kabupaten Kepulauan Tanimbar,Maluku,2021,1679
453,8102,Kabupaten Maluku Tenggara,Maluku,2021,1748
454,8101,Kabupaten Maluku Tengah,Maluku,2021,1936
455,8104,Kabupaten Buru,Maluku,2021,1875
456,8107,Kabupaten Kepulauan Aru,Maluku,2021,1716
457,8106,Kabupaten Seram Bagian Barat,Maluku,2021,1810
458,8105,Kabupaten Seram Bagian Timur,Maluku,2021,1794
459,8108,Kabupaten Maluku Barat Daya,Maluku,2021,1746
460,8109,Kabupaten Buru Selatan,Maluku,2021,1821
461,8171,Kota Ambon,Maluku,2021,2040
462,8172,Kota Tual,Maluku,2021,1645
463,8201,Kabupaten Halmahera Barat,Maluku Utara,2021,1826
464,8202,Kabupaten Halmahera Tengah,Maluku Utara,2021,1701
465,8205,Kabupaten Kepulauan Sula,Maluku Utara,2021,1751
466,8204,Kabupaten Halmahera Selatan,Maluku Utara,2021,1790
467,8203,Kabupaten Halmahera Utara,Maluku Utara,2021,1916
468,8206,Kabupaten Halmahera Timur,Maluku Utara,2021,1855
469,8207,Kabupaten Pulau Morotai,Maluku Utara,2021,1893
470,8208,Kabupaten Pulau Taliabu,Maluku Utara,2021,1745
471,8271,Kota Ternate,Maluku Utara,2021,1983
472,8272,Kota Tidore Kepulauan,Maluku Utara,2021,1935
473,9203,Kabupaten Fak-Fak,Papua Barat,2021,1972
474,9208,Kabupaten Kaimana,Papua Barat,2021,1741
475,9207,Kabupaten Teluk Wondama,Papua Barat,2021,1866
476,9206,Kabupaten Teluk Bintuni,Papua Barat,2021,1823
477,9202,Kabupaten Manokwari,Papua Barat,2021,1932
478,9204,Kabupaten Sorong Selatan,Papua Barat,2021,1786
479,9201,Kabupaten Sorong,Papua Barat,2021,2003
480,9205,Kabupaten Raja Ampat,Papua Barat,2021,1931
481,9209,Kabupaten Tambrauw,Papua Barat,2021,1760
482,9210,Kabupaten Maybrat,Papua Barat,2021,1847
483,9211,Kabupaten Manokwari Selatan,Papua Barat,2021,1838
484,9212,Kabupaten Pegunungan Arfak,Papua Barat,2021,1824
485,9271,Kota Sorong,Papua Barat,2021,1971
486,9101,Kabupaten Merauke,Papua,2021,1984
487,9102,Kabupaten Jayawijaya,Papua,2021,1774
488,9103,Kabupaten Jayapura,Papua,2021,1881
489,9104,Kabupaten Nabire,Papua,2021,2154
490,9105,Kabupaten Kepulauan Yapen,Papua,2021,1945
491,9106,Kabupaten Biak Namfor,Papua,2021,1834
492,9108,Kabupaten Paniai,Papua,2021,1631
493,9107,Kabupaten Puncak Jaya,Papua,2021,1527
494,9109,Kabupaten Mimika,Papua,2021,1973
495,9116,Kabupaten Boven Digoel,Papua,2021,1777
496,9117,Kabupaten Mappi,Papua,2021,1560
497,9118,Kabupaten Asmat,Papua,2021,1975
498,9113,Kabupaten Yahukimo,Papua,2021,1645
499,9112,Kabupaten Pegunungan Bintang,Papua,2021,1738
500,9114,Kabupaten Tolikara,Papua,2021,1845
501,9110,Kabupaten Sarmi,Papua,2021,1924
502,9111,Kabupaten Keerom,Papua,2021,1837
503,9115,Kabupaten Waropen,Papua,2021,2125
504,9119,Kabupaten Supiori,Papua,2021,2315
505,9120,Kabupaten Mamberamo Raya,Papua,2021,1965
506,9124,Kabupaten Nduga,Papua,2021,2379
507,9123,Kabupaten Lanny Jaya,Papua,2021,2625
508,9121,Kabupaten Mamberamo Tengah,Papua,2021,2019
509,9122,Kabupaten Yalimo,Papua,2021,2043
510,9125,Kabupaten Puncak,Papua,2021,1717
511,9126,Kabupaten Dogiyai,Papua,2021,1252
512,9127,Kabupaten Intan Jaya,Papua,2021,1578
513,9128,Kabupaten Deiyai,Papua,2021,1610
514,9171,Kota Jayapura,Papua,2021,1858
515,1109,Kabupaten Simeulue,Aceh,2022,2132
516,1110,Kabupaten Aceh Singkil,Aceh,2022,2028
517,1101,Kabupaten Aceh Selatan,Aceh,2022,2031
518,1102,Kabupaten Aceh Tenggara,Aceh,2022,2057
519,1103,Kabupaten Aceh Timur,Aceh,2022,2120
520,1104,Kabupaten Aceh Tengah,Aceh,2022,2117
521,1105,Kabupaten Aceh Barat,Aceh,2022,2215
522,1106,Kabupaten Aceh Besar,Aceh,2022,1826
523,1107,Kabupaten Pidie,Aceh,2022,2210
524,1111,Kabupaten Bireuen,Aceh,2022,2137
525,1108,Kabupaten Aceh Utara,Aceh,2022,1935
526,1112,Kabupaten Aceh Barat Daya,Aceh,2022,1986
527,1113,Kabupaten Gayo Lues,Aceh,2022,2460
528,1116,Kabupaten Aceh Tamiang,Aceh,2022,1939
529,1115,Kabupaten Nagan Raya,Aceh,2022,2505
530,1114,Kabupaten Aceh Jaya,Aceh,2022,2190
531,1117,Kabupaten Bener Meriah,Aceh,2022,2425
532,1118,Kabupaten Pidie Jaya,Aceh,2022,2357
533,1171,Kota Banda Aceh,Aceh,2022,1885
534,1172,Kota Sabang,Aceh,2022,2104
535,1174,Kota Langsa,Aceh,2022,1854
536,1173,Kota Lhokseumawe,Aceh,2022,1711
537,1175,Kota Subulussalam,Aceh,2022,2160
538,1204,Kabupaten Nias,Sumatera Utara,2022,2115
539,1213,Kabupaten Mandailing Natal,Sumatera Utara,2022,2252
540,1203,Kabupaten Tapanuli Selatan,Sumatera Utara,2022,2224
541,1201,Kabupaten Tapanuli Tengah,Sumatera Utara,2022,1965
542,1202,Kabupaten Tapanuli Utara,Sumatera Utara,2022,2242
543,1212,Kabupaten Toba Samosir,Sumatera Utara,2022,2272
544,1210,Kabupaten Labuhan Batu,Sumatera Utara,2022,2003
545,1209,Kabupaten Asahan,Sumatera Utara,2022,2051
546,1208,Kabupaten Simalungun,Sumatera Utara,2022,2049
547,1211,Kabupaten Dairi,Sumatera Utara,2022,2086
548,1206,Kabupaten Karo,Sumatera Utara,2022,2287
549,1207,Kabupaten Deli Serdang,Sumatera Utara,2022,2206
550,1205,Kabupaten Langkat,Sumatera Utara,2022,2092
551,1214,Kabupaten Nias Selatan,Sumatera Utara,2022,2183
552,1216,Kabupaten Humbang Hasundutan,Sumatera Utara,2022,2212
553,1215,Kabupaten Pakpak Bharat,Sumatera Utara,2022,2268
554,1217,Kabupaten Samosir,Sumatera Utara,2022,2155
555,1218,Kabupaten Serdang Bedagai,Sumatera Utara,2022,2259
556,1219,Kabupaten Batu Bara,Sumatera Utara,2022,1905
557,1220,Kabupaten Padang Lawas Utara,Sumatera Utara,2022,2009
558,1221,Kabupaten Padang Lawas,Sumatera Utara,2022,1949
559,1222,Kabupaten Labuhan Batu Selatan,Sumatera Utara,2022,1982
560,1223,Kabupaten Labuhan Batu Utara,Sumatera Utara,2022,201
561,1224,Kabupaten Nias Utara,Sumatera Utara,2022,2249
562,1225,Kabupaten Nias Barat,Sumatera Utara,2022,2044
563,1273,Kota Sibolga,Sumatera Utara,2022,1841
564,1274,Kota Tanjung Balai,Sumatera Utara,2022,2133
565,1272,Kota Pematang Siantar,Sumatera Utara,2022,191
566,1276,Kota Tebing Tinggi,Sumatera Utara,2022,2015
567,1271,Kota Medan,Sumatera Utara,2022,2109
568,1275,Kota Binjai,Sumatera Utara,2022,1958
569,1277,Kota Padang Sidimpuan,Sumatera Utara,2022,2071
570,1278,Kota Gunungsitoli,Sumatera Utara,2022,1907
571,1309,Kabupaten Kepulauan Mentawai,Sumatera Barat,2022,2118
572,1301,Kabupaten Pesisir Selatan,Sumatera Barat,2022,2036
573,1302,Kabupaten Solok,Sumatera Barat,2022,2292
574,1303,Kabupaten Sijunjung,Sumatera Barat,2022,2065
575,1304,Kabupaten Tanah Datar,Sumatera Barat,2022,2090
576,1305,Kabupaten Padang Pariaman,Sumatera Barat,2022,1995
577,1306,Kabupaten Agam,Sumatera Barat,2022,2106
578,1307,Kabupaten Limapuluh Koto,Sumatera Barat,2022,2262
579,1308,Kabupaten Pasaman,Sumatera Barat,2022,2317
580,1311,Kabupaten Solok Selatan,Sumatera Barat,2022,2225
581,1310,Kabupaten Dharmas Raya,Sumatera Barat,2022,1923
582,1312,Kabupaten Pasaman Barat,Sumatera Barat,2022,2413
583,1371,Kota Padang,Sumatera Barat,2022,2009
584,1372,Kota Solok,Sumatera Barat,2022,2131
585,1373,Kota Sawah Lunto,Sumatera Barat,2022,1951
586,1374,Kota Padang Panjang,Sumatera Barat,2022,1915
587,1375,Kota Bukittinggi,Sumatera Barat,2022,1838
588,1376,Kota Payakumbuh,Sumatera Barat,2022,1960
589,1377,Kota Pariaman,Sumatera Barat,2022,1844
590,1409,Kabupaten Kuantan Sengingi,Riau,2022,2042
591,1402,Kabupaten Indragiri Hulu,Riau,2022,1854
592,1404,Kabupaten Indragiri Hilir,Riau,2022,1929
593,1405,Kabupaten Pelalawan,Riau,2022,2144
594,1408,Kabupaten Siak,Riau,2022,2064
595,1401,Kabupaten Kampar,Riau,2022,2036
596,1406,Kabupaten Rokan Hulu,Riau,2022,2119
597,1403,Kabupaten Bengkalis,Riau,2022,1984
598,1407,Kabupaten Rokan Hilir,Riau,2022,2103
599,1410,Kabupaten Kepulauan Meranti,Riau,2022,1977
600,1471,Kota Pekanbaru,Riau,2022,1941
601,1472,Kota Dumai,Riau,2022,2119
602,1501,Kabupaten Kerinci,Jambi,2022,2053
603,1502,Kabupaten Merangin,Jambi,2022,1943
604,1503,Kabupaten Sarolangun,Jambi,2022,1996
605,1504,Kabupaten Batang Hari,Jambi,2022,1781
606,1505,Kabupaten Muaro Jambi,Jambi,2022,1915
607,1507,Kabupaten Tanjung Jabung Timur,Jambi,2022,1964
608,1506,Kabupaten Tanjung Jabung Barat,Jambi,2022,2040
609,1509,Kabupaten Tebo,Jambi,2022,2120
610,1508,Kabupaten Bungo,Jambi,2022,2061
611,1571,Kota Jambi,Jambi,2022,2076
612,1572,Kota Sungai Penuh,Jambi,2022,2022
613,1601,Kabupaten Ogan Komering Ulu,Sumatera Selatan,2022,2126
614,1602,Kabupaten Ogan Komering Ilir,Sumatera Selatan,2022,2334
615,1603,Kabupaten Muara Enim,Sumatera Selatan,2022,2113
616,1604,Kabupaten Lahat,Sumatera Selatan,2022,2324
617,1605,Kabupaten Musi Rawas,Sumatera Selatan,2022,2077
618,1606,Kabupaten Musi Banyuasin,Sumatera Selatan,2022,2073
619,1607,Kabupaten Banyuasin,Sumatera Selatan,2022,2409
620,1609,Kabupaten Ogan Komering Ulu Selatan,Sumatera Selatan,2022,1955
621,1608,Kabupaten Ogan Komering Ulu Timur,Sumatera Selatan,2022,2163
622,1610,Kabupaten Ogan Ilir,Sumatera Selatan,2022,2091
623,1611,Kabupaten Empat Lawang,Sumatera Selatan,2022,2233
624,1612,Kabupaten Penukal Abab Lematang Ilir,Sumatera Selatan,2022,2291
625,1613,Kabupaten Musi Rawas Utara,Sumatera Selatan,2022,2226
626,1671,Kota Palembang,Sumatera Selatan,2022,2167
627,1674,Kota Prabumulih,Sumatera Selatan,2022,1823
628,1672,Kota Pagar Alam,Sumatera Selatan,2022,2174
629,1673,Kota Lubuklinggau,Sumatera Selatan,2022,2143
630,1701,Kabupaten Bengkulu Selatan,Bengkulu,2022,2327
631,1702,Kabupaten Rejang Lebong,Bengkulu,2022,1976
632,1703,Kabupaten Bengkulu Utara,Bengkulu,2022,2043
633,1704,Kabupaten Kaur,Bengkulu,2022,2324
634,1705,Kabupaten Seluma,Bengkulu,2022,2067
635,1706,Kabupaten Mukomuko,Bengkulu,2022,2104
636,1707,Kabupaten Lebong,Bengkulu,2022,2269
637,1708,Kabupaten Kepahiang,Bengkulu,2022,1954
638,1709,Kabupaten Bengkulu Tengah,Bengkulu,2022,2050
639,1771,Kota Bengkulu,Bengkulu,2022,1853
640,1804,Kabupaten Lampung Barat,Lampung,2022,2096
641,1806,Kabupaten Tanggamus,Lampung,2022,2032
642,1801,Kabupaten Lampung Selatan,Lampung,2022,2024
643,1807,Kabupaten Lampung Timur,Lampung,2022,2079
644,1802,Kabupaten Lampung Tengah,Lampung,2022,2049
645,1803,Kabupaten Lampung Utara,Lampung,2022,1838
646,1808,Kabupaten Way Kanan,Lampung,2022,2122
647,1805,Kabupaten Tulang Bawang,Lampung,2022,1951
648,1809,Kabupaten Pesawaran,Lampung,2022,2065
649,1810,Kabupaten Pringsewu,Lampung,2022,2050
650,1811,Kabupaten Mesuji,Lampung,2022,1979
651,1812,Kabupaten Tulang Bawang Barat,Lampung,2022,1771
652,1813,Kabupaten Pesisir Barat,Lampung,2022,1916
653,1871,Kota Bandar Lampung,Lampung,2022,1938
654,1872,Kota Metro,Lampung,2022,1815
655,1901,Kabupaten Bangka,Kep. Bangka Belitung,2022,2039
656,1902,Kabupaten Belitung,Kep. Bangka Belitung,2022,2044
657,1905,Kabupaten Bangka Barat,Kep. Bangka Belitung,2022,1978
658,1904,Kabupaten Bangka Tengah,Kep. Bangka Belitung,2022,2093
659,1903,Kabupaten Bangka Selatan,Kep. Bangka Belitung,2022,2183
660,1906,Kabupaten Belitung Timur,Kep. Bangka Belitung,2022,2171
661,1971,Kota Pangkal Pinang,Kep. Bangka Belitung,2022,2011
662,2102,Kabupaten Karimun,Kep. Riau,2022,1824
663,2101,Kabupaten Bintan,Kep. Riau,2022,1999
664,2103,Kabupaten Natuna,Kep. Riau,2022,1871
665,2104,Kabupaten Lingga,Kep. Riau,2022,1970
666,2105,Kabupaten Kepulauan Anambas,Kep. Riau,2022,1911
667,2171,Kota Batam,Kep. Riau,2022,2105
668,2172,Kota Tanjung Pinang,Kep. Riau,2022,1728
669,3101,Kabupaten Kepulauan Seribu,DKI Jakarta,2022,2102
670,3174,Kota Jakarta Selatan,DKI Jakarta,2022,2099
671,3175,Kota Jakarta Timur,DKI Jakarta,2022,2186
672,3171,Kota Jakarta Pusat,DKI Jakarta,2022,2240
673,3173,Kota Jakarta Barat,DKI Jakarta,2022,2074
674,3172,Kota Jakarta Utara,DKI Jakarta,2022,2204
675,3201,Kabupaten Bogor,Jawa Barat,2022,2146
676,3202,Kabupaten Sukabumi,Jawa Barat,2022,2312
677,3203,Kabupaten Cianjur,Jawa Barat,2022,2085
678,3204,Kabupaten Bandung,Jawa Barat,2022,1921
679,3205,Kabupaten Garut,Jawa Barat,2022,2034
680,3206,Kabupaten Tasikmalaya,Jawa Barat,2022,2187
681,3207,Kabupaten Ciamis,Jawa Barat,2022,2270
682,3208,Kabupaten Kuningan,Jawa Barat,2022,2064
683,3209,Kabupaten Cirebon,Jawa Barat,2022,2272
684,3210,Kabupaten Majalengka,Jawa Barat,2022,2044
685,3211,Kabupaten Sumedang,Jawa Barat,2022,2232
686,3212,Kabupaten Indramayu,Jawa Barat,2022,2446
687,3213,Kabupaten Subang,Jawa Barat,2022,2106
688,3214,Kabupaten Purwakarta,Jawa Barat,2022,2134
689,3215,Kabupaten Karawang,Jawa Barat,2022,2133
690,3216,Kabupaten Bekasi,Jawa Barat,2022,2066
691,3217,Kabupaten Bandung Barat,Jawa Barat,2022,2155
692,3218,Kabupaten Pangandaran,Jawa Barat,2022,2259
693,3271,Kota Bogor,Jawa Barat,2022,1905
694,3272,Kota Sukabumi,Jawa Barat,2022,2009
695,3273,Kota Bandung,Jawa Barat,2022,1949
696,3274,Kota Cirebon,Jawa Barat,2022,1982
697,3275,Kota Bekasi,Jawa Barat,2022,2091
698,3276,Kota Depok,Jawa Barat,2022,2085
699,3277,Kota Cimahi,Jawa Barat,2022,1993
700,3278,Kota Tasikmalaya,Jawa Barat,2022,2181
701,3279,Kota Banjar,Jawa Barat,2022,2413
702,3301,Kabupaten Cilacap,Jawa Tengah,2022,2010
703,3302,Kabupaten Banyumas,Jawa Tengah,2022,2239
704,3303,Kabupaten  Purbalingga,Jawa Tengah,2022,1882
705,3304,Kabupaten Banjarnegara,Jawa Tengah,2022,2203
706,3305,Kabupaten Kebumen,Jawa Tengah,2022,2073
707,3306,Kabupaten Purworejo,Jawa Tengah,2022,1987
708,3307,Kabupaten Wonosobo,Jawa Tengah,2022,2139
709,3308,Kabupaten Magelang,Jawa Tengah,2022,2032
710,3309,Kabupaten Boyolali,Jawa Tengah,2022,1996
711,3310,Kabupaten Klaten,Jawa Tengah,2022,1936
712,3311,Kabupaten Sukoharjo,Jawa Tengah,2022,1946
713,3312,Kabupaten Wonogiri,Jawa Tengah,2022,2035
714,3313,Kabupaten Karanganyar,Jawa Tengah,2022,1922
715,3314,Kabupaten Sragen,Jawa Tengah,2022,2161
716,3315,Kabupaten Grobogan,Jawa Tengah,2022,1990
717,3316,Kabupaten Blora,Jawa Tengah,2022,2162
718,3317,Kabupaten Rembang,Jawa Tengah,2022,2203
719,3318,Kabupaten Pati,Jawa Tengah,2022,2133
720,3319,Kabupaten Kudus,Jawa Tengah,2022,1939
721,3320,Kabupaten Jepara,Jawa Tengah,2022,2066
722,3321,Kabupaten Demak,Jawa Tengah,2022,2059
723,3322,Kabupaten Semarang,Jawa Tengah,2022,2031
724,3323,Kabupaten Temanggung,Jawa Tengah,2022,1900
725,3324,Kabupaten Kendal,Jawa Tengah,2022,1979
726,3325,Kabupaten Batang ,Jawa Tengah,2022,2107
727,3326,Kabupaten Pekalongan,Jawa Tengah,2022,2180
728,3327,Kabupaten Pemalang,Jawa Tengah,2022,2262
729,3328,Kabupaten Tegal,Jawa Tengah,2022,2175
730,3329,Kabupaten Brebes,Jawa Tengah,2022,2302
731,3371,Kota Magelang,Jawa Tengah,2022,1796
732,3372,Kota Surakarta,Jawa Tengah,2022,1898
733,3373,Kota Salatiga,Jawa Tengah,2022,2166
734,3374,Kota Semarang,Jawa Tengah,2022,1983
735,3375,Kota Pekalongan,Jawa Tengah,2022,2037
736,3376,Kota Tegal,Jawa Tengah,2022,2136
737,3401,Kabupaten Kulon Progo,DI Yogyakarta,2022,1884
738,3402,Kabupaten Bantul,DI Yogyakarta,2022,2003
739,3403,Kabupaten Gunung Kidul,DI Yogyakarta,2022,1943
740,3404,Kabupaten Sleman,DI Yogyakarta,2022,2216
741,3471,Kota Yogyakarta,DI Yogyakarta,2022,1809
742,3501,Kabupaten Pacitan,Jawa Timur,2022,1976
743,3502,Kabupaten Ponorogo,Jawa Timur,2022,2318
744,3503,Kabupaten Trenggalek,Jawa Timur,2022,2302
745,3504,Kabupaten Tulungagung,Jawa Timur,2022,2079
746,3505,Kabupaten Blitar,Jawa Timur,2022,1904
747,3506,Kabupaten Kediri,Jawa Timur,2022,2063
748,3507,Kabupaten Malang,Jawa Timur,2022,1863
749,3508,Kabupaten Lumajang,Jawa Timur,2022,2299
750,3509,Kabupaten Jember,Jawa Timur,2022,2182
751,3510,Kabupaten Banyuwangi,Jawa Timur,2022,2082
752,3511,Kabupaten Bondowoso,Jawa Timur,2022,1926
753,3512,Kabupaten Situbondo,Jawa Timur,2022,2112
754,3513,Kabupaten Probolinggo,Jawa Timur,2022,2063
755,3514,Kabupaten Pasuruan,Jawa Timur,2022,2052
756,3515,Kabupaten Sidoarjo,Jawa Timur,2022,1906
757,3516,Kabupaten Mojokerto,Jawa Timur,2022,2483
758,3517,Kabupaten Jombang,Jawa Timur,2022,2437
759,3518,Kabupaten Nganjuk,Jawa Timur,2022,2332
760,3519,Kabupaten Madiun,Jawa Timur,2022,2030
761,3520,Kabupaten Magetan,Jawa Timur,2022,1994
762,3521,Kabupaten Ngawi,Jawa Timur,2022,1926
763,3522,Kabupaten Bojonegoro,Jawa Timur,2022,2287
764,3523,Kabupaten Tuban,Jawa Timur,2022,2565
765,3524,Kabupaten Lamongan,Jawa Timur,2022,2441
766,3525,Kabupaten Gresik,Jawa Timur,2022,1983
767,3526,Kabupaten Bangkalan,Jawa Timur,2022,1977
768,3527,Kabupaten Sampang,Jawa Timur,2022,1927
769,3528,Kabupaten Pamekasan,Jawa Timur,2022,1789
770,3529,Kabupaten Sumenep,Jawa Timur,2022,2772
771,3571,Kota Kediri,Jawa Timur,2022,2007
772,3572,Kota Blitar,Jawa Timur,2022,1904
773,3573,Kota Malang,Jawa Timur,2022,1859
774,3574,Kota Probolinggo,Jawa Timur,2022,1859
775,3575,Kota Pasuruan,Jawa Timur,2022,2025
776,3576,Kota Mojokerto,Jawa Timur,2022,1908
777,3577,Kota Madiun,Jawa Timur,2022,2038
778,3578,Kota Surabaya,Jawa Timur,2022,1974
779,3579,Kota Batu,Jawa Timur,2022,1833
780,3601,Kabupaten Pandeglang,Banten,2022,2327
781,3602,Kabupaten Lebak,Banten,2022,2682
782,3603,Kabupaten Tangerang,Banten,2022,2295
783,3604,Kabupaten Serang,Banten,2022,2149
784,3671,Kota Tangerang,Banten,2022,2284
785,3672,Kota Cilegon,Banten,2022,2078
786,3673,Kota Serang,Banten,2022,2162
787,3674,Kota Tangerang Selatan,Banten,2022,2031
788,5101,Kabupaten Jembrana,Bali,2022,2229
789,5102,Kabupaten Tabanan,Bali,2022,2192
790,5103,Kabupaten Badung,Bali,2022,2022
791,5104,Kabupaten Gianyar,Bali,2022,2246
792,5105,Kabupaten Klungkung,Bali,2022,2202
793,5106,Kabupaten Bangli,Bali,2022,2307
794,5107,Kabupaten Karangasem,Bali,2022,2081
795,5108,Kabupaten Buleleng,Bali,2022,2188
796,5171,Kota Denpasar,Bali,2022,2090
797,5201,Kabupaten Lombok Barat,Nusa Tenggara Barat,2022,2526
798,5202,Kabupaten Lombok Tengah,Nusa Tenggara Barat,2022,2454
799,5203,Kabupaten Lombok Timur,Nusa Tenggara Barat,2022,2827
800,5204,Kabupaten Sumbawa,Nusa Tenggara Barat,2022,2276
801,5205,Kabupaten Dompu,Nusa Tenggara Barat,2022,2292
802,5206,Kabupaten Bima,Nusa Tenggara Barat,2022,1959
803,5207,Kabupaten Sumbawa Barat,Nusa Tenggara Barat,2022,2415
804,5208,Kabupaten Lombok Utara,Nusa Tenggara Barat,2022,2522
805,5271,Kota Mataram,Nusa Tenggara Barat,2022,2586
806,5272,Kota Bima,Nusa Tenggara Barat,2022,1957
807,5312,Kabupaten Sumba Barat,Nusa Tenggara Timur,2022,1776
808,5311,Kabupaten Sumba Timur,Nusa Tenggara Timur,2022,1961
809,5301,Kabupaten Kupang,Nusa Tenggara Timur,2022,1877
810,5302,Kabupaten Timor Tengah Selatan,Nusa Tenggara Timur,2022,1876
811,5303,Kabupaten Timor Tengah Utara,Nusa Tenggara Timur,2022,1938
812,5304,Kabupaten Belu,Nusa Tenggara Timur,2022,2010
813,5305,Kabupaten Alor,Nusa Tenggara Timur,2022,1792
814,5313,Kabupaten Lembata,Nusa Tenggara Timur,2022,1886
815,5306,Kabupaten Flores Timur,Nusa Tenggara Timur,2022,2045
816,5307,Kabupaten Sikka,Nusa Tenggara Timur,2022,1813
817,5308,Kabupaten Ende,Nusa Tenggara Timur,2022,2148
818,5309,Kabupaten Ngada,Nusa Tenggara Timur,2022,2081
819,5310,Kabupaten Manggarai,Nusa Tenggara Timur,2022,2230
820,5314,Kabupaten Rote Ndao,Nusa Tenggara Timur,2022,1662
821,5315,Kabupaten Manggarai Barat,Nusa Tenggara Timur,2022,2049
822,5317,Kabupaten Sumba Tengah,Nusa Tenggara Timur,2022,1735
823,5318,Kabupaten Sumba Barat Daya,Nusa Tenggara Timur,2022,2071
824,5316,Kabupaten Nagekeo,Nusa Tenggara Timur,2022,1901
825,5319,Kabupaten Manggarai Timur,Nusa Tenggara Timur,2022,2177
826,5320,Kabupaten Sabu Raijua,Nusa Tenggara Timur,2022,2131
827,5321,Kabupaten Malaka,Nusa Tenggara Timur,2022,2241
828,5371,Kota Kupang,Nusa Tenggara Timur,2022,1865
829,6101,Kabupaten Sambas,Kalimantan Barat,2022,1927
830,6107,Kabupaten Bengkayang,Kalimantan Barat,2022,2052
831,6108,Kabupaten Landak,Kalimantan Barat,2022,2050
832,6102,Kabupaten Mempawah,Kalimantan Barat,2022,1769
833,6103,Kabupaten Sanggau,Kalimantan Barat,2022,1809
834,6104,Kabupaten Ketapang,Kalimantan Barat,2022,1798
835,6105,Kabupaten Sintang,Kalimantan Barat,2022,1926
836,6106,Kabupaten Kapuas Hulu,Kalimantan Barat,2022,2016
837,6109,Kabupaten Sekadau,Kalimantan Barat,2022,1989
838,6110,Kabupaten Melawi,Kalimantan Barat,2022,1934
839,6111,Kabupaten Kayong Utara,Kalimantan Barat,2022,2006
840,6112,Kabupaten Kubu Raya,Kalimantan Barat,2022,1780
841,6171,Kota Pontianak,Kalimantan Barat,2022,1839
842,6172,Kota Singkawang,Kalimantan Barat,2022,1949
843,6201,Kabupaten Kotawaringin Barat,Kalimantan Tengah,2022,2183
844,6202,Kabupaten Kotawaringin Timur,Kalimantan Tengah,2022,2044
845,6203,Kabupaten Kapuas,Kalimantan Tengah,2022,2237
846,6204,Kabupaten Barito Selatan,Kalimantan Tengah,2022,2260
847,6205,Kabupaten Barito Utara,Kalimantan Tengah,2022,1850
848,6208,Kabupaten Sukamara,Kalimantan Tengah,2022,2257
849,6209,Kabupaten Lamandau,Kalimantan Tengah,2022,2212
850,6207,Kabupaten Seruyan,Kalimantan Tengah,2022,2199
851,6206,Kabupaten Katingan,Kalimantan Tengah,2022,2137
852,6211,Kabupaten Pulang Pisau,Kalimantan Tengah,2022,2196
853,6210,Kabupaten Gunung Mas,Kalimantan Tengah,2022,1897
854,6213,Kabupaten Barito Timur,Kalimantan Tengah,2022,2301
855,6212,Kabupaten Murung Raya,Kalimantan Tengah,2022,1994
856,6271,Kota Palangka Raya,Kalimantan Tengah,2022,1938
857,6301,Kabupaten Tanah Laut,Kalimantan Selatan,2022,2244
858,6302,Kabupaten Kota Baru,Kalimantan Selatan,2022,2158
859,6303,Kabupaten Banjar,Kalimantan Selatan,2022,2222
860,6304,Kabupaten Barito Kuala,Kalimantan Selatan,2022,2215
861,6305,Kabupaten Tapin,Kalimantan Selatan,2022,2214
862,6306,Hulu Sungai Selatan,Kalimantan Selatan,2022,2305
863,6307,Hulu Sungai Tengah,Kalimantan Selatan,2022,2062
864,6308,Hulu Sungai Utara,Kalimantan Selatan,2022,2217
865,6309,Kabupaten Tabalong,Kalimantan Selatan,2022,2423
