No,Tahun,Provinsi,Kelompok Bahan Pangan,Komoditas,Konsumsi_Pangan,
1,2018,Aceh,Padi-Padian,Padi-padian,118.5,
2,2018,Aceh,Padi-Padian,Beras,103.1,
3,2018,Aceh,Padi-Padian,Jagung,0.4,
4,2018,Aceh,Padi-Padian,Terigu,15.0,
5,2018,Aceh,Umbi-umbian,Umbi-umbian,9.0,
6,2018,Aceh,Umbi-umbian,Singkong,4.5,
7,2018,Aceh,Umbi-umbian,Ubi Jalar,0.7,
8,2018,Aceh,Umbi-umbian,Kentang,3.6,
9,2018,Aceh,Umbi-umbian,Sagu,0.0,
10,2018,Aceh,Umbi-umbian,Umbi Lainnya,0.2,
11,2018,Aceh,Pangan Hewani,Pangan Hewani,47.6,
12,2018,Aceh,Pangan Hewani,Daging ruminansia,2.3,
13,2018,Aceh,Pangan Hewani,Daging Unggas,4.0,
14,2018,Aceh,Pangan Hewani,Telur,6.8,
15,2018,Aceh,Pangan Hewani,Susu,1.9,
16,2018,Aceh,Pangan Hewani,Ikan,32.6,
17,2018,Aceh,Minyak dan Lemak,Minyak dan Lemak,9.7,
18,2018,Aceh,Minyak dan Lemak,Minyak Kelapa,0.8,
19,2018,Aceh,Minyak dan Lemak,Minyak Sawit,8.8,
20,2018,Aceh,Minyak dan Lemak,Minyak Lainnya,0.1,
21,2018,Aceh,Buah/biji berminyak,Buah/biji berminyak,3.3,
22,2018,Aceh,Buah/biji berminyak,Kelapa,3.0,
23,2018,Aceh,Buah/biji berminyak,Kemiri,0.3,
24,2018,Aceh,Kacang-kacangan,Kacang-kacangan,5.0,
25,2018,Aceh,Kacang-kacangan,Kedelai,4.4,
26,2018,Aceh,Kacang-kacangan,Kacang tanah,0.2,
27,2018,Aceh,Kacang-kacangan,Kacang hijau,0.3,
28,2018,Aceh,Kacang-kacangan,Kacang lain,0.1,
29,2018,Aceh,Gula,Gula,9.0,
30,2018,Aceh,Gula,Gula pasir,8.9,
31,2018,Aceh,Gula,Gula merah,0.1,
32,2018,Aceh,Sayuran dan buah,Sayuran dan buah,65.4,
33,2018,Aceh,Sayuran dan buah,Sayur,40.2,
34,2018,Aceh,Sayuran dan buah,Buah,25.2,
35,2018,Sumatera Utara,Padi-Padian,Padi-padian,118.7,
36,2018,Sumatera Utara,Padi-Padian,Beras,103.4,
37,2018,Sumatera Utara,Padi-Padian,Jagung,0.5,
38,2018,Sumatera Utara,Padi-Padian,Terigu,14.8,
39,2018,Sumatera Utara,Umbi-umbian,Umbi-umbian,14.6,
40,2018,Sumatera Utara,Umbi-umbian,Singkong,7.7,
41,2018,Sumatera Utara,Umbi-umbian,Ubi Jalar,1.5,
42,2018,Sumatera Utara,Umbi-umbian,Kentang,4.8,
43,2018,Sumatera Utara,Umbi-umbian,Sagu,0.1,
44,2018,Sumatera Utara,Umbi-umbian,Umbi Lainnya,0.5,
45,2018,Sumatera Utara,Pangan Hewani,Pangan Hewani,50.6,
46,2018,Sumatera Utara,Pangan Hewani,Daging ruminansia,4.7,
47,2018,Sumatera Utara,Pangan Hewani,Daging Unggas,6.2,
48,2018,Sumatera Utara,Pangan Hewani,Telur,7.7,
49,2018,Sumatera Utara,Pangan Hewani,Susu,2.6,
50,2018,Sumatera Utara,Pangan Hewani,Ikan,29.4,
51,2018,Sumatera Utara,Minyak dan Lemak,Minyak dan Lemak,10.7,
52,2018,Sumatera Utara,Minyak dan Lemak,Minyak Kelapa,0.8,
53,2018,Sumatera Utara,Minyak dan Lemak,Minyak Sawit,9.7,
54,2018,Sumatera Utara,Minyak dan Lemak,Minyak Lainnya,0.2,
55,2018,Sumatera Utara,Buah/biji berminyak,Buah/biji berminyak,3.4,
56,2018,Sumatera Utara,Buah/biji berminyak,Kelapa,3.2,
57,2018,Sumatera Utara,Buah/biji berminyak,Kemiri,0.2,
58,2018,Sumatera Utara,Kacang-kacangan,Kacang-kacangan,6.1,
59,2018,Sumatera Utara,Kacang-kacangan,Kedelai,5.2,
60,2018,Sumatera Utara,Kacang-kacangan,Kacang tanah,0.4,
61,2018,Sumatera Utara,Kacang-kacangan,Kacang hijau,0.4,
62,2018,Sumatera Utara,Kacang-kacangan,Kacang lain,0.1,
63,2018,Sumatera Utara,Gula,Gula,9.2,
64,2018,Sumatera Utara,Gula,Gula pasir,8.9,
65,2018,Sumatera Utara,Gula,Gula merah,0.3,
66,2018,Sumatera Utara,Sayuran dan buah,Sayuran dan buah,82.1,
67,2018,Sumatera Utara,Sayuran dan buah,Sayur,52.1,
68,2018,Sumatera Utara,Sayuran dan buah,Buah,30.0,
69,2018,Sumatera Barat,Padi-Padian,Padi-padian,117.8,
70,2018,Sumatera Barat,Padi-Padian,Beras,102.5,
71,2018,Sumatera Barat,Padi-Padian,Jagung,0.2,
72,2018,Sumatera Barat,Padi-Padian,Terigu,15.1,
73,2018,Sumatera Barat,Umbi-umbian,Umbi-umbian,15.2,
74,2018,Sumatera Barat,Umbi-umbian,Singkong,6.6,
75,2018,Sumatera Barat,Umbi-umbian,Ubi Jalar,1.2,
76,2018,Sumatera Barat,Umbi-umbian,Kentang,6.4,
77,2018,Sumatera Barat,Umbi-umbian,Sagu,0.3,
78,2018,Sumatera Barat,Umbi-umbian,Umbi Lainnya,0.7,
79,2018,Sumatera Barat,Pangan Hewani,Pangan Hewani,42.9,
80,2018,Sumatera Barat,Pangan Hewani,Daging ruminansia,4.8,
81,2018,Sumatera Barat,Pangan Hewani,Daging Unggas,7.6,
82,2018,Sumatera Barat,Pangan Hewani,Telur,8.0,
83,2018,Sumatera Barat,Pangan Hewani,Susu,2.3,
84,2018,Sumatera Barat,Pangan Hewani,Ikan,20.2,
85,2018,Sumatera Barat,Minyak dan Lemak,Minyak dan Lemak,11.4,
86,2018,Sumatera Barat,Minyak dan Lemak,Minyak Kelapa,0.8,
87,2018,Sumatera Barat,Minyak dan Lemak,Minyak Sawit,10.3,
88,2018,Sumatera Barat,Minyak dan Lemak,Minyak Lainnya,0.3,
89,2018,Sumatera Barat,Buah/biji berminyak,Buah/biji berminyak,4.5,
90,2018,Sumatera Barat,Buah/biji berminyak,Kelapa,4.5,
91,2018,Sumatera Barat,Buah/biji berminyak,Kemiri,0.0,
92,2018,Sumatera Barat,Kacang-kacangan,Kacang-kacangan,5.4,
93,2018,Sumatera Barat,Kacang-kacangan,Kedelai,4.6,
94,2018,Sumatera Barat,Kacang-kacangan,Kacang tanah,0.2,
95,2018,Sumatera Barat,Kacang-kacangan,Kacang hijau,0.5,
96,2018,Sumatera Barat,Kacang-kacangan,Kacang lain,0.1,
97,2018,Sumatera Barat,Gula,Gula,7.6,
98,2018,Sumatera Barat,Gula,Gula pasir,7.0,
99,2018,Sumatera Barat,Gula,Gula merah,0.6,
100,2018,Sumatera Barat,Sayuran dan buah,Sayuran dan buah,76.9,
101,2018,Sumatera Barat,Sayuran dan buah,Sayur,48.9,
102,2018,Sumatera Barat,Sayuran dan buah,Buah,28.0,
103,2018,Riau,Padi-Padian,Padi-padian,104.9,
104,2018,Riau,Padi-Padian,Beras,89.4,
105,2018,Riau,Padi-Padian,Jagung,0.4,
106,2018,Riau,Padi-Padian,Terigu,15.1,
107,2018,Riau,Umbi-umbian,Umbi-umbian,14.9,
108,2018,Riau,Umbi-umbian,Singkong,7.7,
109,2018,Riau,Umbi-umbian,Ubi Jalar,1.3,
110,2018,Riau,Umbi-umbian,Kentang,5.2,
111,2018,Riau,Umbi-umbian,Sagu,0.2,
112,2018,Riau,Umbi-umbian,Umbi Lainnya,0.5,
113,2018,Riau,Pangan Hewani,Pangan Hewani,53.3,
114,2018,Riau,Pangan Hewani,Daging ruminansia,5.0,
115,2018,Riau,Pangan Hewani,Daging Unggas,9.6,
116,2018,Riau,Pangan Hewani,Telur,8.6,
117,2018,Riau,Pangan Hewani,Susu,3.2,
118,2018,Riau,Pangan Hewani,Ikan,26.9,
119,2018,Riau,Minyak dan Lemak,Minyak dan Lemak,12.6,
120,2018,Riau,Minyak dan Lemak,Minyak Kelapa,0.9,
121,2018,Riau,Minyak dan Lemak,Minyak Sawit,11.3,
122,2018,Riau,Minyak dan Lemak,Minyak Lainnya,0.4,
123,2018,Riau,Buah/biji berminyak,Buah/biji berminyak,2.8,
124,2018,Riau,Buah/biji berminyak,Kelapa,2.6,
125,2018,Riau,Buah/biji berminyak,Kemiri,0.2,
126,2018,Riau,Kacang-kacangan,Kacang-kacangan,5.8,
127,2018,Riau,Kacang-kacangan,Kedelai,5.2,
128,2018,Riau,Kacang-kacangan,Kacang tanah,0.3,
129,2018,Riau,Kacang-kacangan,Kacang hijau,0.2,
130,2018,Riau,Kacang-kacangan,Kacang lain,0.1,
131,2018,Riau,Gula,Gula,9.3,
132,2018,Riau,Gula,Gula pasir,9.0,
133,2018,Riau,Gula,Gula merah,0.3,
134,2018,Riau,Sayuran dan buah,Sayuran dan buah,74.5,
135,2018,Riau,Sayuran dan buah,Sayur,47.7,
136,2018,Riau,Sayuran dan buah,Buah,26.8,
137,2018,Jambi,Padi-Padian,Padi-padian,109.4,
138,2018,Jambi,Padi-Padian,Beras,92.1,
139,2018,Jambi,Padi-Padian,Jagung,0.3,
140,2018,Jambi,Padi-Padian,Terigu,17.0,
141,2018,Jambi,Umbi-umbian,Umbi-umbian,18.0,
142,2018,Jambi,Umbi-umbian,Singkong,9.6,
143,2018,Jambi,Umbi-umbian,Ubi Jalar,2.1,
144,2018,Jambi,Umbi-umbian,Kentang,5.9,
145,2018,Jambi,Umbi-umbian,Sagu,0.1,
146,2018,Jambi,Umbi-umbian,Umbi Lainnya,0.3,
147,2018,Jambi,Pangan Hewani,Pangan Hewani,45.4,
148,2018,Jambi,Pangan Hewani,Daging ruminansia,4.4,
149,2018,Jambi,Pangan Hewani,Daging Unggas,8.3,
150,2018,Jambi,Pangan Hewani,Telur,7.1,
151,2018,Jambi,Pangan Hewani,Susu,2.8,
152,2018,Jambi,Pangan Hewani,Ikan,22.8,
153,2018,Jambi,Minyak dan Lemak,Minyak dan Lemak,12.4,
154,2018,Jambi,Minyak dan Lemak,Minyak Kelapa,0.9,
155,2018,Jambi,Minyak dan Lemak,Minyak Sawit,11.2,
156,2018,Jambi,Minyak dan Lemak,Minyak Lainnya,0.3,
157,2018,Jambi,Buah/biji berminyak,Buah/biji berminyak,1.8,
158,2018,Jambi,Buah/biji berminyak,Kelapa,1.7,
159,2018,Jambi,Buah/biji berminyak,Kemiri,0.1,
160,2018,Jambi,Kacang-kacangan,Kacang-kacangan,6.6,
161,2018,Jambi,Kacang-kacangan,Kedelai,6.0,
162,2018,Jambi,Kacang-kacangan,Kacang tanah,0.2,
163,2018,Jambi,Kacang-kacangan,Kacang hijau,0.2,
164,2018,Jambi,Kacang-kacangan,Kacang lain,0.2,
165,2018,Jambi,Gula,Gula,9.2,
166,2018,Jambi,Gula,Gula pasir,9.0,
167,2018,Jambi,Gula,Gula merah,0.2,
168,2018,Jambi,Sayuran dan buah,Sayuran dan buah,85.5,
169,2018,Jambi,Sayuran dan buah,Sayur,54.9,
170,2018,Jambi,Sayuran dan buah,Buah,30.6,
171,2018,Sumatera Selatan,Padi-Padian,Padi-padian,113.2,
172,2018,Sumatera Selatan,Padi-Padian,Beras,93.3,
173,2018,Sumatera Selatan,Padi-Padian,Jagung,0.4,
174,2018,Sumatera Selatan,Padi-Padian,Terigu,19.5,
175,2018,Sumatera Selatan,Umbi-umbian,Umbi-umbian,14.2,
176,2018,Sumatera Selatan,Umbi-umbian,Singkong,8.9,
177,2018,Sumatera Selatan,Umbi-umbian,Ubi Jalar,2.5,
178,2018,Sumatera Selatan,Umbi-umbian,Kentang,2.0,
179,2018,Sumatera Selatan,Umbi-umbian,Sagu,0.6,
180,2018,Sumatera Selatan,Umbi-umbian,Umbi Lainnya,0.2,
181,2018,Sumatera Selatan,Pangan Hewani,Pangan Hewani,46.6,
182,2018,Sumatera Selatan,Pangan Hewani,Daging ruminansia,4.2,
183,2018,Sumatera Selatan,Pangan Hewani,Daging Unggas,7.2,
184,2018,Sumatera Selatan,Pangan Hewani,Telur,7.7,
185,2018,Sumatera Selatan,Pangan Hewani,Susu,3.0,
186,2018,Sumatera Selatan,Pangan Hewani,Ikan,24.5,
187,2018,Sumatera Selatan,Minyak dan Lemak,Minyak dan Lemak,10.0,
188,2018,Sumatera Selatan,Minyak dan Lemak,Minyak Kelapa,0.6,
189,2018,Sumatera Selatan,Minyak dan Lemak,Minyak Sawit,9.3,
190,2018,Sumatera Selatan,Minyak dan Lemak,Minyak Lainnya,0.1,
191,2018,Sumatera Selatan,Buah/biji berminyak,Buah/biji berminyak,0.8,
192,2018,Sumatera Selatan,Buah/biji berminyak,Kelapa,0.7,
193,2018,Sumatera Selatan,Buah/biji berminyak,Kemiri,0.1,
194,2018,Sumatera Selatan,Kacang-kacangan,Kacang-kacangan,7.2,
195,2018,Sumatera Selatan,Kacang-kacangan,Kedelai,6.8,
196,2018,Sumatera Selatan,Kacang-kacangan,Kacang tanah,0.1,
197,2018,Sumatera Selatan,Kacang-kacangan,Kacang hijau,0.2,
198,2018,Sumatera Selatan,Kacang-kacangan,Kacang lain,0.1,
199,2018,Sumatera Selatan,Gula,Gula,10.4,
200,2018,Sumatera Selatan,Gula,Gula pasir,9.9,
201,2018,Sumatera Selatan,Gula,Gula merah,0.5,
202,2018,Sumatera Selatan,Sayuran dan buah,Sayuran dan buah,95.9,
203,2018,Sumatera Selatan,Sayuran dan buah,Sayur,52.8,
204,2018,Sumatera Selatan,Sayuran dan buah,Buah,43.1,
205,2018,Bengkulu,Padi-Padian,Padi-padian,119.2,
206,2018,Bengkulu,Padi-Padian,Beras,103.3,
207,2018,Bengkulu,Padi-Padian,Jagung,0.8,
208,2018,Bengkulu,Padi-Padian,Terigu,15.1,
209,2018,Bengkulu,Umbi-umbian,Umbi-umbian,13.8,
210,2018,Bengkulu,Umbi-umbian,Singkong,6.9,
211,2018,Bengkulu,Umbi-umbian,Ubi Jalar,2.7,
212,2018,Bengkulu,Umbi-umbian,Kentang,3.5,
213,2018,Bengkulu,Umbi-umbian,Sagu,0.1,
214,2018,Bengkulu,Umbi-umbian,Umbi Lainnya,0.6,
215,2018,Bengkulu,Pangan Hewani,Pangan Hewani,40.5,
216,2018,Bengkulu,Pangan Hewani,Daging ruminansia,2.7,
217,2018,Bengkulu,Pangan Hewani,Daging Unggas,7.1,
218,2018,Bengkulu,Pangan Hewani,Telur,7.0,
219,2018,Bengkulu,Pangan Hewani,Susu,2.6,
220,2018,Bengkulu,Pangan Hewani,Ikan,21.1,
221,2018,Bengkulu,Minyak dan Lemak,Minyak dan Lemak,11.0, 
222,2018,Bengkulu,Minyak dan Lemak,Minyak Kelapa,0.7,
223,2018,Bengkulu,Minyak dan Lemak,Minyak Sawit,9.9,
224,2018,Bengkulu,Minyak dan Lemak,Minyak Lainnya,0.4,
225,2018,Bengkulu,Buah/biji berminyak,Buah/biji berminyak,4.0,
226,2018,Bengkulu,Buah/biji berminyak,Kelapa,3.9,
227,2018,Bengkulu,Buah/biji berminyak,Kemiri,0.1,
228,2018,Bengkulu,Kacang-kacangan,Kacang-kacangan,6.3,
229,2018,Bengkulu,Kacang-kacangan,Kedelai,5.7,
230,2018,Bengkulu,Kacang-kacangan,Kacang tanah,0.2,
231,2018,Bengkulu,Kacang-kacangan,Kacang hijau,0.2,
232,2018,Bengkulu,Kacang-kacangan,Kacang lain,0.2,
233,2018,Bengkulu,Gula,Gula,8.3,
234,2018,Bengkulu,Gula,Gula pasir,7.7,
235,2018,Bengkulu,Gula,Gula merah,0.6,
236,2018,Bengkulu,Sayuran dan buah,Sayuran dan buah,97.7,
237,2018,Bengkulu,Sayuran dan buah,Sayur,61.2,
238,2018,Bengkulu,Sayuran dan buah,Buah,36.5,
239,2018,Lampung,Padi-Padian,Padi-padian,106.6,
240,2018,Lampung,Padi-Padian,Beras,89.6,
241,2018,Lampung,Padi-Padian,Jagung,0.4,
242,2018,Lampung,Padi-Padian,Terigu,16.6,
243,2018,Lampung,Umbi-umbian,Umbi-umbian,13.2,
244,2018,Lampung,Umbi-umbian,Singkong,9.9,
245,2018,Lampung,Umbi-umbian,Ubi Jalar,2.1,
246,2018,Lampung,Umbi-umbian,Kentang,0.9,
247,2018,Lampung,Umbi-umbian,Sagu,0.1,
248,2018,Lampung,Umbi-umbian,Umbi Lainnya,0.3,
249,2018,Lampung,Pangan Hewani,Pangan Hewani,37.8,
250,2018,Lampung,Pangan Hewani,Daging ruminansia,3.4,
251,2018,Lampung,Pangan Hewani,Daging Unggas,5.1,
252,2018,Lampung,Pangan Hewani,Telur,7.5,
253,2018,Lampung,Pangan Hewani,Susu,2.6,
254,2018,Lampung,Pangan Hewani,Ikan,19.1,
255,2018,Lampung,Minyak dan Lemak,Minyak dan Lemak,11.8,
256,2018,Lampung,Minyak dan Lemak,Minyak Kelapa,0.6,
257,2018,Lampung,Minyak dan Lemak,Minyak Sawit,11.0,
258,2018,Lampung,Minyak dan Lemak,Minyak Lainnya,0.2,
259,2018,Lampung,Buah/biji berminyak,Buah/biji berminyak,1.8,
260,2018,Lampung,Buah/biji berminyak,Kelapa,1.6,
261,2018,Lampung,Buah/biji berminyak,Kemiri,0.2,
262,2018,Lampung,Kacang-kacangan,Kacang-kacangan,11.3,
263,2018,Lampung,Kacang-kacangan,Kedelai,10.8,
264,2018,Lampung,Kacang-kacangan,Kacang tanah,0.2,
265,2018,Lampung,Kacang-kacangan,Kacang hijau,0.2,
266,2018,Lampung,Kacang-kacangan,Kacang lain,0.1,
267,2018,Lampung,Gula,Gula,8.6,
268,2018,Lampung,Gula,Gula pasir,7.6,
269,2018,Lampung,Gula,Gula merah,1.0,
270,2018,Lampung,Sayuran dan buah,Sayuran dan buah,113.3,
271,2018,Lampung,Sayuran dan buah,Sayur,62.2,
272,2018,Lampung,Sayuran dan buah,Buah,51.1,
273,2018,Kepulauan Bangka Belitung,Padi-Padian,Padi-padian,107.2,
274,2018,Kepulauan Bangka Belitung,Padi-Padian,Beras,89.2,
275,2018,Kepulauan Bangka Belitung,Padi-Padian,Jagung,0.4,
276,2018,Kepulauan Bangka Belitung,Padi-Padian,Terigu,17.7,
277,2018,Kepulauan Bangka Belitung,Umbi-umbian,Umbi-umbian,12.2,
278,2018,Kepulauan Bangka Belitung,Umbi-umbian,Singkong,7.5,
279,2018,Kepulauan Bangka Belitung,Umbi-umbian,Ubi Jalar,1.3,
280,2018,Kepulauan Bangka Belitung,Umbi-umbian,Kentang,1.6,
281,2018,Kepulauan Bangka Belitung,Umbi-umbian,Sagu,1.0,
282,2018,Kepulauan Bangka Belitung,Umbi-umbian,Umbi Lainnya,0.7,
283,2018,Kepulauan Bangka Belitung,Pangan Hewani,Pangan Hewani,62.3,
284,2018,Kepulauan Bangka Belitung,Pangan Hewani,Daging ruminansia,4.8,
285,2018,Kepulauan Bangka Belitung,Pangan Hewani,Daging Unggas,10.7,
286,2018,Kepulauan Bangka Belitung,Pangan Hewani,Telur,7.9,
287,2018,Kepulauan Bangka Belitung,Pangan Hewani,Susu,4.2,
288,2018,Kepulauan Bangka Belitung,Pangan Hewani,Ikan,34.7,
289,2018,Kepulauan Bangka Belitung,Minyak dan Lemak,Minyak dan Lemak,9.7,
290,2018,Kepulauan Bangka Belitung,Minyak dan Lemak,Minyak Kelapa,0.5,
291,2018,Kepulauan Bangka Belitung,Minyak dan Lemak,Minyak Sawit,9.1,
292,2018,Kepulauan Bangka Belitung,Minyak dan Lemak,Minyak Lainnya,0.1,
293,2018,Kepulauan Bangka Belitung,Buah/biji berminyak,Buah/biji berminyak,1.0,
294,2018,Kepulauan Bangka Belitung,Buah/biji berminyak,Kelapa,0.6,
295,2018,Kepulauan Bangka Belitung,Buah/biji berminyak,Kemiri,0.4,
296,2018,Kepulauan Bangka Belitung,Kacang-kacangan,Kacang-kacangan,4.9,
297,2018,Kepulauan Bangka Belitung,Kacang-kacangan,Kedelai,4.6,
298,2018,Kepulauan Bangka Belitung,Kacang-kacangan,Kacang tanah,0.1,
299,2018,Kepulauan Bangka Belitung,Kacang-kacangan,Kacang hijau,0.1,
300,2018,Kepulauan Bangka Belitung,Kacang-kacangan,Kacang lain,0.1,
301,2018,Kepulauan Bangka Belitung,Gula,Gula,9.5,
302,2018,Kepulauan Bangka Belitung,Gula,Gula pasir,9.2,
303,2018,Kepulauan Bangka Belitung,Gula,Gula merah,0.3,
304,2018,Kepulauan Bangka Belitung,Sayuran dan buah,Sayuran dan buah,73.5,
305,2018,Kepulauan Bangka Belitung,Sayuran dan buah,Sayur,40.4,
306,2018,Kepulauan Bangka Belitung,Sayuran dan buah,Buah,33.1,
307,2018,Kepulauan Riau,Padi-Padian,Padi-padian,108.2,
308,2018,Kepulauan Riau,Padi-Padian,Beras,89.2,
309,2018,Kepulauan Riau,Padi-Padian,Jagung,0.5,
310,2018,Kepulauan Riau,Padi-Padian,Terigu,18.5,
311,2018,Kepulauan Riau,Umbi-umbian,Umbi-umbian,12.7,
312,2018,Kepulauan Riau,Umbi-umbian,Singkong,7.1,
313,2018,Kepulauan Riau,Umbi-umbian,Ubi Jalar,1.4,
314,2018,Kepulauan Riau,Umbi-umbian,Kentang,3.7,
315,2018,Kepulauan Riau,Umbi-umbian,Sagu,0.3,
316,2018,Kepulauan Riau,Umbi-umbian,Umbi Lainnya,0.2,
317,2018,Kepulauan Riau,Pangan Hewani,Pangan Hewani,60.3,
318,2018,Kepulauan Riau,Pangan Hewani,Daging ruminansia,4.2,
319,2018,Kepulauan Riau,Pangan Hewani,Daging Unggas,10.9,
320,2018,Kepulauan Riau,Pangan Hewani,Telur,9.3,
321,2018,Kepulauan Riau,Pangan Hewani,Susu,4.6,
322,2018,Kepulauan Riau,Pangan Hewani,Ikan,31.3,
323,2018,Kepulauan Riau,Minyak dan Lemak,Minyak dan Lemak,12.3,
324,2018,Kepulauan Riau,Minyak dan Lemak,Minyak Kelapa,1.0,
325,2018,Kepulauan Riau,Minyak dan Lemak,Minyak Sawit,10.3,
326,2018,Kepulauan Riau,Minyak dan Lemak,Minyak Lainnya,1.0,
327,2018,Kepulauan Riau,Buah/biji berminyak,Buah/biji berminyak,1.2,
328,2018,Kepulauan Riau,Buah/biji berminyak,Kelapa,1.0,
329,2018,Kepulauan Riau,Buah/biji berminyak,Kemiri,0.1,
330,2018,Kepulauan Riau,Kacang-kacangan,Kacang-kacangan,6.4,
331,2018,Kepulauan Riau,Kacang-kacangan,Kedelai,5.6,
332,2018,Kepulauan Riau,Kacang-kacangan,Kacang tanah,0.4,
333,2018,Kepulauan Riau,Kacang-kacangan,Kacang hijau,0.3,
334,2018,Kepulauan Riau,Kacang-kacangan,Kacang lain,0.1,
335,2018,Kepulauan Riau,Gula,Gula,8.9,
336,2018,Kepulauan Riau,Gula,Gula pasir,8.7,
337,2018,Kepulauan Riau,Gula,Gula merah,0.2,
338,2018,Kepulauan Riau,Sayuran dan buah,Sayuran dan buah,73.8,
339,2018,Kepulauan Riau,Sayuran dan buah,Sayur,46.0,
340,2018,Kepulauan Riau,Sayuran dan buah,Buah,27.9,
341,2018,DKI Jakarta,Padi-Padian,Padi-padian,117.8,
342,2018,DKI Jakarta,Padi-Padian,Beras,94.9,
343,2018,DKI Jakarta,Padi-Padian,Jagung,0.8,
344,2018,DKI Jakarta,Padi-Padian,Terigu,22.1,
345,2018,DKI Jakarta,Umbi-umbian,Umbi-umbian,14.0,
346,2018,DKI Jakarta,Umbi-umbian,Singkong,7.7,
347,2018,DKI Jakarta,Umbi-umbian,Ubi Jalar,1.7,
348,2018,DKI Jakarta,Umbi-umbian,Kentang,4.4,
349,2018,DKI Jakarta,Umbi-umbian,Sagu,0.1,
350,2018,DKI Jakarta,Umbi-umbian,Umbi Lainnya,0.1,
351,2018,DKI Jakarta,Pangan Hewani,Pangan Hewani,58.5,
352,2018,DKI Jakarta,Pangan Hewani,Daging ruminansia,7.7,
353,2018,DKI Jakarta,Pangan Hewani,Daging Unggas,11.3,
354,2018,DKI Jakarta,Pangan Hewani,Telur,9.0,
355,2018,DKI Jakarta,Pangan Hewani,Susu,6.4,
356,2018,DKI Jakarta,Pangan Hewani,Ikan,24.1,
357,2018,DKI Jakarta,Minyak dan Lemak,Minyak dan Lemak,10.0,
358,2018,DKI Jakarta,Minyak dan Lemak,Minyak Kelapa,0.9,
359,2018,DKI Jakarta,Minyak dan Lemak,Minyak Sawit,8.7,
360,2018,DKI Jakarta,Minyak dan Lemak,Minyak Lainnya,0.4,
361,2018,DKI Jakarta,Buah/biji berminyak,Buah/biji berminyak,11.7,
362,2018,DKI Jakarta,Buah/biji berminyak,Kelapa,0.3,
363,2018,DKI Jakarta,Buah/biji berminyak,Kemiri,0.2,
364,2018,DKI Jakarta,Kacang-kacangan,Kacang-kacangan,11.2,
365,2018,DKI Jakarta,Kacang-kacangan,Kedelai,1.4,
366,2018,DKI Jakarta,Kacang-kacangan,Kacang tanah,0.3,
367,2018,DKI Jakarta,Kacang-kacangan,Kacang hijau,1.0,
368,2018,DKI Jakarta,Kacang-kacangan,Kacang lain,0.1,
369,2018,DKI Jakarta,Gula,Gula,5.7,
370,2018,DKI Jakarta,Gula,Gula pasir,5.4,
371,2018,DKI Jakarta,Gula,Gula merah,0.3,
372,2018,DKI Jakarta,Sayuran dan buah,Sayuran dan buah,92.9,
373,2018,DKI Jakarta,Sayuran dan buah,Sayur,55.0,
374,2018,DKI Jakarta,Sayuran dan buah,Buah,37.9,
,2018,Jawa Barat,Padi-Padian,Padi-padian,121.8,
287,2018,Jawa Barat,Padi-Padian,Beras,100.0,
288,2018,Jawa Barat,Padi-Padian,Jagung,0.4,
289,2018,Jawa Barat,Padi-Padian,Terigu,21.4,
290,2018,Jawa Barat,Umbi-umbian,Umbi-umbian,13.9,
291,2018,Jawa Barat,Umbi-umbian,Singkong,8.7,
292,2018,Jawa Barat,Umbi-umbian,Ubi Jalar,2.1,
293,2018,Jawa Barat,Umbi-umbian,Kentang,2.7,
294,2018,Jawa Barat,Umbi-umbian,Sagu,0.1,
295,2018,Jawa Barat,Umbi-umbian,Umbi Lainnya,0.3,
296,2018,Jawa Barat,Pangan Hewani,Pangan Hewani,40.8,
297,2018,Jawa Barat,Pangan Hewani,Daging ruminansia,5.2,
298,2018,Jawa Barat,Pangan Hewani,Daging Unggas,9.0,
299,2018,Jawa Barat,Pangan Hewani,Telur,8.1,
300,2018,Jawa Barat,Pangan Hewani,Susu,3.4,
301,2018,Jawa Barat,Pangan Hewani,Ikan,15.0,
302,2018,Jawa Barat,Minyak dan Lemak,Minyak dan Lemak,9.6,
303,2018,Jawa Barat,Minyak dan Lemak,Minyak Kelapa,0.7,
304,2018,Jawa Barat,Minyak dan Lemak,Minyak Sawit,8.6,
305,2018,Jawa Barat,Minyak dan Lemak,Minyak Lainnya,0.3,
306,2018,Jawa Barat,Buah/biji berminyak,Buah/biji berminyak,0.5,
307,2018,Jawa Barat,Buah/biji berminyak,Kelapa,0.3,
308,2018,Jawa Barat,Buah/biji berminyak,Kemiri,0.2,
309,2018,Jawa Barat,Kacang-kacangan,Kacang-kacangan,11.5,
310,2018,Jawa Barat,Kacang-kacangan,Kedelai,10.5,
311,2018,Jawa Barat,Kacang-kacangan,Kacang tanah,0.2,
312,2018,Jawa Barat,Kacang-kacangan,Kacang hijau,0.6,
313,2018,Jawa Barat,Kacang-kacangan,Kacang lain,0.2,
314,2018,Jawa Barat,Gula,Gula,4.5,
315,2018,Jawa Barat,Gula,Gula pasir,3.5,
316,2018,Jawa Barat,Gula,Gula merah,1.0,
317,2018,Jawa Barat,Sayuran dan buah,Sayuran dan buah,85.3,
318,2018,Jawa Barat,Sayuran dan buah,Sayur,48.9,
319,2018,Jawa Barat,Sayuran dan buah,Buah,36.4,
