No,Tahun,Provinsi,Kelompok Bahan Pangan,Komoditas,Konsumsi_Pangan,
3617,2021,Jawa Tengah,Gula,Gula,7.6,
3618,2021,Jawa Tengah,Gula,Gula pasir,6.5,
3619,2021,Jawa Tengah,Gula,Gula merah,1.1,
3620,2021,Jawa Tengah,Sayuran dan buah,Sayuran dan buah,95.7,
3621,2021,Jawa Tengah,Sayuran dan buah,Sayur,65.9,
3622,2021,Jawa Tengah,Sayuran dan buah,Buah,29.8,
3623,2021,DI Yogyakarta,Padi-Padian,Padi-padian,100.9,
3624,2021,DI Yogyakarta,Padi-Padian,Beras,81.4,
3625,2021,DI Yogyakarta,Padi-Padian,Jagung,0.7,
3626,2021,DI Yogyakarta,Padi-Padian,Terigu,18.8,
3627,2021,DI Yogyakarta,Umbi-umbian,Umbi-Umbian,16.9,
3628,2021,DI Yogyakarta,Umbi-umbian,Singkong,11.4,
3629,2021,DI Yogyakarta,Umbi-umbian,Ubi Jalar,2.4,
3630,2021,DI Yogyakarta,Umbi-umbian,Kentang,2.9,
3631,2021,DI Yogyakarta,Umbi-umbian,Sagu,0,
3632,2021,DI Yogyakarta,Umbi-umbian,Umbi Lainnya,0.2,
3633,2021,DI Yogyakarta,Pangan Hewani,Pangan Hewani,40.7,
3634,2021,DI Yogyakarta,Pangan Hewani,Daging ruminansia,5.5,
3635,2021,DI Yogyakarta,Pangan Hewani,Daging Unggas,10.8,
3636,2021,DI Yogyakarta,Pangan Hewani,Telur,8.5,
3637,2021,DI Yogyakarta,Pangan Hewani,Susu,3.5,
3638,2021,DI Yogyakarta,Pangan Hewani,Ikan,12.4,
3639,2021,DI Yogyakarta,Minyak dan Lemak,Minyak dan Lemak,10.4,
3640,2021,DI Yogyakarta,Minyak dan Lemak,Minyak Kelapa,0.3,
3641,2021,DI Yogyakarta,Minyak dan Lemak,Minyak Sawit,9,
3642,2021,DI Yogyakarta,Minyak dan Lemak,Minyak Lainnya,1.1,
3643,2021,DI Yogyakarta,Buah/biji berminyak,Buah/biji berminyak,1.9,
3644,2021,DI Yogyakarta,Buah/biji berminyak,Kelapa,1.7,
3645,2021,DI Yogyakarta,Buah/biji berminyak,Kemiri,0.2,
3646,2021,DI Yogyakarta,Kacang-kacangan,Kacang-kacangan,10.6,
3647,2021,DI Yogyakarta,Kacang-kacangan,Kedelai,9.8,
3648,2021,DI Yogyakarta,Kacang-kacangan,Kacang tanah,0.3,
3649,2021,DI Yogyakarta,Kacang-kacangan,Kacang hijau,0.3,
3650,2021,DI Yogyakarta,Kacang-kacangan,Kacang lain,0.2,
3651,2021,DI Yogyakarta,Gula,Gula,10.5,
3652,2021,DI Yogyakarta,Gula,Gula pasir,8,
3653,2021,DI Yogyakarta,Gula,Gula merah,2.5,
3654,2021,DI Yogyakarta,Sayuran dan buah,Sayuran dan buah,92.9,
3655,2021,DI Yogyakarta,Sayuran dan buah,Sayur,60.5,
3656,2021,DI Yogyakarta,Sayuran dan buah,Buah,32.4,
3657,2021,Jawa Timur,Padi-Padian,Padi-padian,107.8,
3658,2021,Jawa Timur,Padi-Padian,Beras,88.2,
3659,2021,Jawa Timur,Padi-Padian,Jagung,3.6,
3660,2021,Jawa Timur,Padi-Padian,Terigu,16,
3661,2021,Jawa Timur,Umbi-umbian,Umbi-Umbian,20,
3662,2021,Jawa Timur,Umbi-umbian,Singkong,13.7,
3663,2021,Jawa Timur,Umbi-umbian,Ubi Jalar,3.2,
3664,2021,Jawa Timur,Umbi-umbian,Kentang,2.6,
3665,2021,Jawa Timur,Umbi-umbian,Sagu,0,
3666,2021,Jawa Timur,Umbi-umbian,Umbi Lainnya,0.5,
3667,2021,Jawa Timur,Pangan Hewani,Pangan Hewani,38.7,
3668,2021,Jawa Timur,Pangan Hewani,Daging ruminansia,3.8,
3669,2021,Jawa Timur,Pangan Hewani,Daging Unggas,7.1,
3670,2021,Jawa Timur,Pangan Hewani,Telur,7.3,
3671,2021,Jawa Timur,Pangan Hewani,Susu,2.5,
3672,2021,Jawa Timur,Pangan Hewani,Ikan,18,
3673,2021,Jawa Timur,Minyak dan Lemak,Minyak dan Lemak,11.2,
3674,2021,Jawa Timur,Minyak dan Lemak,Minyak Kelapa,0.6,
3675,2021,Jawa Timur,Minyak dan Lemak,Minyak Sawit,10,
3676,2021,Jawa Timur,Minyak dan Lemak,Minyak Lainnya,0.6,
3677,2021,Jawa Timur,Buah/biji berminyak,Buah/biji berminyak,1.7,
3678,2021,Jawa Timur,Buah/biji berminyak,Kelapa,1.4,
3679,2021,Jawa Timur,Buah/biji berminyak,Kemiri,0.3,
3680,2021,Jawa Timur,Kacang-kacangan,Kacang-kacangan,12.1,
3681,2021,Jawa Timur,Kacang-kacangan,Kedelai,11.3,
3682,2021,Jawa Timur,Kacang-kacangan,Kacang tanah,0.4,
3683,2021,Jawa Timur,Kacang-kacangan,Kacang hijau,0.2,
3684,2021,Jawa Timur,Kacang-kacangan,Kacang lain,0.2,
3685,2021,Jawa Timur,Gula,Gula,8.2,
3686,2021,Jawa Timur,Gula,Gula pasir,8,
3687,2021,Jawa Timur,Gula,Gula merah,0.2,
3688,2021,Jawa Timur,Sayuran dan buah,Sayuran dan buah,86.9,
3689,2021,Jawa Timur,Sayuran dan buah,Sayur,57.4,
3690,2021,Jawa Timur,Sayuran dan buah,Buah,29.5,
3691,2021,Banten,Padi-Padian,Padi-padian,121.1,
3692,2021,Banten,Padi-Padian,Beras,101.1,
3693,2021,Banten,Padi-Padian,Jagung,0.4,
3694,2021,Banten,Padi-Padian,Terigu,19.6,
3695,2021,Banten,Umbi-umbian,Umbi-Umbian,15.7,
3696,2021,Banten,Umbi-umbian,Singkong,9.4,
3697,2021,Banten,Umbi-umbian,Ubi Jalar,3.1,
3698,2021,Banten,Umbi-umbian,Kentang,2.9,
3699,2021,Banten,Umbi-umbian,Sagu,0,
3700,2021,Banten,Umbi-umbian,Umbi Lainnya,0.3,
3701,2021,Banten,Pangan Hewani,Pangan Hewani,48.5,
3702,2021,Banten,Pangan Hewani,Daging ruminansia,3.2,
3703,2021,Banten,Pangan Hewani,Daging Unggas,10.2,
3704,2021,Banten,Pangan Hewani,Telur,8.2,
3705,2021,Banten,Pangan Hewani,Susu,3.4,
3706,2021,Banten,Pangan Hewani,Ikan,23.5,
3707,2021,Banten,Minyak dan Lemak,Minyak dan Lemak,12.3,
3708,2021,Banten,Minyak dan Lemak,Minyak Kelapa,0.8,
3709,2021,Banten,Minyak dan Lemak,Minyak Sawit,11.2,
3710,2021,Banten,Minyak dan Lemak,Minyak Lainnya,0.3,
3711,2021,Banten,Buah/biji berminyak,Buah/biji berminyak,0.7,
3712,2021,Banten,Buah/biji berminyak,Kelapa,0.3,
3713,2021,Banten,Buah/biji berminyak,Kemiri,0.4,
3714,2021,Banten,Kacang-kacangan,Kacang-kacangan,12.8,
3715,2021,Banten,Kacang-kacangan,Kedelai,11.9,
3716,2021,Banten,Kacang-kacangan,Kacang tanah,0.2,
3717,2021,Banten,Kacang-kacangan,Kacang hijau,0.6,
3718,2021,Banten,Kacang-kacangan,Kacang lain,0.1,
3719,2021,Banten,Gula,Gula,5.2,
3720,2021,Banten,Gula,Gula pasir,4.8,
3721,2021,Banten,Gula,Gula merah,0.4,
3722,2021,Banten,Sayuran dan buah,Sayuran dan buah,82.4,
3723,2021,Banten,Sayuran dan buah,Sayur,56.1,
3724,2021,Banten,Sayuran dan buah,Buah,26.3,
3725,2021,Bali,Padi-Padian,Padi-padian,127.7,
3726,2021,Bali,Padi-Padian,Beras,110.7,
3727,2021,Bali,Padi-Padian,Jagung,2,
3728,2021,Bali,Padi-Padian,Terigu,15,
3729,2021,Bali,Umbi-umbian,Umbi-Umbian,15,
3730,2021,Bali,Umbi-umbian,Singkong,7.7,
3731,2021,Bali,Umbi-umbian,Ubi Jalar,3.4,
3732,2021,Bali,Umbi-umbian,Kentang,1.9,
3733,2021,Bali,Umbi-umbian,Sagu,0,
3734,2021,Bali,Umbi-umbian,Umbi Lainnya,2,
3735,2021,Bali,Pangan Hewani,Pangan Hewani,40,
3736,2021,Bali,Pangan Hewani,Daging ruminansia,3.8,
3737,2021,Bali,Pangan Hewani,Daging Unggas,11.3,
3738,2021,Bali,Pangan Hewani,Telur,7.3,
3739,2021,Bali,Pangan Hewani,Susu,2.2,
3740,2021,Bali,Pangan Hewani,Ikan,15.4,
3741,2021,Bali,Minyak dan Lemak,Minyak dan Lemak,9.7,
3742,2021,Bali,Minyak dan Lemak,Minyak Kelapa,0.7,
3743,2021,Bali,Minyak dan Lemak,Minyak Sawit,8.7,
3744,2021,Bali,Minyak dan Lemak,Minyak Lainnya,0.3,
3745,2021,Bali,Buah/biji berminyak,Buah/biji berminyak,0.9,
3746,2021,Bali,Buah/biji berminyak,Kelapa,0.7,
3747,2021,Bali,Buah/biji berminyak,Kemiri,0.2,
3748,2021,Bali,Kacang-kacangan,Kacang-kacangan,8.4,
3749,2021,Bali,Kacang-kacangan,Kedelai,6.9,
3750,2021,Bali,Kacang-kacangan,Kacang tanah,0.6,
3751,2021,Bali,Kacang-kacangan,Kacang hijau,0.6,
3752,2021,Bali,Kacang-kacangan,Kacang lain,0.3,
3753,2021,Bali,Gula,Gula,4.8,
3754,2021,Bali,Gula,Gula pasir,4.6,
3755,2021,Bali,Gula,Gula merah,0.2,
3756,2021,Bali,Sayuran dan buah,Sayuran dan buah,90.7,
3757,2021,Bali,Sayuran dan buah,Sayur,58.4,
3758,2021,Bali,Sayuran dan buah,Buah,32.3,
3759,2021,Nusa Tenggara Barat,Padi-Padian,Padi-padian,143.2,
3760,2021,Nusa Tenggara Barat,Padi-Padian,Beras,118.8,
3761,2021,Nusa Tenggara Barat,Padi-Padian,Jagung,2.8,
3762,2021,Nusa Tenggara Barat,Padi-Padian,Terigu,21.6,
3763,2021,Nusa Tenggara Barat,Umbi-umbian,Umbi-Umbian,14.7,
3764,2021,Nusa Tenggara Barat,Umbi-umbian,Singkong,10.7,
3765,2021,Nusa Tenggara Barat,Umbi-umbian,Ubi Jalar,2.2,
3766,2021,Nusa Tenggara Barat,Umbi-umbian,Kentang,0.5,
3767,2021,Nusa Tenggara Barat,Umbi-umbian,Sagu,0,
3768,2021,Nusa Tenggara Barat,Umbi-umbian,Umbi Lainnya,1.3,
3769,2021,Nusa Tenggara Barat,Pangan Hewani,Pangan Hewani,50.2,
3770,2021,Nusa Tenggara Barat,Pangan Hewani,Daging ruminansia,6.8,
3771,2021,Nusa Tenggara Barat,Pangan Hewani,Daging Unggas,7.6,
3772,2021,Nusa Tenggara Barat,Pangan Hewani,Telur,7.2,
3773,2021,Nusa Tenggara Barat,Pangan Hewani,Susu,1.9,
3774,2021,Nusa Tenggara Barat,Pangan Hewani,Ikan,26.7,
3775,2021,Nusa Tenggara Barat,Minyak dan Lemak,Minyak dan Lemak,9.4,
3776,2021,Nusa Tenggara Barat,Minyak dan Lemak,Minyak Kelapa,0.2,
3777,2021,Nusa Tenggara Barat,Minyak dan Lemak,Minyak Sawit,8.9,
3778,2021,Nusa Tenggara Barat,Minyak dan Lemak,Minyak Lainnya,0.3,
3779,2021,Nusa Tenggara Barat,Buah/biji berminyak,Buah/biji berminyak,1.3,
3780,2021,Nusa Tenggara Barat,Buah/biji berminyak,Kelapa,1.2,
3781,2021,Nusa Tenggara Barat,Buah/biji berminyak,Kemiri,0.1,
3782,2021,Nusa Tenggara Barat,Kacang-kacangan,Kacang-kacangan,8.7,
3783,2021,Nusa Tenggara Barat,Kacang-kacangan,Kedelai,7.1,
3784,2021,Nusa Tenggara Barat,Kacang-kacangan,Kacang tanah,0.9,
3785,2021,Nusa Tenggara Barat,Kacang-kacangan,Kacang hijau,0.2,
3786,2021,Nusa Tenggara Barat,Kacang-kacangan,Kacang lain,0.5,
3787,2021,Nusa Tenggara Barat,Gula,Gula,6.4,
3788,2021,Nusa Tenggara Barat,Gula,Gula pasir,6.2,
3789,2021,Nusa Tenggara Barat,Gula,Gula merah,0.2,
3790,2021,Nusa Tenggara Barat,Sayuran dan buah,Sayuran dan buah,108.9,
3791,2021,Nusa Tenggara Barat,Sayuran dan buah,Sayur,78.2,
3792,2021,Nusa Tenggara Barat,Sayuran dan buah,Buah,30.7,
3793,2021,Nusa Tenggara Timur,Padi-Padian,Padi-padian,136.4,
3794,2021,Nusa Tenggara Timur,Padi-Padian,Beras,112,
3795,2021,Nusa Tenggara Timur,Padi-Padian,Jagung,15.5,
3796,2021,Nusa Tenggara Timur,Padi-Padian,Terigu,8.9,
3797,2021,Nusa Tenggara Timur,Umbi-umbian,Umbi-Umbian,12.4,
3798,2021,Nusa Tenggara Timur,Umbi-umbian,Singkong,9.1,
3799,2021,Nusa Tenggara Timur,Umbi-umbian,Ubi Jalar,1.2,
3800,2021,Nusa Tenggara Timur,Umbi-umbian,Kentang,0.5,
3801,2021,Nusa Tenggara Timur,Umbi-umbian,Sagu,0,
3802,2021,Nusa Tenggara Timur,Umbi-umbian,Umbi Lainnya,1.6,
3803,2021,Nusa Tenggara Timur,Pangan Hewani,Pangan Hewani,33.7,
3804,2021,Nusa Tenggara Timur,Pangan Hewani,Daging ruminansia,3.6,
3805,2021,Nusa Tenggara Timur,Pangan Hewani,Daging Unggas,4.4,
3806,2021,Nusa Tenggara Timur,Pangan Hewani,Telur,3.1,
3807,2021,Nusa Tenggara Timur,Pangan Hewani,Susu,1.5,
3808,2021,Nusa Tenggara Timur,Pangan Hewani,Ikan,21.1,
3809,2021,Nusa Tenggara Timur,Minyak dan Lemak,Minyak dan Lemak,7,
3810,2021,Nusa Tenggara Timur,Minyak dan Lemak,Minyak Kelapa,0.4,
3811,2021,Nusa Tenggara Timur,Minyak dan Lemak,Minyak Sawit,6.5,
3812,2021,Nusa Tenggara Timur,Minyak dan Lemak,Minyak Lainnya,0.1,
3813,2021,Nusa Tenggara Timur,Buah/biji berminyak,Buah/biji berminyak,1.1,
3814,2021,Nusa Tenggara Timur,Buah/biji berminyak,Kelapa,1.1,
3815,2021,Nusa Tenggara Timur,Buah/biji berminyak,Kemiri,0,
3816,2021,Nusa Tenggara Timur,Kacang-kacangan,Kacang-kacangan,4.8,
3817,2021,Nusa Tenggara Timur,Kacang-kacangan,Kedelai,3.1,
3818,2021,Nusa Tenggara Timur,Kacang-kacangan,Kacang tanah,0.5,
3819,2021,Nusa Tenggara Timur,Kacang-kacangan,Kacang hijau,0.1,
3820,2021,Nusa Tenggara Timur,Kacang-kacangan,Kacang lain,1.1,
3821,2021,Nusa Tenggara Timur,Gula,Gula,7.4,
3822,2021,Nusa Tenggara Timur,Gula,Gula pasir,7.1,
3823,2021,Nusa Tenggara Timur,Gula,Gula merah,0.3,
3824,2021,Nusa Tenggara Timur,Sayuran dan buah,Sayuran dan buah,83,
3825,2021,Nusa Tenggara Timur,Sayuran dan buah,Sayur,65.7,
3826,2021,Nusa Tenggara Timur,Sayuran dan buah,Buah,17.3,
3827,2021,Kalimantan Barat,Padi-Padian,Padi-padian,105.2,
3828,2021,Kalimantan Barat,Padi-Padian,Beras,93.5,
3829,2021,Kalimantan Barat,Padi-Padian,Jagung,0.7,
3830,2021,Kalimantan Barat,Padi-Padian,Terigu,11,
3831,2021,Kalimantan Barat,Umbi-umbian,Umbi-Umbian,11.6,
3832,2021,Kalimantan Barat,Umbi-umbian,Singkong,8.2,
3833,2021,Kalimantan Barat,Umbi-umbian,Ubi Jalar,1.2,
3834,2021,Kalimantan Barat,Umbi-umbian,Kentang,1.2,
3835,2021,Kalimantan Barat,Umbi-umbian,Sagu,0.1,
3836,2021,Kalimantan Barat,Umbi-umbian,Umbi Lainnya,0.9,
3837,2021,Kalimantan Barat,Pangan Hewani,Pangan Hewani,50.1,
3838,2021,Kalimantan Barat,Pangan Hewani,Daging ruminansia,2.9,
3839,2021,Kalimantan Barat,Pangan Hewani,Daging Unggas,8.6,
3840,2021,Kalimantan Barat,Pangan Hewani,Telur,7.1,
3841,2021,Kalimantan Barat,Pangan Hewani,Susu,2.7,
3842,2021,Kalimantan Barat,Pangan Hewani,Ikan,28.8,
3843,2021,Kalimantan Barat,Minyak dan Lemak,Minyak dan Lemak,9.5,
3844,2021,Kalimantan Barat,Minyak dan Lemak,Minyak Kelapa,0.7,
3845,2021,Kalimantan Barat,Minyak dan Lemak,Minyak Sawit,8.6,
3846,2021,Kalimantan Barat,Minyak dan Lemak,Minyak Lainnya,0.2,
3847,2021,Kalimantan Barat,Buah/biji berminyak,Buah/biji berminyak,0.7,
3848,2021,Kalimantan Barat,Buah/biji berminyak,Kelapa,0.6,
3849,2021,Kalimantan Barat,Buah/biji berminyak,Kemiri,0.1,
3850,2021,Kalimantan Barat,Kacang-kacangan,Kacang-kacangan,4.7,
3851,2021,Kalimantan Barat,Kacang-kacangan,Kedelai,4.2,
3852,2021,Kalimantan Barat,Kacang-kacangan,Kacang tanah,0.2,
3853,2021,Kalimantan Barat,Kacang-kacangan,Kacang hijau,0.1,
3854,2021,Kalimantan Barat,Kacang-kacangan,Kacang lain,0.2,
3855,2021,Kalimantan Barat,Gula,Gula,10,
3856,2021,Kalimantan Barat,Gula,Gula pasir,9.9,
3857,2021,Kalimantan Barat,Gula,Gula merah,0.1,
3858,2021,Kalimantan Barat,Sayuran dan buah,Sayuran dan buah,61.5,
3859,2021,Kalimantan Barat,Sayuran dan buah,Sayur,43.1,
3860,2021,Kalimantan Barat,Sayuran dan buah,Buah,18.4,
3861,2021,Kalimantan Tengah,Padi-Padian,Padi-padian,107.7,
3862,2021,Kalimantan Tengah,Padi-Padian,Beras,90.9,
3863,2021,Kalimantan Tengah,Padi-Padian,Jagung,0.7,
3864,2021,Kalimantan Tengah,Padi-Padian,Terigu,16.1,
3865,2021,Kalimantan Tengah,Umbi-umbian,Umbi-Umbian,17.9,
3866,2021,Kalimantan Tengah,Umbi-umbian,Singkong,13.6,
3867,2021,Kalimantan Tengah,Umbi-umbian,Ubi Jalar,1.8,
3868,2021,Kalimantan Tengah,Umbi-umbian,Kentang,1.4,
3869,2021,Kalimantan Tengah,Umbi-umbian,Sagu,0,
3870,2021,Kalimantan Tengah,Umbi-umbian,Umbi Lainnya,1.1,
3871,2021,Kalimantan Tengah,Pangan Hewani,Pangan Hewani,59.4,
3872,2021,Kalimantan Tengah,Pangan Hewani,Daging ruminansia,4.6,
3873,2021,Kalimantan Tengah,Pangan Hewani,Daging Unggas,10.5,
3874,2021,Kalimantan Tengah,Pangan Hewani,Telur,7.7,
3875,2021,Kalimantan Tengah,Pangan Hewani,Susu,3.5,
3876,2021,Kalimantan Tengah,Pangan Hewani,Ikan,33.1,
3877,2021,Kalimantan Tengah,Minyak dan Lemak,Minyak dan Lemak,11.8,
3878,2021,Kalimantan Tengah,Minyak dan Lemak,Minyak Kelapa,0.7,
3879,2021,Kalimantan Tengah,Minyak dan Lemak,Minyak Sawit,10.8,
3880,2021,Kalimantan Tengah,Minyak dan Lemak,Minyak Lainnya,0.3,
3881,2021,Kalimantan Tengah,Buah/biji berminyak,Buah/biji berminyak,0.8,
3882,2021,Kalimantan Tengah,Buah/biji berminyak,Kelapa,0.5,
3883,2021,Kalimantan Tengah,Buah/biji berminyak,Kemiri,0.3,
3884,2021,Kalimantan Tengah,Kacang-kacangan,Kacang-kacangan,7.3,
3885,2021,Kalimantan Tengah,Kacang-kacangan,Kedelai,6.8,
3886,2021,Kalimantan Tengah,Kacang-kacangan,Kacang tanah,0.3,
3887,2021,Kalimantan Tengah,Kacang-kacangan,Kacang hijau,0.1,
3888,2021,Kalimantan Tengah,Kacang-kacangan,Kacang lain,0.1,
3889,2021,Kalimantan Tengah,Gula,Gula,11,
3890,2021,Kalimantan Tengah,Gula,Gula pasir,10.7,
3891,2021,Kalimantan Tengah,Gula,Gula merah,0.3,
3892,2021,Kalimantan Tengah,Sayuran dan buah,Sayuran dan buah,71.1,
3893,2021,Kalimantan Tengah,Sayuran dan buah,Sayur,47.8,
3894,2021,Kalimantan Tengah,Sayuran dan buah,Buah,23.3,
3895,2021,Kalimantan Selatan,Padi-Padian,Padi-padian,116.7,
3896,2021,Kalimantan Selatan,Padi-Padian,Beras,96.1,
3897,2021,Kalimantan Selatan,Padi-Padian,Jagung,0.8,
3898,2021,Kalimantan Selatan,Padi-Padian,Terigu,19.8,
3899,2021,Kalimantan Selatan,Umbi-umbian,Umbi-Umbian,14.5,
3900,2021,Kalimantan Selatan,Umbi-umbian,Singkong,11.6,
3901,2021,Kalimantan Selatan,Umbi-umbian,Ubi Jalar,1.2,
3902,2021,Kalimantan Selatan,Umbi-umbian,Kentang,1,
3903,2021,Kalimantan Selatan,Umbi-umbian,Sagu,0,
3904,2021,Kalimantan Selatan,Umbi-umbian,Umbi Lainnya,0.7,
3905,2021,Kalimantan Selatan,Pangan Hewani,Pangan Hewani,58.9,
3906,2021,Kalimantan Selatan,Pangan Hewani,Daging ruminansia,5.9,
3907,2021,Kalimantan Selatan,Pangan Hewani,Daging Unggas,9.2,
3908,2021,Kalimantan Selatan,Pangan Hewani,Telur,8,
3909,2021,Kalimantan Selatan,Pangan Hewani,Susu,3.3,
3910,2021,Kalimantan Selatan,Pangan Hewani,Ikan,32.5,
3911,2021,Kalimantan Selatan,Minyak dan Lemak,Minyak dan Lemak,11.1,
3912,2021,Kalimantan Selatan,Minyak dan Lemak,Minyak Kelapa,0,
3913,2021,Kalimantan Selatan,Minyak dan Lemak,Minyak Sawit,10.8,
3914,2021,Kalimantan Selatan,Minyak dan Lemak,Minyak Lainnya,0.3,
3915,2021,Kalimantan Selatan,Buah/biji berminyak,Buah/biji berminyak,0.8,
3916,2021,Kalimantan Selatan,Buah/biji berminyak,Kelapa,0.6,
3917,2021,Kalimantan Selatan,Buah/biji berminyak,Kemiri,0.2,
3918,2021,Kalimantan Selatan,Kacang-kacangan,Kacang-kacangan,6.4,
3919,2021,Kalimantan Selatan,Kacang-kacangan,Kedelai,6,
3920,2021,Kalimantan Selatan,Kacang-kacangan,Kacang tanah,0.3,
3921,2021,Kalimantan Selatan,Kacang-kacangan,Kacang hijau,0.1,
3922,2021,Kalimantan Selatan,Kacang-kacangan,Kacang lain,0,
3923,2021,Kalimantan Selatan,Gula,Gula,10.4,
3924,2021,Kalimantan Selatan,Gula,Gula pasir,9.9,
3925,2021,Kalimantan Selatan,Gula,Gula merah,0.5,
3926,2021,Kalimantan Selatan,Sayuran dan buah,Sayuran dan buah,61.7,
3927,2021,Kalimantan Selatan,Sayuran dan buah,Sayur,38.1,
3928,2021,Kalimantan Selatan,Sayuran dan buah,Buah,23.6,
3929,2021,Kalimantan Timur,Padi-Padian,Padi-padian,136.4,
3930,2021,Kalimantan Timur,Padi-Padian,Beras,112,
3931,2021,Kalimantan Timur,Padi-Padian,Jagung,15.5,
3932,2021,Kalimantan Timur,Padi-Padian,Terigu,8.9,
3933,2021,Kalimantan Timur,Umbi-umbian,Umbi-Umbian,12.4,
3934,2021,Kalimantan Timur,Umbi-umbian,Singkong,9.1,
3935,2021,Kalimantan Timur,Umbi-umbian,Ubi Jalar,1.2,
3936,2021,Kalimantan Timur,Umbi-umbian,Kentang,0.5,
3937,2021,Kalimantan Timur,Umbi-umbian,Sagu,0,
3938,2021,Kalimantan Timur,Umbi-umbian,Umbi Lainnya,1.6,
3939,2021,Kalimantan Timur,Pangan Hewani,Pangan Hewani,33.7,
3940,2021,Kalimantan Timur,Pangan Hewani,Daging ruminansia,3.6,
3941,2021,Kalimantan Timur,Pangan Hewani,Daging Unggas,4.4,
3942,2021,Kalimantan Timur,Pangan Hewani,Telur,3.1,
3943,2021,Kalimantan Timur,Pangan Hewani,Susu,1.5,
3944,2021,Kalimantan Timur,Pangan Hewani,Ikan,21.1,
3945,2021,Kalimantan Timur,Minyak dan Lemak,Minyak dan Lemak,7,
3946,2021,Kalimantan Timur,Minyak dan Lemak,Minyak Kelapa,0.4,
3947,2021,Kalimantan Timur,Minyak dan Lemak,Minyak Sawit,6.5,
3948,2021,Kalimantan Timur,Minyak dan Lemak,Minyak Lainnya,0.1,
3949,2021,Kalimantan Timur,Buah/biji berminyak,Buah/biji berminyak,1.1,
3950,2021,Kalimantan Timur,Buah/biji berminyak,Kelapa,1.1,
3951,2021,Kalimantan Timur,Buah/biji berminyak,Kemiri,0,
3952,2021,Kalimantan Timur,Kacang-kacangan,Kacang-kacangan,4.8,
3953,2021,Kalimantan Timur,Kacang-kacangan,Kedelai,3.1,
3954,2021,Kalimantan Timur,Kacang-kacangan,Kacang tanah,0.5,
3955,2021,Kalimantan Timur,Kacang-kacangan,Kacang hijau,0.1,
3956,2021,Kalimantan Timur,Kacang-kacangan,Kacang lain,1.1,
3957,2021,Kalimantan Timur,Gula,Gula,7.4,
3958,2021,Kalimantan Timur,Gula,Gula pasir,7.1,
3959,2021,Kalimantan Timur,Gula,Gula merah,0.3,
3960,2021,Kalimantan Timur,Sayuran dan buah,Sayuran dan buah,83,
3961,2021,Kalimantan Timur,Sayuran dan buah,Sayur,65.7,
3962,2021,Kalimantan Timur,Sayuran dan buah,Buah,17.3,
3963,2021,Kalimantan Utara,Padi-Padian,Padi-padian,102.4,
3964,2021,Kalimantan Utara,Padi-Padian,Beras,86.3,
3965,2021,Kalimantan Utara,Padi-Padian,Jagung,1.1,
3966,2021,Kalimantan Utara,Padi-Padian,Terigu,15,
3967,2021,Kalimantan Utara,Umbi-umbian,Umbi-Umbian,14.8,
3968,2021,Kalimantan Utara,Umbi-umbian,Singkong,10.5,
3969,2021,Kalimantan Utara,Umbi-umbian,Ubi Jalar,2.1,
3970,2021,Kalimantan Utara,Umbi-umbian,Kentang,1.4,
3971,2021,Kalimantan Utara,Umbi-umbian,Sagu,0.2,
3972,2021,Kalimantan Utara,Umbi-umbian,Umbi Lainnya,0.6,
3973,2021,Kalimantan Utara,Pangan Hewani,Pangan Hewani,66.8,
3974,2021,Kalimantan Utara,Pangan Hewani,Daging ruminansia,6.6,
3975,2021,Kalimantan Utara,Pangan Hewani,Daging Unggas,8.3,
3976,2021,Kalimantan Utara,Pangan Hewani,Telur,7.4,
3977,2021,Kalimantan Utara,Pangan Hewani,Susu,3.5,
3978,2021,Kalimantan Utara,Pangan Hewani,Ikan,41,
3979,2021,Kalimantan Utara,Minyak dan Lemak,Minyak dan Lemak,9.8,
3980,2021,Kalimantan Utara,Minyak dan Lemak,Minyak Kelapa,0.4,
3981,2021,Kalimantan Utara,Minyak dan Lemak,Minyak Sawit,9.1,
3982,2021,Kalimantan Utara,Minyak dan Lemak,Minyak Lainnya,0.3,
3983,2021,Kalimantan Utara,Buah/biji berminyak,Buah/biji berminyak,0.5,
3984,2021,Kalimantan Utara,Buah/biji berminyak,Kelapa,0.4,
3985,2021,Kalimantan Utara,Buah/biji berminyak,Kemiri,0.1,
3986,2021,Kalimantan Utara,Kacang-kacangan,Kacang-kacangan,6.6,
3987,2021,Kalimantan Utara,Kacang-kacangan,Kedelai,6.2,
3988,2021,Kalimantan Utara,Kacang-kacangan,Kacang tanah,0.2,
3989,2021,Kalimantan Utara,Kacang-kacangan,Kacang hijau,0.1,
3990,2021,Kalimantan Utara,Kacang-kacangan,Kacang lain,0.1,
3991,2021,Kalimantan Utara,Gula,Gula,9.8,
3992,2021,Kalimantan Utara,Gula,Gula pasir,9.6,
3993,2021,Kalimantan Utara,Gula,Gula merah,0.2,
3994,2021,Kalimantan Utara,Sayuran dan buah,Sayuran dan buah,64.1,
3995,2021,Kalimantan Utara,Sayuran dan buah,Sayur,40.9,
3996,2021,Kalimantan Utara,Sayuran dan buah,Buah,23.2,
3997,2021,Sulawesi Utara,Padi-Padian,Padi-padian,114.6,
3998,2021,Sulawesi Utara,Padi-Padian,Beras,101.7,
3999,2021,Sulawesi Utara,Padi-Padian,Jagung,1.1,
