No,Kode Wilayah,Kabupaten_Kota,Provinsi,Tahun,Skor_PPH
1260,3505,Kabupaten Blitar,Jawa Timur,2023,87.5
1261,3506,Kabupaten Kediri,Jawa Timur,2023,94.4
1262,3507,Kabupaten Malang,Jawa Timur,2023,91.1
1263,3508,Kabupaten Lumajang,Jawa Timur,2023,97.4
1264,3509,Kabupaten Jember,Jawa Timur,2023,92.7
1265,3510,Kabupaten Banyuwangi,Jawa Timur,2023,91.4
1266,3511,Kabupaten Bondowoso,Jawa Timur,2023,86.4
1267,3512,Kabupaten Situbondo,Jawa Timur,2023,88.8
1268,3513,Kabupaten Probolinggo,Jawa Timur,2023,81
1269,3514,Kabupaten Pasuruan,Jawa Timur,2023,93.5
1270,3515,Kabupaten Sidoarjo,Jawa Timur,2023,90.3
1271,3516,Kabupaten Mojokerto,Jawa Timur,2023,95.7
1272,3517,Kabupaten Jombang,Jawa Timur,2023,95.2
1273,3518,Kabupaten Nganjuk,Jawa Timur,2023,92.9
1274,3519,Kabupaten Madiun,Jawa Timur,2023,93.1
1275,3520,Kabupaten Magetan,Jawa Timur,2023,91.6
1276,3521,Kabupaten Ngawi,Jawa Timur,2023,92.5
1277,3522,Kabupaten Bojonegoro,Jawa Timur,2023,89.7
1278,3523,Kabupaten Tuban,Jawa Timur,2023,94.7
1279,3524,Kabupaten Lamongan,Jawa Timur,2023,94.9
1280,3525,Kabupaten Gresik,Jawa Timur,2023,94
1281,3526,Kabupaten Bangkalan,Jawa Timur,2023,78.8
1282,3527,Kabupaten Sampang,Jawa Timur,2023,73.2
1283,3528,Kabupaten Pamekasan,Jawa Timur,2023,75.6
1284,3529,Kabupaten Sumenep,Jawa Timur,2023,99.5
1285,3571,Kota Kediri,Jawa Timur,2023,94.8
1286,3572,Kota Blitar,Jawa Timur,2023,89.9
1287,3573,Kota Malang,Jawa Timur,2023,87.6
1288,3574,Kota Probolinggo,Jawa Timur,2023,81.4
1289,3575,Kota Pasuruan,Jawa Timur,2023,95.5
1290,3576,Kota Mojokerto,Jawa Timur,2023,90.8
1291,3577,Kota Madiun,Jawa Timur,2023,96.4
1292,3578,Kota Surabaya,Jawa Timur,2023,93.9
1293,3579,Kota Batu,Jawa Timur,2023,92.2
1294,3601,Kabupaten Pandeglang,Banten,2023,81.5
1295,3602,Kabupaten Lebak,Banten,2023,93.3
1296,3603,Kabupaten Tangerang,Banten,2023,91.6
1297,3604,Kabupaten Serang,Banten,2023,93.3
1298,3671,Kota Tangerang,Banten,2023,94.5
1299,3672,Kota Cilegon,Banten,2023,90.2
1300,3673,Kota Serang,Banten,2023,91.5
1301,3674,Kota Tangerang Selatan,Banten,2023,89.5
1302,5101,Kabupaten Jembrana,Bali,2023,92.6
1303,5102,Kabupaten Tabanan,Bali,2023,93.2
1304,5103,Kabupaten Badung,Bali,2023,91.9
1305,5104,Kabupaten Gianyar,Bali,2023,91.9
1306,5105,Kabupaten Klungkung,Bali,2023,91.8
1307,5106,Kabupaten Bangli,Bali,2023,91.7
1308,5107,Kabupaten Karangasem,Bali,2023,76.8
1309,5108,Kabupaten Buleleng,Bali,2023,86.4
1310,5171,Kota Denpasar,Bali,2023,87.7
1311,5201,Kabupaten Lombok Barat,Nusa Tenggara Barat,2023,95.1
1312,5202,Kabupaten Lombok Tengah,Nusa Tenggara Barat,2023,95
1313,5203,Kabupaten Lombok Timur,Nusa Tenggara Barat,2023,98.1
1314,5204,Kabupaten Sumbawa,Nusa Tenggara Barat,2023,89.5
1315,5205,Kabupaten Dompu,Nusa Tenggara Barat,2023,90.2
1316,5206,Kabupaten Bima,Nusa Tenggara Barat,2023,80.3
1317,5207,Kabupaten Sumbawa Barat,Nusa Tenggara Barat,2023,91.1
1318,5208,Kabupaten Lombok Utara,Nusa Tenggara Barat,2023,95.3
1319,5271,Kota Mataram,Nusa Tenggara Barat,2023,96.3
1320,5272,Kota Bima,Nusa Tenggara Barat,2023,82.2
1321,5312,Kabupaten Sumba Barat,Nusa Tenggara Timur,2023,77.8
1322,5311,Kabupaten Sumba Timur,Nusa Tenggara Timur,2023,68
1323,5301,Kabupaten Kupang,Nusa Tenggara Timur,2023,70.3
1324,5302,Kabupaten Timor Tengah Selatan,Nusa Tenggara Timur,2023,80.5
1325,5303,Kabupaten Timor Tengah Utara,Nusa Tenggara Timur,2023,74.9
1326,5304,Kabupaten Belu,Nusa Tenggara Timur,2023,68.1
1327,5305,Kabupaten Alor,Nusa Tenggara Timur,2023,79.9
1328,5313,Kabupaten Lembata,Nusa Tenggara Timur,2023,79.1
1329,5306,Kabupaten Flores Timur,Nusa Tenggara Timur,2023,74.6
1330,5307,Kabupaten Sikka,Nusa Tenggara Timur,2023,69.7
1331,5308,Kabupaten Ende,Nusa Tenggara Timur,2023,77.9
1332,5309,Kabupaten Ngada,Nusa Tenggara Timur,2023,83.9
1333,5310,Kabupaten Manggarai,Nusa Tenggara Timur,2023,77.2
1334,5314,Kabupaten Rote Ndao,Nusa Tenggara Timur,2023,56.4
1335,5315,Kabupaten Manggarai Barat,Nusa Tenggara Timur,2023,75.3
1336,5317,Kabupaten Sumba Tengah,Nusa Tenggara Timur,2023,71.1
1337,5318,Kabupaten Sumba Barat Daya,Nusa Tenggara Timur,2023,69.6
1338,5316,Kabupaten Nagekeo,Nusa Tenggara Timur,2023,71.2
1339,5319,Kabupaten Manggarai Timur,Nusa Tenggara Timur,2023,65.5
1340,5320,Kabupaten Sabu Raijua,Nusa Tenggara Timur,2023,75.4
1341,5321,Kabupaten Malaka,Nusa Tenggara Timur,2023,77
1342,5371,Kota Kupang,Nusa Tenggara Timur,2023,75.9
1343,6101,Kabupaten Sambas,Kalimantan Barat,2023,86
1344,6107,Kabupaten Bengkayang,Kalimantan Barat,2023,84.7
1345,6108,Kabupaten Landak,Kalimantan Barat,2023,86.5
1346,6102,Kabupaten Mempawah,Kalimantan Barat,2023,81.9
1347,6103,Kabupaten Sanggau,Kalimantan Barat,2023,75.8
1348,6104,Kabupaten Ketapang,Kalimantan Barat,2023,81.9
1349,6105,Kabupaten Sintang,Kalimantan Barat,2023,84.1
1350,6106,Kabupaten Kapuas Hulu,Kalimantan Barat,2023,87.2
1351,6109,Kabupaten Sekadau,Kalimantan Barat,2023,80.9
1352,6110,Kabupaten Melawi,Kalimantan Barat,2023,80
1353,6111,Kabupaten Kayong Utara,Kalimantan Barat,2023,84.4
1354,6112,Kabupaten Kubu Raya,Kalimantan Barat,2023,72.6
1355,6171,Kota Pontianak,Kalimantan Barat,2023,82
1356,6172,Kota Singkawang,Kalimantan Barat,2023,83.2
1357,6201,Kabupaten Kotawaringin Barat,Kalimantan Tengah,2023,94.3
1358,6202,Kabupaten Kotawaringin Timur,Kalimantan Tengah,2023,88.6
1359,6203,Kabupaten Kapuas,Kalimantan Tengah,2023,85.1
1360,6204,Kabupaten Barito Selatan,Kalimantan Tengah,2023,84.2
1361,6205,Kabupaten Barito Utara,Kalimantan Tengah,2023,79.8
1362,6208,Kabupaten Sukamara,Kalimantan Tengah,2023,92.2
1363,6209,Kabupaten Lamandau,Kalimantan Tengah,2023,94.1
1364,6207,Kabupaten Seruyan,Kalimantan Tengah,2023,88.1
1365,6206,Kabupaten Katingan,Kalimantan Tengah,2023,86
1366,6211,Kabupaten Pulang Pisau,Kalimantan Tengah,2023,94.5
1367,6210,Kabupaten Gunung Mas,Kalimantan Tengah,2023,80.6
1368,6213,Kabupaten Barito Timur,Kalimantan Tengah,2023,85.6
1369,6212,Kabupaten Murung Raya,Kalimantan Tengah,2023,79.8
1370,6271,Kota Palangka Raya,Kalimantan Tengah,2023,92.2
1371,6301,Kabupaten Tanah Laut,Kalimantan Selatan,2023,89.7
1372,6302,Kabupaten Kota Baru,Kalimantan Selatan,2023,84.3
1373,6303,Kabupaten Banjar,Kalimantan Selatan,2023,85.6
1374,6304,Kabupaten Barito Kuala,Kalimantan Selatan,2023,87.8
1375,6305,Kabupaten Tapin,Kalimantan Selatan,2023,90.1
1376,6306,Hulu Sungai Selatan,Kalimantan Selatan,2023,90.8
1377,6307,Hulu Sungai Tengah,Kalimantan Selatan,2023,94.1
1378,6308,Hulu Sungai Utara,Kalimantan Selatan,2023,82.3
1379,6309,Kabupaten Tabalong,Kalimantan Selatan,2023,86.6
1380,6310,Kabupaten Tanah Bumbu,Kalimantan Selatan,2023,90.1
1381,6311,Kabupaten Balangan,Kalimantan Selatan,2023,86.7
1382,6371,Kota Banjarmasin,Kalimantan Selatan,2023,86.2
1383,6372,Kota Banjar Baru,Kalimantan Selatan,2023,90.2
1384,6401,Kabupaten Paser,Kalimantan Timur,2023,89
1385,6407,Kabupaten Kutai Barat,Kalimantan Timur,2023,87.4
1386,6402,Kabupaten Kutai Kertanegara,Kalimantan Timur,2023,88.6
1387,6408,Kabupaten Kutai Timur,Kalimantan Timur,2023,88.1
1388,6403,Kabupaten Berau,Kalimantan Timur,2023,86.9
1389,6409,Kabupaten Penajam Paser Utara,Kalimantan Timur,2023,82.9
1390,6411,Kabupaten Mahakam Ulu,Kalimantan Timur,2023,84.2
1391,6471,Kota Balikpapan,Kalimantan Timur,2023,88.6
1392,6472,Kota Samarinda,Kalimantan Timur,2023,84.8
1393,6474,Kota Bontang,Kalimantan Timur,2023,86.7
1394,6502,Kabupaten Malinau,Kalimantan Utara,2023,81.3
1395,6501,Kabupaten Bulungan,Kalimantan Utara,2023,92
1396,6504,Kabupaten Tana Tidung,Kalimantan Utara,2023,80.3
1397,6503,Kabupaten Nunukan,Kalimantan Utara,2023,80.1
1398,6571,Kota Tarakan,Kalimantan Utara,2023,80.7
1399,7101,Kabupaten Bolaang Mongondow,Sulawesi Utara,2023,82.9
1400,7102,Kabupaten Minahasa,Sulawesi Utara,2023,92
1401,7103,Kabupaten Kepulauan Sangihe,Sulawesi Utara,2023,75.4
1402,7104,Kabupaten Kepulauan Talaud,Sulawesi Utara,2023,80.2
1403,7105,Kabupaten Minahasa Selatan,Sulawesi Utara,2023,86.8
1404,7106,Kabupaten Minahasa Utara,Sulawesi Utara,2023,86.5
1405,7108,Kabupaten Bolaang Mongondow Utara,Sulawesi Utara,2023,77.1
1406,7109,Kabupaten Kep. Siau Tagulandang Biaro,Sulawesi Utara,2023,76
1407,7107,Kabupaten Minahasa Tenggara,Sulawesi Utara,2023,84.9
1408,7111,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,2023,79.6
1409,7110,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,2023,87
1410,7171,Kota Manado,Sulawesi Utara,2023,83.6
1411,7172,Kota Bitung,Sulawesi Utara,2023,87.8
1412,7173,Kota Tomohon,Sulawesi Utara,2023,92.5
1413,7174,Kota Kotamobago,Sulawesi Utara,2023,88.2
1414,7207,Kabupaten Banggai Kepulauan,Sulawesi Tengah,2023,77.5
1415,7201,Kabupaten Banggai,Sulawesi Tengah,2023,82.8
1416,7206,Kabupaten Morowali,Sulawesi Tengah,2023,86.8
1417,7202,Kabupaten Poso,Sulawesi Tengah,2023,87.5
1418,7203,Kabupaten Donggala,Sulawesi Tengah,2023,84.9
1419,7204,Kabupaten Toli-Toli,Sulawesi Tengah,2023,68.9
1420,7205,Kabupaten Buol,Sulawesi Tengah,2023,73.5
1421,7208,Kabupaten Parigi Moutong,Sulawesi Tengah,2023,79.8
1422,7209,Kabupaten Tojo Una-Una,Sulawesi Tengah,2023,76.4
1423,7210,Kabupaten Sigi,Sulawesi Tengah,2023,80.1
1424,7211,Kabupaten Banggai Laut,Sulawesi Tengah,2023,74.7
1425,7212,Kabupaten Morowali Utara,Sulawesi Tengah,2023,84.4
1426,7271,Kota Palu,Sulawesi Tengah,2023,82
1427,7301,Kabupaten Selayar,Sulawesi Selatan,2023,79.8
1428,7302,Kabupaten Bulukumba,Sulawesi Selatan,2023,85.7
1429,7303,Kabupaten Bantaeng,Sulawesi Selatan,2023,84.7
1430,7304,Kabupaten Jeneponto,Sulawesi Selatan,2023,87.5
1431,7305,Kabupaten Takalar,Sulawesi Selatan,2023,93.5
1432,7306,Kabupaten Gowa,Sulawesi Selatan,2023,85.2
1433,7307,Kabupaten Sinjai,Sulawesi Selatan,2023,88.8
1434,7309,Kabupaten Maros,Sulawesi Selatan,2023,88.3
1435,7310,Kabupaten Pangkajene dan Kepulauan,Sulawesi Selatan,2023,92.5
1436,7311,Kabupaten Barru,Sulawesi Selatan,2023,82
1437,7308,Kabupaten Bone,Sulawesi Selatan,2023,72.2
1438,7312,Kabupaten Soppeng,Sulawesi Selatan,2023,81.1
1439,7313,Kabupaten Wajo,Sulawesi Selatan,2023,85.4
1440,7314,Kabupaten Sidenreng Rappang,Sulawesi Selatan,2023,80.1
1441,7315,Kabupaten Pinrang,Sulawesi Selatan,2023,82.6
1442,7316,Kabupaten Enrekang,Sulawesi Selatan,2023,85.1
1443,7317,Kabupaten Luwu,Sulawesi Selatan,2023,88
1444,7318,Kabupaten Tana Toraja,Sulawesi Selatan,2023,88.3
1445,7322,Kabupaten Luwu Utara,Sulawesi Selatan,2023,92.9
1446,7324,Kabupaten Luwu Timur,Sulawesi Selatan,2023,90.4
1447,7326,Kabupaten Toraja Utara,Sulawesi Selatan,2023,81.1
1448,7371,Kota Makassar,Sulawesi Selatan,2023,85.2
1449,7372,Kota Pare-Pare,Sulawesi Selatan,2023,85.7
1450,7373,Kota Palopo,Sulawesi Selatan,2023,85.5
1451,7404,Kabupaten Buton,Sulawesi Tenggara,2023,78.3
1452,7403,Kabupaten Muna,Sulawesi Tenggara,2023,70.3
1453,7402,Kabupaten Konawe,Sulawesi Tenggara,2023,85.5
1454,7401,Kabupaten Kolaka,Sulawesi Tenggara,2023,90
1455,7405,Kabupaten Konawe Selatan,Sulawesi Tenggara,2023,83.5
1456,7406,Kabupaten Bombana,Sulawesi Tenggara,2023,75.5
1457,7407,Kabupaten Wakatobi,Sulawesi Tenggara,2023,78.7
1458,7408,Kabupaten Kolaka Utara,Sulawesi Tenggara,2023,84.1
1459,7410,Kabupaten Buton Utara,Sulawesi Tenggara,2023,71.8
1460,7409,Kabupaten Konawe Utara,Sulawesi Tenggara,2023,76.8
1461,7411,Kabupaten Kolaka Timur,Sulawesi Tenggara,2023,82.2
1462,7412,Kabupaten Konawe Kepulauan,Sulawesi Tenggara,2023,73.3
1463,7413,Kabupaten Muna Barat,Sulawesi Tenggara,2023,72.1
1464,7414,Kabupaten Buton Tengah,Sulawesi Tenggara,2023,72.3
1465,7415,Kabupaten Buton Selatan,Sulawesi Tenggara,2023,73
1466,7471,Kota Kendari,Sulawesi Tenggara,2023,91.1
1467,7472,Kota Bau-Bau,Sulawesi Tenggara,2023,68.2
1468,7502,Kabupaten Boalemo,Gorontalo,2023,81.8
1469,7501,Kabupaten Gorontalo,Gorontalo,2023,79.6
1470,7504,Kabupaten Pohuwato,Gorontalo,2023,67.3
1471,7503,Kabupaten Bone Bolango,Gorontalo,2023,91
1472,7505,Kabupaten Gorontalo Utara,Gorontalo,2023,77.5
1473,7571,Kota Gorontalo,Gorontalo,2023,74.8
1474,7605,Kabupaten Majene,Sulawesi Barat,2023,70.5
1475,7604,Kabupaten Polewali Mandar,Sulawesi Barat,2023,78.8
1476,7603,Kabupaten Mamasa,Sulawesi Barat,2023,68.8
1477,7602,Kabupaten Mamuju,Sulawesi Barat,2023,73.5
1478,7601,Kabupaten Mamuju Utara,Sulawesi Barat,2023,79.3
1479,7606,Kabupaten Mamuju Tengah,Sulawesi Barat,2023,68.9
1480,8103,Kabupaten Kepulauan Tanimbar,Maluku,2023,68
1481,8102,Kabupaten Maluku Tenggara,Maluku,2023,72.5
1482,8101,Kabupaten Maluku Tengah,Maluku,2023,83.3
1483,8104,Kabupaten Buru,Maluku,2023,73.7
1484,8107,Kabupaten Kepulauan Aru,Maluku,2023,63.9
1485,8106,Kabupaten Seram Bagian Barat,Maluku,2023,79.6
1486,8105,Kabupaten Seram Bagian Timur,Maluku,2023,77
1487,8108,Kabupaten Maluku Barat Daya,Maluku,2023,82.6
1488,8109,Kabupaten Buru Selatan,Maluku,2023,64.8
1489,8171,Kota Ambon,Maluku,2023,72.7
1490,8172,Kota Tual,Maluku,2023,66.2
1491,8201,Kabupaten Halmahera Barat,Maluku Utara,2023,80.5
1492,8202,Kabupaten Halmahera Tengah,Maluku Utara,2023,70.9
1493,8205,Kabupaten Kepulauan Sula,Maluku Utara,2023,56.9
1494,8204,Kabupaten Halmahera Selatan,Maluku Utara,2023,80.7
1495,8203,Kabupaten Halmahera Utara,Maluku Utara,2023,77.3
1496,8206,Kabupaten Halmahera Timur,Maluku Utara,2023,68.3
1497,8207,Kabupaten Pulau Morotai,Maluku Utara,2023,86.9
1498,8208,Kabupaten Pulau Taliabu,Maluku Utara,2023,75.4
1499,8271,Kota Ternate,Maluku Utara,2023,75.8
1500,8272,Kota Tidore Kepulauan,Maluku Utara,2023,82.8
1501,9203,Kabupaten Fak-Fak,Papua Barat,2023,76.2
1502,9208,Kabupaten Kaimana,Papua Barat,2023,84.7
1503,9207,Kabupaten Teluk Wondama,Papua Barat,2023,76.2
1504,9206,Kabupaten Teluk Bintuni,Papua Barat,2023,88.7
1505,9202,Kabupaten Manokwari,Papua Barat,2023,82
1506,9204,Kabupaten Sorong Selatan,Papua Barat,2023,64.5
1507,9201,Kabupaten Sorong,Papua Barat,2023,85.4
1508,9205,Kabupaten Raja Ampat,Papua Barat,2023,77.7
1509,9209,Kabupaten Tambrauw,Papua Barat,2023,80.7
1510,9210,Kabupaten Maybrat,Papua Barat,2023,69.7
1511,9211,Kabupaten Manokwari Selatan,Papua Barat,2023,82.5
1512,9212,Kabupaten Pegunungan Arfak,Papua Barat,2023,72.2
1513,9271,Kota Sorong,Papua Barat,2023,77.7
1514,9301,Kabupaten Merauke,Papua,2023,85.9
1515,9501,Kabupaten Jayawijaya,Papua,2023,73
1516,9103,Kabupaten Jayapura,Papua,2023,90.3
1517,9401,Kabupaten Nabire,Papua,2023,82.1
1518,9105,Kabupaten Kepulauan Yapen,Papua,2023,76.9
1519,9106,Kabupaten Biak Namfor,Papua,2023,59.9
1520,9403,Kabupaten Paniai,Papua,2023,82.2
1521,9402,Kabupaten Puncak Jaya,Papua,2023,67.2
1522,9404,Kabupaten Mimika,Papua,2023,77.7
1523,9302,Kabupaten Boven Digoel,Papua,2023,74.7
1524,9303,Kabupaten Mappi,Papua,2023,60.2
1525,9304,Kabupaten Asmat,Papua,2023,69.5
1526,9503,Kabupaten Yahukimo,Papua,2023,64.4
1527,9502,Kabupaten Pegunungan Bintang,Papua,2023,50.7
1528,9504,Kabupaten Tolikara,Papua,2023,61
1529,9110,Kabupaten Sarmi,Papua,2023,80.5
1530,9111,Kabupaten Keerom,Papua,2023,71.6
1531,9115,Kabupaten Waropen,Papua,2023,65.4
1532,9119,Kabupaten Supiori,Papua,2023,77.2
1533,9120,Kabupaten Mamberamo Raya,Papua,2023,83.2
1534,9508,Kabupaten Nduga,Papua,2023,53.5
1535,9507,Kabupaten Lanny Jaya,Papua,2023,80.1
1536,9505,Kabupaten Mamberamo Tengah,Papua,2023,56.8
1537,9506,Kabupaten Yalimo,Papua,2023,70.7
1538,9405,Kabupaten Puncak,Papua,2023,50.7
1539,9406,Kabupaten Dogiyai,Papua,2023,79.7
1540,9407,Kabupaten Intan Jaya,Papua,2023,81.6
1541,9408,Kabupaten Deiyai,Papua,2023,77.9
1542,9171,Kota Jayapura,Papua,2023,80.8
