No,Kode Wilayah,Kabupaten_Kota,Provinsi,Tahun,%AKE
847,6205,Kabupaten Barito Utara,Kalimantan Tengah,2022,88.1
848,6208,Kabupaten Sukamara,Kalimantan Tengah,2022,107.5
849,6209,Kabupaten Lamandau,Kalimantan Tengah,2022,105.3
850,6207,Kabupaten Seruyan,Kalimantan Tengah,2022,104.7
851,6206,Kabupaten Katingan,Kalimantan Tengah,2022,101.8
852,6211,Kabupaten Pulang Pisau,Kalimantan Tengah,2022,104.6
853,6210,Kabupaten Gunung Mas,Kalimantan Tengah,2022,90.3
854,6213,Kabupaten Barito Timur,Kalimantan Tengah,2022,109.6
855,6212,Kabupaten Murung Raya,Kalimantan Tengah,2022,94.9
856,6271,Kota Palangka Raya,Kalimantan Tengah,2022,92.3
857,6301,Kabupaten Tanah Laut,Kalimantan Selatan,2022,106.9
858,6302,Kabupaten Kota Baru,Kalimantan Selatan,2022,102.8
859,6303,Kabupaten Banjar,Kalimantan Selatan,2022,105.8
860,6304,Kabupaten Barito Kuala,Kalimantan Selatan,2022,105.5
861,6305,Kabupaten Tapin,Kalimantan Selatan,2022,105.4
862,6306,Hulu Sungai Selatan,Kalimantan Selatan,2022,109.8
863,6307,Hulu Sungai Tengah,Kalimantan Selatan,2022,98.2
864,6308,Hulu Sungai Utara,Kalimantan Selatan,2022,105.6
865,6309,Kabupaten Tabalong,Kalimantan Selatan,2022,115.4
866,6310,Kabupaten Tanah Bumbu,Kalimantan Selatan,2022,102.6
867,6311,Kabupaten Balangan,Kalimantan Selatan,2022,111.6
868,6371,Kota Banjarmasin,Kalimantan Selatan,2022,98.9
869,6372,Kota Banjar Baru,Kalimantan Selatan,2022,99.3
870,6401,Kabupaten Paser,Kalimantan Timur,2022,96
871,6407,Kabupaten Kutai Barat,Kalimantan Timur,2022,87.4
872,6402,Kabupaten Kutai Kertanegara,Kalimantan Timur,2022,91.5
873,6408,Kabupaten Kutai Timur,Kalimantan Timur,2022,92.4
874,6403,Kabupaten Berau,Kalimantan Timur,2022,95.9
875,6409,Kabupaten Penajam Paser Utara,Kalimantan Timur,2022,90.7
876,6411,Kabupaten Mahakam Ulu,Kalimantan Timur,2022,88.7
877,6471,Kota Balikpapan,Kalimantan Timur,2022,88.8
878,6472,Kota Samarinda,Kalimantan Timur,2022,90.4
879,6474,Kota Bontang,Kalimantan Timur,2022,93
880,6502,Kabupaten Malinau,Kalimantan Utara,2022,89.8
881,6501,Kabupaten Bulungan,Kalimantan Utara,2022,87
882,6504,Kabupaten Tana Tidung,Kalimantan Utara,2022,86.9
883,6503,Kabupaten Nunukan,Kalimantan Utara,2022,94.1
884,6571,Kota Tarakan,Kalimantan Utara,2022,84.5
885,7101,Kabupaten Bolaang Mongondow,Sulawesi Utara,2022,102.4
886,7102,Kabupaten Minahasa,Sulawesi Utara,2022,105.3
887,7103,Kabupaten Kepulauan Sangihe,Sulawesi Utara,2022,97.3
888,7104,Kabupaten Kepulauan Talaud,Sulawesi Utara,2022,92.4
889,7105,Kabupaten Minahasa Selatan,Sulawesi Utara,2022,104.8
890,7106,Kabupaten Minahasa Utara,Sulawesi Utara,2022,104.2
891,7108,Kabupaten Bolaang Mongondow Utara,Sulawesi Utara,2022,100.6
892,7109,Kabupaten Kep. Siau Tagulandang Biaro,Sulawesi Utara,2022,85.7
893,7107,Kabupaten Minahasa Tenggara,Sulawesi Utara,2022,102.3
894,7111,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,2022,100.1
895,7110,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,2022,110.8
896,7171,Kota Manado,Sulawesi Utara,2022,104.7
897,7172,Kota Bitung,Sulawesi Utara,2022,101.7
898,7173,Kota Tomohon,Sulawesi Utara,2022,111.2
899,7174,Kota Kotamobago,Sulawesi Utara,2022,96.7
900,7207,Kabupaten Banggai Kepulauan,Sulawesi Tengah,2022,96.6
901,7201,Kabupaten Banggai,Sulawesi Tengah,2022,98
902,7206,Kabupaten Morowali,Sulawesi Tengah,2022,97.2
903,7202,Kabupaten Poso,Sulawesi Tengah,2022,101.6
904,7203,Kabupaten Donggala,Sulawesi Tengah,2022,102.3
905,7204,Kabupaten Toli-Toli,Sulawesi Tengah,2022,84.9
906,7205,Kabupaten Buol,Sulawesi Tengah,2022,80.3
907,7208,Kabupaten Parigi Moutong,Sulawesi Tengah,2022,94.5
908,7209,Kabupaten Tojo Una-Una,Sulawesi Tengah,2022,88.2
909,7210,Kabupaten Sigi,Sulawesi Tengah,2022,102.2
910,7211,Kabupaten Banggai Laut,Sulawesi Tengah,2022,110.5
911,7212,Kabupaten Morowali Utara,Sulawesi Tengah,2022,103.1
912,7271,Kota Palu,Sulawesi Tengah,2022,88.6
913,7301,Kabupaten Selayar,Sulawesi Selatan,2022,102.6
914,7302,Kabupaten Bulukumba,Sulawesi Selatan,2022,113
915,7303,Kabupaten Bantaeng,Sulawesi Selatan,2022,99
916,7304,Kabupaten Jeneponto,Sulawesi Selatan,2022,106.8
917,7305,Kabupaten Takalar,Sulawesi Selatan,2022,93.7
918,7306,Kabupaten Gowa,Sulawesi Selatan,2022,97.2
919,7307,Kabupaten Sinjai,Sulawesi Selatan,2022,96.6
920,7309,Kabupaten Maros,Sulawesi Selatan,2022,98.6
921,7310,Kabupaten Pangkajene dan Kepulauan,Sulawesi Selatan,2022,130.1
922,7311,Kabupaten Barru,Sulawesi Selatan,2022,98.4
923,7308,Kabupaten Bone,Sulawesi Selatan,2022,94.3
924,7312,Kabupaten Soppeng,Sulawesi Selatan,2022,94.2
925,7313,Kabupaten Wajo,Sulawesi Selatan,2022,92.1
926,7314,Kabupaten Sidenreng Rappang,Sulawesi Selatan,2022,94.3
927,7315,Kabupaten Pinrang,Sulawesi Selatan,2022,82.1
928,7316,Kabupaten Enrekang,Sulawesi Selatan,2022,88.2
929,7317,Kabupaten Luwu,Sulawesi Selatan,2022,98.1
930,7318,Kabupaten Tana Toraja,Sulawesi Selatan,2022,88.3
931,7322,Kabupaten Luwu Utara,Sulawesi Selatan,2022,101.2
932,7324,Kabupaten Luwu Timur,Sulawesi Selatan,2022,97.3
933,7326,Kabupaten Toraja Utara,Sulawesi Selatan,2022,91.5
934,7371,Kota Makasar,Sulawesi Selatan,2022,105.2
935,7372,Kota Pare-Pare,Sulawesi Selatan,2022,90.7
936,7373,Kota Palopo,Sulawesi Selatan,2022,84.5
937,7404,Kabupaten Buton,Sulawesi Tenggara,2022,97.8
938,7403,Kabupaten Muna,Sulawesi Tenggara,2022,92.5
939,7402,Kabupaten Konawe,Sulawesi Tenggara,2022,95
940,7401,Kabupaten Kolaka,Sulawesi Tenggara,2022,84.8
941,7405,Kabupaten Konawe Selatan,Sulawesi Tenggara,2022,91.2
942,7406,Kabupaten Bombana,Sulawesi Tenggara,2022,93.5
943,7407,Kabupaten Wakatobi,Sulawesi Tenggara,2022,97.1
944,7408,Kabupaten Kolaka Utara,Sulawesi Tenggara,2022,100.9
945,7410,Kabupaten Buton Utara,Sulawesi Tenggara,2022,98.2
946,7409,Kabupaten Konawe Utara,Sulawesi Tenggara,2022,98.8
947,7411,Kabupaten Kolaka Timur,Sulawesi Tenggara,2022,96.3
948,7412,Kabupaten Konawe Kepulauan,Sulawesi Tenggara,2022,86.6
949,7413,Kabupaten Muna Barat,Sulawesi Tenggara,2022,91.6
950,7414,Kabupaten Buton Tengah,Sulawesi Tenggara,2022,89.2
951,7415,Kabupaten Buton Selatan,Sulawesi Tenggara,2022,89
952,7471,Kota Kendari,Sulawesi Tenggara,2022,90.2
953,7472,Kota Bau-Bau,Sulawesi Tenggara,2022,83.1
954,7502,Kabupaten Boalemo,Gorontalo,2022,100.9
955,7501,Kabupaten Gorontalo,Gorontalo,2022,93.9
956,7504,Kabupaten Pohuwato,Gorontalo,2022,90
957,7503,Kabupaten Bone Bolango,Gorontalo,2022,88.6
958,7505,Kabupaten Gorontalo Utara,Gorontalo,2022,95.1
959,7571,Kota Gorontalo,Gorontalo,2022,91
960,7605,Kabupaten Majene,Sulawesi Barat,2022,94.1
961,7604,Kabupaten Polewali Mandar,Sulawesi Barat,2022,108.5
962,7603,Kabupaten Mamasa,Sulawesi Barat,2022,97.6
963,7602,Kabupaten Mamuju,Sulawesi Barat,2022,92.2
964,7601,Kabupaten Mamuju Utara,Sulawesi Barat,2022,98
965,7606,Kabupaten Mamuju Tengah,Sulawesi Barat,2022,94.7
966,8103,Kabupaten Kepulauan Tanimbar,Maluku,2022,81.6
967,8102,Kabupaten Maluku Tenggara,Maluku,2022,86.9
968,8101,Kabupaten Maluku Tengah,Maluku,2022,93.4
969,8104,Kabupaten Buru,Maluku,2022,82.2
970,8107,Kabupaten Kepulauan Aru,Maluku,2022,81.2
971,8106,Kabupaten Seram Bagian Barat,Maluku,2022,92.8
972,8105,Kabupaten Seram Bagian Timur,Maluku,2022,88
973,8108,Kabupaten Maluku Barat Daya,Maluku,2022,84.9
974,8109,Kabupaten Buru Selatan,Maluku,2022,81.9
975,8171,Kota Ambon,Maluku,2022,87.9
976,8172,Kota Tual,Maluku,2022,82.2
977,8201,Kabupaten Halmahera Barat,Maluku Utara,2022,89.7
978,8202,Kabupaten Halmahera Tengah,Maluku Utara,2022,77.3
979,8205,Kabupaten Kepulauan Sula,Maluku Utara,2022,82.9
980,8204,Kabupaten Halmahera Selatan,Maluku Utara,2022,93.4
981,8203,Kabupaten Halmahera Utara,Maluku Utara,2022,87.4
982,8206,Kabupaten Halmahera Timur,Maluku Utara,2022,89
983,8207,Kabupaten Pulau Morotai,Maluku Utara,2022,95.2
984,8208,Kabupaten Pulau Taliabu,Maluku Utara,2022,91.2
985,8271,Kota Ternate,Maluku Utara,2022,85.3
986,8272,Kota Tidore Kepulauan,Maluku Utara,2022,82
987,9203,Kabupaten Fak-Fak,Papua Barat,2022,101.9
988,9208,Kabupaten Kaimana,Papua Barat,2022,89
989,9207,Kabupaten Teluk Wondama,Papua Barat,2022,83.2
990,9206,Kabupaten Teluk Bintuni,Papua Barat,2022,89.2
991,9202,Kabupaten Manokwari,Papua Barat,2022,93.8
992,9204,Kabupaten Sorong Selatan,Papua Barat,2022,72.7
993,9201,Kabupaten Sorong,Papua Barat,2022,96.4
994,9205,Kabupaten Raja Ampat,Papua Barat,2022,90.5
995,9209,Kabupaten Tambrauw,Papua Barat,2022,86.4
996,9210,Kabupaten Maybrat,Papua Barat,2022,81.7
997,9211,Kabupaten Manokwari Selatan,Papua Barat,2022,96.4
998,9212,Kabupaten Pegunungan Arfak,Papua Barat,2022,91.4
999,9271,Kota Sorong,Papua Barat,2022,85.2
1000,9101,Kabupaten Merauke,Papua,2022,97.4
1001,9102,Kabupaten Jayawijaya,Papua,2022,92.4
1002,9103,Kabupaten Jayapura,Papua,2022,90.5
1003,9104,Kabupaten Nabire,Papua,2022,88.6
1004,9105,Kabupaten Kepulauan Yapen,Papua,2022,82.4
1005,9106,Kabupaten Biak Namfor,Papua,2022,67.4
1006,9108,Kabupaten Paniai,Papua,2022,82.6
1007,9107,Kabupaten Puncak Jaya,Papua,2022,90.6
1008,9109,Kabupaten Mimika,Papua,2022,85.3
1009,9116,Kabupaten Boven Digoel,Papua,2022,77.9
1010,9117,Kabupaten Mappi,Papua,2022,69.9
1011,9118,Kabupaten Asmat,Papua,2022,85.4
1012,9113,Kabupaten Yahukimo,Papua,2022,69.9
1013,9112,Kabupaten Pegunungan Bintang,Papua,2022,85.4
1014,9114,Kabupaten Tolikara,Papua,2022,89.9
1015,9110,Kabupaten Sarmi,Papua,2022,83.6
1016,9111,Kabupaten Keerom,Papua,2022,75.7
1017,9115,Kabupaten Waropen,Papua,2022,77.6
1018,9119,Kabupaten Supiori,Papua,2022,102.4
1019,9120,Kabupaten Mamberamo Raya,Papua,2022,78.4
1020,9124,Kabupaten Nduga,Papua,2022,106
1021,9123,Kabupaten Lanny Jaya,Papua,2022,136.2
1022,9121,Kabupaten Mamberamo Tengah,Papua,2022,91.8
1023,9122,Kabupaten Yalimo,Papua,2022,95
1024,9125,Kabupaten Puncak,Papua,2022,81.4
1025,9126,Kabupaten Dogiyai,Papua,2022,61.9
1026,9127,Kabupaten Intan Jaya,Papua,2022,68.9
1027,9128,Kabupaten Deiyai,Papua,2022,81.1
1028,9171,Kota Jayapura,Papua,2022,88.4
1029,1109,Kabupaten Simeulue,Aceh,2023,96.2
1030,1110,Kabupaten Aceh Singkil,Aceh,2023,104.2
1031,1101,Kabupaten Aceh Selatan,Aceh,2023,94.4
1032,1102,Kabupaten Aceh Tenggara,Aceh,2023,103.1
1033,1103,Kabupaten Aceh Timur,Aceh,2023,95.3
1034,1104,Kabupaten Aceh Tengah,Aceh,2023,98.2
1035,1105,Kabupaten Aceh Barat,Aceh,2023,97.7
1036,1106,Kabupaten Aceh Besar,Aceh,2023,90.1
1037,1107,Kabupaten Pidie,Aceh,2023,98.6
1038,1111,Kabupaten Bireuen,Aceh,2023,99.8
1039,1108,Kabupaten Aceh Utara,Aceh,2023,91.8
1040,1112,Kabupaten Aceh Barat Daya,Aceh,2023,99.7
1041,1113,Kabupaten Gayo Lues,Aceh,2023,115.2
1042,1116,Kabupaten Aceh Tamiang,Aceh,2023,91.1
1043,1115,Kabupaten Nagan Raya,Aceh,2023,142.7
1044,1114,Kabupaten Aceh Jaya,Aceh,2023,107.2
1045,1117,Kabupaten Bener Meriah,Aceh,2023,112
1046,1118,Kabupaten Pidie Jaya,Aceh,2023,100.3
1047,1171,Kota Banda Aceh,Aceh,2023,89.6
1048,1172,Kota Sabang,Aceh,2023,99.8
1049,1174,Kota Langsa,Aceh,2023,89.2
1050,1173,Kota Lhokseumawe,Aceh,2023,89.2
1051,1175,Kota Subulussalam,Aceh,2023,101
1052,1204,Kabupaten Nias,Sumatera Utara,2023,104
1053,1213,Kabupaten Mandailing Natal,Sumatera Utara,2023,109
1054,1203,Kabupaten Tapanuli Selatan,Sumatera Utara,2023,105.4
1055,1201,Kabupaten Tapanuli Tengah,Sumatera Utara,2023,91
1056,1202,Kabupaten Tapanuli Utara,Sumatera Utara,2023,107.5
1057,1212,Kabupaten Toba Samosir,Sumatera Utara,2023,112.7
1058,1210,Kabupaten Labuhan Batu,Sumatera Utara,2023,98.3
1059,1209,Kabupaten Asahan,Sumatera Utara,2023,95.6
1060,1208,Kabupaten Simalungun,Sumatera Utara,2023,103.2
1061,1211,Kabupaten Dairi,Sumatera Utara,2023,99.2
1062,1206,Kabupaten Karo,Sumatera Utara,2023,111.7
1063,1207,Kabupaten Deli Serdang,Sumatera Utara,2023,96.3
1064,1205,Kabupaten Langkat,Sumatera Utara,2023,96.4
1065,1214,Kabupaten Nias Selatan,Sumatera Utara,2023,101.5
1066,1216,Kabupaten Humbang Hasundutan,Sumatera Utara,2023,108.8
1067,1215,Kabupaten Pakpak Bharat,Sumatera Utara,2023,11
1068,1217,Kabupaten Samosir,Sumatera Utara,2023,109.9
1069,1218,Kabupaten Serdang Bedagai,Sumatera Utara,2023,100.6
1070,1219,Kabupaten Batu Bara,Sumatera Utara,2023,91.8
1071,1220,Kabupaten Padang Lawas Utara,Sumatera Utara,2023,109.4
1072,1221,Kabupaten Padang Lawas,Sumatera Utara,2023,102
1073,1222,Kabupaten Labuhan Batu Selatan,Sumatera Utara,2023,97.5
1074,1223,Kabupaten Labuhan Batu Utara,Sumatera Utara,2023,98
1075,1224,Kabupaten Nias Utara,Sumatera Utara,2023,102.7
1076,1225,Kabupaten Nias Barat,Sumatera Utara,2023,97.6
1077,1273,Kota Sibolga,Sumatera Utara,2023,89.5
1078,1274,Kota Tanjung Balai,Sumatera Utara,2023,101.9
1079,1272,Kota Pematang Siantar,Sumatera Utara,2023,102.3
1080,1276,Kota Tebing Tinggi,Sumatera Utara,2023,102.3
1081,1271,Kota Medan,Sumatera Utara,2023,99.7
1082,1275,Kota Binjai,Sumatera Utara,2023,90.9
1083,1277,Kota Padang Sidimpuan,Sumatera Utara,2023,99.3
1084,1278,Kota Gunungsitoli,Sumatera Utara,2023,83.6
1085,1309,Kabupaten Kepulauan Mentawai,Sumatera Barat,2023,103.4
1086,1301,Kabupaten Pesisir Selatan,Sumatera Barat,2023,100.7
1087,1302,Kabupaten Solok,Sumatera Barat,2023,112.2
1088,1303,Kabupaten Sijunjung,Sumatera Barat,2023,103
1089,1304,Kabupaten Tanah Datar,Sumatera Barat,2023,99.1
1090,1305,Kabupaten Padang Pariaman,Sumatera Barat,2023,91
1091,1306,Kabupaten Agam,Sumatera Barat,2023,98.8
1092,1307,Kabupaten Limapuluh Koto,Sumatera Barat,2023,108.2
1093,1308,Kabupaten Pasaman,Sumatera Barat,2023,105.1
1094,1311,Kabupaten Solok Selatan,Sumatera Barat,2023,110.7
1095,1310,Kabupaten Dharmas Raya,Sumatera Barat,2023,95.7
1096,1312,Kabupaten Pasaman Barat,Sumatera Barat,2023,98.6
1097,1371,Kota Padang,Sumatera Barat,2023,92.4
1098,1372,Kota Solok,Sumatera Barat,2023,99.6
1099,1373,Kota Sawah Lunto,Sumatera Barat,2023,99.3
1100,1374,Kota Padang Panjang,Sumatera Barat,2023,93.5
1101,1375,Kota Bukittinggi,Sumatera Barat,2023,92
1102,1376,Kota Payakumbuh,Sumatera Barat,2023,100.5
1103,1377,Kota Pariaman,Sumatera Barat,2023,89.5
1104,1409,Kabupaten Kuantan Sengingi,Riau,2023,97.5
1105,1402,Kabupaten Indragiri Hulu,Riau,2023,98.7
1106,1404,Kabupaten Indragiri Hilir,Riau,2023,97.5
1107,1405,Kabupaten Pelalawan,Riau,2023,105
1108,1408,Kabupaten Siak,Riau,2023,103.3
1109,1401,Kabupaten Kampar,Riau,2023,96.4
1110,1406,Kabupaten Rokan Hulu,Riau,2023,101.7
1111,1403,Kabupaten Bengkalis,Riau,2023,101
1112,1407,Kabupaten Rokan Hilir,Riau,2023,92.2
1113,1410,Kabupaten Kepulauan Meranti,Riau,2023,99.3
1114,1471,Kota Pekanbaru,Riau,2023,90.5
1115,1472,Kota Dumai,Riau,2023,98
1116,1501,Kabupaten Kerinci,Jambi,2023,112.1
1117,1502,Kabupaten Merangin,Jambi,2023,89.9
1118,1503,Kabupaten Sarolangun,Jambi,2023,94.2
1119,1504,Kabupaten Batang Hari,Jambi,2023,101.4
1120,1505,Kabupaten Muaro Jambi,Jambi,2023,100.2
1121,1507,Kabupaten Tanjung Jabung Timur,Jambi,2023,110.3
1122,1506,Kabupaten Tanjung Jabung Barat,Jambi,2023,93.1
1123,1509,Kabupaten Tebo,Jambi,2023,95
1124,1508,Kabupaten Bungo,Jambi,2023,98
1125,1571,Kota Jambi,Jambi,2023,92.4
1126,1572,Kota Sungai Penuh,Jambi,2023,96
1127,1601,Kabupaten Ogan Komering Ulu,Sumatera Selatan,2023,98.3
1128,1602,Kabupaten Ogan Komering Ilir,Sumatera Selatan,2023,109.1
1129,1603,Kabupaten Muara Enim,Sumatera Selatan,2023,96.2
1130,1604,Kabupaten Lahat,Sumatera Selatan,2023,119.7
1131,1605,Kabupaten Musi Rawas,Sumatera Selatan,2023,105
1132,1606,Kabupaten Musi Banyuasin,Sumatera Selatan,2023,102.6
1133,1607,Kabupaten Banyuasin,Sumatera Selatan,2023,113.2
1134,1609,Kabupaten Ogan Komering Ulu Selatan,Sumatera Selatan,2023,105.2
1135,1608,Kabupaten Ogan Komering Ulu Timur,Sumatera Selatan,2023,97.3
1136,1610,Kabupaten Ogan Ilir,Sumatera Selatan,2023,97.9
1137,1611,Kabupaten Empat Lawang,Sumatera Selatan,2023,113.2
1138,1612,Kabupaten Penukal Abab Lematang Ilir,Sumatera Selatan,2023,103.4
1139,1613,Kabupaten Musi Rawas Utara,Sumatera Selatan,2023,105.8
1140,1671,Kota Palembang,Sumatera Selatan,2023,103.5
1141,1674,Kota Prabumulih,Sumatera Selatan,2023,93
1142,1672,Kota Pagar Alam,Sumatera Selatan,2023,98.8
1143,1673,Kota Lubuklinggau,Sumatera Selatan,2023,102.7
1144,1701,Kabupaten Bengkulu Selatan,Bengkulu,2023,143.6
1145,1702,Kabupaten Rejang Lebong,Bengkulu,2023,102.1
1146,1703,Kabupaten Bengkulu Utara,Bengkulu,2023,96.8
1147,1704,Kabupaten Kaur,Bengkulu,2023,104.5
1148,1705,Kabupaten Seluma,Bengkulu,2023,99.4
1149,1706,Kabupaten Mukomuko,Bengkulu,2023,95.4
1150,1707,Kabupaten Lebong,Bengkulu,2023,110.8
1151,1708,Kabupaten Kepahiang,Bengkulu,2023,101.8
1152,1709,Kabupaten Bengkulu Tengah,Bengkulu,2023,100
1153,1771,Kota Bengkulu,Bengkulu,2023,88.6
1154,1804,Kabupaten Lampung Barat,Lampung,2023,107.6
1155,1806,Kabupaten Tanggamus,Lampung,2023,107.1
1156,1801,Kabupaten Lampung Selatan,Lampung,2023,98.9
1157,1807,Kabupaten Lampung Timur,Lampung,2023,98.3
1158,1802,Kabupaten Lampung Tengah,Lampung,2023,98.7
1159,1803,Kabupaten Lampung Utara,Lampung,2023,87.5
1160,1808,Kabupaten Way Kanan,Lampung,2023,105.5
1161,1805,Kabupaten Tulang Bawang,Lampung,2023,92.9
1162,1809,Kabupaten Pesawaran,Lampung,2023,107.4
1163,1810,Kabupaten Pringsewu,Lampung,2023,101.9
1164,1811,Kabupaten Mesuji,Lampung,2023,98.7
1165,1812,Kabupaten Tulang Bawang Barat,Lampung,2023,89.6
1166,1813,Kabupaten Pesisir Barat,Lampung,2023,98.7
1167,1871,Kota Bandar Lampung,Lampung,2023,94.1
1168,1872,Kota Metro,Lampung,2023,87.5
1169,1901,Kabupaten Bangka,Kep. Bangka Belitung,2023,96.6
1170,1902,Kabupaten Belitung,Kep. Bangka Belitung,2023,96.6
1171,1905,Kabupaten Bangka Barat,Kep. Bangka Belitung,2023,92.5
1172,1904,Kabupaten Bangka Tengah,Kep. Bangka Belitung,2023,101.9
1173,1903,Kabupaten Bangka Selatan,Kep. Bangka Belitung,2023,102.8
1174,1906,Kabupaten Belitung Timur,Kep. Bangka Belitung,2023,102.6
1175,1971,Kota Pangkal Pinang,Kep. Bangka Belitung,2023,96.1
1176,2102,Kabupaten Karimun,Kep. Riau,2023,94.6
1177,2101,Kabupaten Bintan,Kep. Riau,2023,97.6
1178,2103,Kabupaten Natuna,Kep. Riau,2023,101.5
1179,2104,Kabupaten Lingga,Kep. Riau,2023,93.9
1180,2105,Kabupaten Kepulauan Anambas,Kep. Riau,2023,95
1181,2171,Kota Batam,Kep. Riau,2023,97.5
1182,2172,Kota Tanjung Pinang,Kep. Riau,2023,101
1183,3101,Kabupaten Kepulauan Seribu,DKI Jakarta,2023,98.7
1184,3174,Kota Jakarta Selatan,DKI Jakarta,2023,102.9
1185,3175,Kota Jakarta Timur,DKI Jakarta,2023,104.1
1186,3171,Kota Jakarta Pusat,DKI Jakarta,2023,100.1
1187,3173,Kota Jakarta Barat,DKI Jakarta,2023,94.1
1188,3172,Kota Jakarta Utara,DKI Jakarta,2023,114.2
1189,3201,Kabupaten Bogor,Jawa Barat,2023,93.4
1190,3202,Kabupaten Sukabumi,Jawa Barat,2023,112.9
1191,3203,Kabupaten Cianjur,Jawa Barat,2023,106.1
1192,3204,Kabupaten Bandung,Jawa Barat,2023,93.2
1193,3205,Kabupaten Garut,Jawa Barat,2023,101.4
1194,3206,Kabupaten Tasikmalaya,Jawa Barat,2023,97.5
1195,3207,Kabupaten Ciamis,Jawa Barat,2023,107.5
1196,3208,Kabupaten Kuningan,Jawa Barat,2023,97.7
1197,3209,Kabupaten Cirebon,Jawa Barat,2023,94.3
1198,3210,Kabupaten Majalengka,Jawa Barat,2023,103
1199,3211,Kabupaten Sumedang,Jawa Barat,2023,106.8
1200,3212,Kabupaten Indramayu,Jawa Barat,2023,115.7
1201,3213,Kabupaten Subang,Jawa Barat,2023,103.4
1202,3214,Kabupaten Purwakarta,Jawa Barat,2023,105.8
1203,3215,Kabupaten Karawang,Jawa Barat,2023,104.2
1204,3216,Kabupaten Bekasi,Jawa Barat,2023,96.8
1205,3217,Kabupaten Bandung Barat,Jawa Barat,2023,98.1
1206,3218,Kabupaten Pangandaran,Jawa Barat,2023,108.7
1207,3271,Kota Bogor,Jawa Barat,2023,98.5
1208,3272,Kota Sukabumi,Jawa Barat,2023,100.2
1209,3273,Kota Bandung,Jawa Barat,2023,96.1
1210,3274,Kota Cirebon,Jawa Barat,2023,94.3
1211,3275,Kota Bekasi,Jawa Barat,2023,97.9
1212,3276,Kota Depok,Jawa Barat,2023,95.6
1213,3277,Kota Cimahi,Jawa Barat,2023,94.9
1214,3278,Kota Tasikmalaya,Jawa Barat,2023,115
1215,3279,Kota Banjar,Jawa Barat,2023,118
1216,3301,Kabupaten Cilacap,Jawa Tengah,2023,98.2
1217,3302,Kabupaten Banyumas,Jawa Tengah,2023,97.5
1218,3303,Kabupaten  Purbalingga,Jawa Tengah,2023,92.8
1219,3304,Kabupaten Banjarnegara,Jawa Tengah,2023,98.7
1220,3305,Kabupaten Kebumen,Jawa Tengah,2023,96.5
1221,3306,Kabupaten Purworejo,Jawa Tengah,2023,88.9
1222,3307,Kabupaten Wonosobo,Jawa Tengah,2023,103.6
1223,3308,Kabupaten Magelang,Jawa Tengah,2023,92.3
1224,3309,Kabupaten Boyolali,Jawa Tengah,2023,89.8
1225,3310,Kabupaten Klaten,Jawa Tengah,2023,87.2
1226,3311,Kabupaten Sukoharjo,Jawa Tengah,2023,87.5
1227,3312,Kabupaten Wonogiri,Jawa Tengah,2023,99.1
1228,3313,Kabupaten Karanganyar,Jawa Tengah,2023,89.2
1229,3314,Kabupaten Sragen,Jawa Tengah,2023,100.4
1230,3315,Kabupaten Grobogan,Jawa Tengah,2023,102.9
1231,3316,Kabupaten Blora,Jawa Tengah,2023,99.6
1232,3317,Kabupaten Rembang,Jawa Tengah,2023,104.5
1233,3318,Kabupaten Pati,Jawa Tengah,2023,101.9
1234,3319,Kabupaten Kudus,Jawa Tengah,2023,90.5
1235,3320,Kabupaten Jepara,Jawa Tengah,2023,93.1
1236,3321,Kabupaten Demak,Jawa Tengah,2023,96.9
1237,3322,Kabupaten Semarang,Jawa Tengah,2023,94.6
1238,3323,Kabupaten Temanggung,Jawa Tengah,2023,94.3
1239,3324,Kabupaten Kendal,Jawa Tengah,2023,98.6
1240,3325,Kabupaten Batang ,Jawa Tengah,2023,98.7
1241,3326,Kabupaten Pekalongan,Jawa Tengah,2023,105.7
1242,3327,Kabupaten Pemalang,Jawa Tengah,2023,107.7
1243,3328,Kabupaten Tegal,Jawa Tengah,2023,96.6
1244,3329,Kabupaten Brebes,Jawa Tengah,2023,105.5
1245,3371,Kota Magelang,Jawa Tengah,2023,81.2
1246,3372,Kota Surakarta,Jawa Tengah,2023,90.5
1247,3373,Kota Salatiga,Jawa Tengah,2023,90.2
1248,3374,Kota Semarang,Jawa Tengah,2023,84.2
1249,3375,Kota Pekalongan,Jawa Tengah,2023,98.6
1250,3376,Kota Tegal,Jawa Tengah,2023,102.2
1251,3401,Kabupaten Kulon Progo,DI Yogyakarta,2023,91.5
1252,3402,Kabupaten Bantul,DI Yogyakarta,2023,97.3
1253,3403,Kabupaten Gunung Kidul,DI Yogyakarta,2023,99.6
1254,3404,Kabupaten Sleman,DI Yogyakarta,2023,101.5
1255,3471,Kota Yogyakarta,DI Yogyakarta,2023,91.1
1256,3501,Kabupaten Pacitan,Jawa Timur,2023,101.6
1257,3502,Kabupaten Ponorogo,Jawa Timur,2023,95.1
1258,3503,Kabupaten Trenggalek,Jawa Timur,2023,97.4
1259,3504,Kabupaten Tulungagung,Jawa Timur,2023,93.1
1260,3505,Kabupaten Blitar,Jawa Timur,2023,92.5
1261,3506,Kabupaten Kediri,Jawa Timur,2023,100.8
