No,Kode Wilayah,Kabupaten_Kota,Provinsi,Tahun,Konsumsi_Protein
412,7314,Kabupaten Sidenreng Rappang,Sulawesi Selatan,2021,71.6
413,7315,Kabupaten Pinrang,Sulawesi Selatan,2021,56.6
414,7316,Kabupaten Enrekang,Sulawesi Selatan,2021,60.5
415,7317,Kabupaten Luwu,Sulawesi Selatan,2021,60.7
416,7318,Kabupaten Tana Toraja,Sulawesi Selatan,2021,59.7
417,7322,Kabupaten Luwu Utara,Sulawesi Selatan,2021,65
418,7324,Kabupaten Luwu Timur,Sulawesi Selatan,2021,65.8
419,7326,Kabupaten Toraja Utara,Sulawesi Selatan,2021,60.1
420,7371,Kota Makasar,Sulawesi Selatan,2021,67.5
421,7372,Kota Pare-Pare,Sulawesi Selatan,2021,68.8
422,7373,Kota Palopo,Sulawesi Selatan,2021,60
423,7404,Kabupaten Buton,Sulawesi Tenggara,2021,57.3
424,7403,Kabupaten Muna,Sulawesi Tenggara,2021,60.2
425,7402,Kabupaten Konawe,Sulawesi Tenggara,2021,56.6
426,7401,Kabupaten Kolaka,Sulawesi Tenggara,2021,66
427,7405,Kabupaten Konawe Selatan,Sulawesi Tenggara,2021,62.5
428,7406,Kabupaten Bombana,Sulawesi Tenggara,2021,57.8
429,7407,Kabupaten Wakatobi,Sulawesi Tenggara,2021,59.6
430,7408,Kabupaten Kolaka Utara,Sulawesi Tenggara,2021,64.1
431,7410,Kabupaten Buton Utara,Sulawesi Tenggara,2021,58.2
432,7409,Kabupaten Konawe Utara,Sulawesi Tenggara,2021,61.8
433,7411,Kabupaten Kolaka Timur,Sulawesi Tenggara,2021,57.4
434,7412,Kabupaten Konawe Kepulauan,Sulawesi Tenggara,2021,50.3
435,7413,Kabupaten Muna Barat,Sulawesi Tenggara,2021,60.3
436,7414,Kabupaten Buton Tengah,Sulawesi Tenggara,2021,60.8
437,7415,Kabupaten Buton Selatan,Sulawesi Tenggara,2021,55.7
438,7471,Kota Kendari,Sulawesi Tenggara,2021,69.1
439,7472,Kota Bau-Bau,Sulawesi Tenggara,2021,55.6
440,7502,Kabupaten Boalemo,Gorontalo,2021,57.7
441,7501,Kabupaten Gorontalo,Gorontalo,2021,61.5
442,7504,Kabupaten Pohuwato,Gorontalo,2021,56.1
443,7503,Kabupaten Bone Bolango,Gorontalo,2021,53.5
444,7505,Kabupaten Gorontalo Utara,Gorontalo,2021,55.9
445,7571,Kota Gorontalo,Gorontalo,2021,54.5
446,7605,Kabupaten Majene,Sulawesi Barat,2021,60.2
447,7604,Kabupaten Polewali Mandar,Sulawesi Barat,2021,59.9
448,7603,Kabupaten Mamasa,Sulawesi Barat,2021,64.7
449,7602,Kabupaten Mamuju,Sulawesi Barat,2021,51.2
450,7601,Kabupaten Mamuju Utara,Sulawesi Barat,2021,59.6
451,7606,Kabupaten Mamuju Tengah,Sulawesi Barat,2021,60.5
452,8103,Kabupaten Kepulauan Tanimbar,Maluku,2021,45.3
453,8102,Kabupaten Maluku Tenggara,Maluku,2021,49.1
454,8101,Kabupaten Maluku Tengah,Maluku,2021,54.9
455,8104,Kabupaten Buru,Maluku,2021,52.8
456,8107,Kabupaten Kepulauan Aru,Maluku,2021,44.4
457,8106,Kabupaten Seram Bagian Barat,Maluku,2021,45.7
458,8105,Kabupaten Seram Bagian Timur,Maluku,2021,51.4
459,8108,Kabupaten Maluku Barat Daya,Maluku,2021,54.2
460,8109,Kabupaten Buru Selatan,Maluku,2021,44.9
461,8171,Kota Ambon,Maluku,2021,62.7
462,8172,Kota Tual,Maluku,2021,49.2
463,8201,Kabupaten Halmahera Barat,Maluku Utara,2021,48
464,8202,Kabupaten Halmahera Tengah,Maluku Utara,2021,50.4
465,8205,Kabupaten Kepulauan Sula,Maluku Utara,2021,47.2
466,8204,Kabupaten Halmahera Selatan,Maluku Utara,2021,49.8
467,8203,Kabupaten Halmahera Utara,Maluku Utara,2021,51.5
468,8206,Kabupaten Halmahera Timur,Maluku Utara,2021,49.8
469,8207,Kabupaten Pulau Morotai,Maluku Utara,2021,48.4
470,8208,Kabupaten Pulau Taliabu,Maluku Utara,2021,47.5
471,8271,Kota Ternate,Maluku Utara,2021,60.3
472,8272,Kota Tidore Kepulauan,Maluku Utara,2021,52.6
473,9203,Kabupaten Fak-Fak,Papua Barat,2021,63.6
474,9208,Kabupaten Kaimana,Papua Barat,2021,52.3
475,9207,Kabupaten Teluk Wondama,Papua Barat,2021,48.5
476,9206,Kabupaten Teluk Bintuni,Papua Barat,2021,53.8
477,9202,Kabupaten Manokwari,Papua Barat,2021,53.9
478,9204,Kabupaten Sorong Selatan,Papua Barat,2021,43
479,9201,Kabupaten Sorong,Papua Barat,2021,57.1
480,9205,Kabupaten Raja Ampat,Papua Barat,2021,55.2
481,9209,Kabupaten Tambrauw,Papua Barat,2021,43.6
482,9210,Kabupaten Maybrat,Papua Barat,2021,50.9
483,9211,Kabupaten Manokwari Selatan,Papua Barat,2021,49.7
484,9212,Kabupaten Pegunungan Arfak,Papua Barat,2021,39.2
485,9271,Kota Sorong,Papua Barat,2021,60.3
486,9101,Kabupaten Merauke,Papua,2021,63.9
487,9102,Kabupaten Jayawijaya,Papua,2021,37.3
488,9103,Kabupaten Jayapura,Papua,2021,49.7
489,9104,Kabupaten Nabire,Papua,2021,64
490,9105,Kabupaten Kepulauan Yapen,Papua,2021,51.8
491,9106,Kabupaten Biak Namfor,Papua,2021,54.6
492,9108,Kabupaten Paniai,Papua,2021,38.8
493,9107,Kabupaten Puncak Jaya,Papua,2021,31.8
494,9109,Kabupaten Mimika,Papua,2021,61
495,9116,Kabupaten Boven Digoel,Papua,2021,48.2
496,9117,Kabupaten Mappi,Papua,2021,33.4
497,9118,Kabupaten Asmat,Papua,2021,50.1
498,9113,Kabupaten Yahukimo,Papua,2021,30.7
499,9112,Kabupaten Pegunungan Bintang,Papua,2021,29.5
500,9114,Kabupaten Tolikara,Papua,2021,37
501,9110,Kabupaten Sarmi,Papua,2021,50.1
502,9111,Kabupaten Keerom,Papua,2021,46.1
503,9115,Kabupaten Waropen,Papua,2021,52.9
504,9119,Kabupaten Supiori,Papua,2021,79.7
505,9120,Kabupaten Mamberamo Raya,Papua,2021,48.1
506,9124,Kabupaten Nduga,Papua,2021,43.4
507,9123,Kabupaten Lanny Jaya,Papua,2021,42.3
508,9121,Kabupaten Mamberamo Tengah,Papua,2021,31.4
509,9122,Kabupaten Yalimo,Papua,2021,43.8
510,9125,Kabupaten Puncak,Papua,2021,23.3
511,9126,Kabupaten Dogiyai,Papua,2021,29.5
512,9127,Kabupaten Intan Jaya,Papua,2021,36
513,9128,Kabupaten Deiyai,Papua,2021,38.3
514,9171,Kota Jayapura,Papua,2021,56.3
515,1109,Kabupaten Simeulue,Aceh,2022,59.3
516,1110,Kabupaten Aceh Singkil,Aceh,2022,60.4
517,1101,Kabupaten Aceh Selatan,Aceh,2022,56.2
518,1102,Kabupaten Aceh Tenggara,Aceh,2022,63.3
519,1103,Kabupaten Aceh Timur,Aceh,2022,63.7
520,1104,Kabupaten Aceh Tengah,Aceh,2022,61.1
521,1105,Kabupaten Aceh Barat,Aceh,2022,68.8
522,1106,Kabupaten Aceh Besar,Aceh,2022,55.7
523,1107,Kabupaten Pidie,Aceh,2022,60.6
524,1111,Kabupaten Bireuen,Aceh,2022,64.6
525,1108,Kabupaten Aceh Utara,Aceh,2022,55.7
526,1112,Kabupaten Aceh Barat Daya,Aceh,2022,55.7
527,1113,Kabupaten Gayo Lues,Aceh,2022,70.4
528,1116,Kabupaten Aceh Tamiang,Aceh,2022,56.6
529,1115,Kabupaten Nagan Raya,Aceh,2022,74.5
530,1114,Kabupaten Aceh Jaya,Aceh,2022,64.6
531,1117,Kabupaten Bener Meriah,Aceh,2022,69.3
532,1118,Kabupaten Pidie Jaya,Aceh,2022,69.9
533,1171,Kota Banda Aceh,Aceh,2022,60.7
534,1172,Kota Sabang,Aceh,2022,66.1
535,1174,Kota Langsa,Aceh,2022,62.3
536,1173,Kota Lhokseumawe,Aceh,2022,54.1
537,1175,Kota Subulussalam,Aceh,2022,63
538,1204,Kabupaten Nias,Sumatera Utara,2022,54.9
539,1213,Kabupaten Mandailing Natal,Sumatera Utara,2022,63.7
540,1203,Kabupaten Tapanuli Selatan,Sumatera Utara,2022,62
541,1201,Kabupaten Tapanuli Tengah,Sumatera Utara,2022,59.4
542,1202,Kabupaten Tapanuli Utara,Sumatera Utara,2022,68.2
543,1212,Kabupaten Toba Samosir,Sumatera Utara,2022,69.1
544,1210,Kabupaten Labuhan Batu,Sumatera Utara,2022,58.7
545,1209,Kabupaten Asahan,Sumatera Utara,2022,63.1
546,1208,Kabupaten Simalungun,Sumatera Utara,2022,61.4
547,1211,Kabupaten Dairi,Sumatera Utara,2022,61.9
548,1206,Kabupaten Karo,Sumatera Utara,2022,70.4
549,1207,Kabupaten Deli Serdang,Sumatera Utara,2022,69.2
550,1205,Kabupaten Langkat,Sumatera Utara,2022,62.4
551,1214,Kabupaten Nias Selatan,Sumatera Utara,2022,58
552,1216,Kabupaten Humbang Hasundutan,Sumatera Utara,2022,67.5
553,1215,Kabupaten Pakpak Bharat,Sumatera Utara,2022,66.8
554,1217,Kabupaten Samosir,Sumatera Utara,2022,61.8
555,1218,Kabupaten Serdang Bedagai,Sumatera Utara,2022,67.4
556,1219,Kabupaten Batu Bara,Sumatera Utara,2022,57.1
557,1220,Kabupaten Padang Lawas Utara,Sumatera Utara,2022,60.4
558,1221,Kabupaten Padang Lawas,Sumatera Utara,2022,61.7
559,1222,Kabupaten Labuhan Batu Selatan,Sumatera Utara,2022,66.3
560,1223,Kabupaten Labuhan Batu Utara,Sumatera Utara,2022,62.4
561,1224,Kabupaten Nias Utara,Sumatera Utara,2022,58.1
562,1225,Kabupaten Nias Barat,Sumatera Utara,2022,55.3
563,1273,Kota Sibolga,Sumatera Utara,2022,59.7
564,1274,Kota Tanjung Balai,Sumatera Utara,2022,69.7
565,1272,Kota Pematang Siantar,Sumatera Utara,2022,62.9
566,1276,Kota Tebing Tinggi,Sumatera Utara,2022,67.4
567,1271,Kota Medan,Sumatera Utara,2022,68.8
568,1275,Kota Binjai,Sumatera Utara,2022,59.2
569,1277,Kota Padang Sidimpuan,Sumatera Utara,2022,64.6
570,1278,Kota Gunungsitoli,Sumatera Utara,2022,53.8
571,1309,Kabupaten Kepulauan Mentawai,Sumatera Barat,2022,51.5
572,1301,Kabupaten Pesisir Selatan,Sumatera Barat,2022,55
573,1302,Kabupaten Solok,Sumatera Barat,2022,61.1
574,1303,Kabupaten Sijunjung,Sumatera Barat,2022,54.7
575,1304,Kabupaten Tanah Datar,Sumatera Barat,2022,60.3
576,1305,Kabupaten Padang Pariaman,Sumatera Barat,2022,56.8
577,1306,Kabupaten Agam,Sumatera Barat,2022,59.6
578,1307,Kabupaten Limapuluh Koto,Sumatera Barat,2022,62.5
579,1308,Kabupaten Pasaman,Sumatera Barat,2022,64.2
580,1311,Kabupaten Solok Selatan,Sumatera Barat,2022,60.7
581,1310,Kabupaten Dharmas Raya,Sumatera Barat,2022,53.9
582,1312,Kabupaten Pasaman Barat,Sumatera Barat,2022,67.1
583,1371,Kota Padang,Sumatera Barat,2022,58.6
584,1372,Kota Solok,Sumatera Barat,2022,61.2
585,1373,Kota Sawah Lunto,Sumatera Barat,2022,56.6
586,1374,Kota Padang Panjang,Sumatera Barat,2022,57.1
587,1375,Kota Bukittinggi,Sumatera Barat,2022,55.5
588,1376,Kota Payakumbuh,Sumatera Barat,2022,59.2
589,1377,Kota Pariaman,Sumatera Barat,2022,56.5
590,1409,Kabupaten Kuantan Sengingi,Riau,2022,58.1
591,1402,Kabupaten Indragiri Hulu,Riau,2022,53.4
592,1404,Kabupaten Indragiri Hilir,Riau,2022,53.1
593,1405,Kabupaten Pelalawan,Riau,2022,62.9
594,1408,Kabupaten Siak,Riau,2022,62.5
595,1401,Kabupaten Kampar,Riau,2022,59.6
596,1406,Kabupaten Rokan Hulu,Riau,2022,60.1
597,1403,Kabupaten Bengkalis,Riau,2022,59.6
598,1407,Kabupaten Rokan Hilir,Riau,2022,63.2
599,1410,Kabupaten Kepulauan Meranti,Riau,2022,56.3
600,1471,Kota Pekanbaru,Riau,2022,60.6
601,1472,Kota Dumai,Riau,2022,65.5
602,1501,Kabupaten Kerinci,Jambi,2022,63.4
603,1502,Kabupaten Merangin,Jambi,2022,58.6
604,1503,Kabupaten Sarolangun,Jambi,2022,59.7
605,1504,Kabupaten Batang Hari,Jambi,2022,51.5
606,1505,Kabupaten Muaro Jambi,Jambi,2022,56.3
607,1507,Kabupaten Tanjung Jabung Timur,Jambi,2022,60.7
608,1506,Kabupaten Tanjung Jabung Barat,Jambi,2022,65.4
609,1509,Kabupaten Tebo,Jambi,2022,64
610,1508,Kabupaten Bungo,Jambi,2022,60
611,1571,Kota Jambi,Jambi,2022,63.1
612,1572,Kota Sungai Penuh,Jambi,2022,62.1
613,1601,Kabupaten Ogan Komering Ulu,Sumatera Selatan,2022,60.4
614,1602,Kabupaten Ogan Komering Ilir,Sumatera Selatan,2022,65.7
615,1603,Kabupaten Muara Enim,Sumatera Selatan,2022,60.1
616,1604,Kabupaten Lahat,Sumatera Selatan,2022,66
617,1605,Kabupaten Musi Rawas,Sumatera Selatan,2022,62
618,1606,Kabupaten Musi Banyuasin,Sumatera Selatan,2022,61.4
619,1607,Kabupaten Banyuasin,Sumatera Selatan,2022,75.7
620,1609,Kabupaten Ogan Komering Ulu Selatan,Sumatera Selatan,2022,52.3
621,1608,Kabupaten Ogan Komering Ulu Timur,Sumatera Selatan,2022,66
622,1610,Kabupaten Ogan Ilir,Sumatera Selatan,2022,60.7
623,1611,Kabupaten Empat Lawang,Sumatera Selatan,2022,63.7
624,1612,Kabupaten Penukal Abab Lematang Ilir,Sumatera Selatan,2022,61.9
625,1613,Kabupaten Musi Rawas Utara,Sumatera Selatan,2022,65.2
626,1671,Kota Palembang,Sumatera Selatan,2022,68.8
627,1674,Kota Prabumulih,Sumatera Selatan,2022,56.6
628,1672,Kota Pagar Alam,Sumatera Selatan,2022,66.4
629,1673,Kota Lubuklinggau,Sumatera Selatan,2022,70.6
630,1701,Kabupaten Bengkulu Selatan,Bengkulu,2022,65.2
631,1702,Kabupaten Rejang Lebong,Bengkulu,2022,56
632,1703,Kabupaten Bengkulu Utara,Bengkulu,2022,59.8
633,1704,Kabupaten Kaur,Bengkulu,2022,66.3
634,1705,Kabupaten Seluma,Bengkulu,2022,60.1
635,1706,Kabupaten Mukomuko,Bengkulu,2022,58.2
636,1707,Kabupaten Lebong,Bengkulu,2022,64.2
637,1708,Kabupaten Kepahiang,Bengkulu,2022,56
638,1709,Kabupaten Bengkulu Tengah,Bengkulu,2022,62.4
639,1771,Kota Bengkulu,Bengkulu,2022,59.8
640,1804,Kabupaten Lampung Barat,Lampung,2022,60.8
641,1806,Kabupaten Tanggamus,Lampung,2022,58
642,1801,Kabupaten Lampung Selatan,Lampung,2022,59.5
643,1807,Kabupaten Lampung Timur,Lampung,2022,58.6
644,1802,Kabupaten Lampung Tengah,Lampung,2022,57.7
645,1803,Kabupaten Lampung Utara,Lampung,2022,52.2
646,1808,Kabupaten Way Kanan,Lampung,2022,59.3
647,1805,Kabupaten Tulang Bawang,Lampung,2022,56.2
648,1809,Kabupaten Pesawaran,Lampung,2022,58.2
649,1810,Kabupaten Pringsewu,Lampung,2022,58.3
650,1811,Kabupaten Mesuji,Lampung,2022,56.7
651,1812,Kabupaten Tulang Bawang Barat,Lampung,2022,49.7
652,1813,Kabupaten Pesisir Barat,Lampung,2022,54.4
653,1871,Kota Bandar Lampung,Lampung,2022,59.4
654,1872,Kota Metro,Lampung,2022,56.5
655,1901,Kabupaten Bangka,Kep. Bangka Belitung,2022,69.1
656,1902,Kabupaten Belitung,Kep. Bangka Belitung,2022,64.8
657,1905,Kabupaten Bangka Barat,Kep. Bangka Belitung,2022,63.3
658,1904,Kabupaten Bangka Tengah,Kep. Bangka Belitung,2022,67.1
659,1903,Kabupaten Bangka Selatan,Kep. Bangka Belitung,2022,69.1
660,1906,Kabupaten Belitung Timur,Kep. Bangka Belitung,2022,69.4
661,1971,Kota Pangkal Pinang,Kep. Bangka Belitung,2022,69.8
662,2102,Kabupaten Karimun,Kep. Riau,2022,57.1
663,2101,Kabupaten Bintan,Kep. Riau,2022,63.4
664,2103,Kabupaten Natuna,Kep. Riau,2022,58
665,2104,Kabupaten Lingga,Kep. Riau,2022,59.3
666,2105,Kabupaten Kepulauan Anambas,Kep. Riau,2022,58.4
667,2171,Kota Batam,Kep. Riau,2022,67.7
668,2172,Kota Tanjung Pinang,Kep. Riau,2022,58.1
669,3101,Kabupaten Kepulauan Seribu,DKI Jakarta,2022,66.5
670,3174,Kota Jakarta Selatan,DKI Jakarta,2022,66
671,3175,Kota Jakarta Timur,DKI Jakarta,2022,70.5
672,3171,Kota Jakarta Pusat,DKI Jakarta,2022,68.7
673,3173,Kota Jakarta Barat,DKI Jakarta,2022,65.8
674,3172,Kota Jakarta Utara,DKI Jakarta,2022,70.3
675,3201,Kabupaten Bogor,Jawa Barat,2022,64.1
676,3202,Kabupaten Sukabumi,Jawa Barat,2022,68
677,3203,Kabupaten Cianjur,Jawa Barat,2022,58.7
678,3204,Kabupaten Bandung,Jawa Barat,2022,55.4
679,3205,Kabupaten Garut,Jawa Barat,2022,55.1
680,3206,Kabupaten Tasikmalaya,Jawa Barat,2022,65.2
681,3207,Kabupaten Ciamis,Jawa Barat,2022,66.9
682,3208,Kabupaten Kuningan,Jawa Barat,2022,60.8
683,3209,Kabupaten Cirebon,Jawa Barat,2022,70.4
684,3210,Kabupaten Majalengka,Jawa Barat,2022,60.6
685,3211,Kabupaten Sumedang,Jawa Barat,2022,65.1
686,3212,Kabupaten Indramayu,Jawa Barat,2022,77.2
687,3213,Kabupaten Subang,Jawa Barat,2022,64.3
688,3214,Kabupaten Purwakarta,Jawa Barat,2022,63.7
689,3215,Kabupaten Karawang,Jawa Barat,2022,64.6
690,3216,Kabupaten Bekasi,Jawa Barat,2022,62
691,3217,Kabupaten Bandung Barat,Jawa Barat,2022,61.8
692,3218,Kabupaten Pangandaran,Jawa Barat,2022,67.4
693,3271,Kota Bogor,Jawa Barat,2022,57.1
694,3272,Kota Sukabumi,Jawa Barat,2022,60.4
695,3273,Kota Bandung,Jawa Barat,2022,61.7
696,3274,Kota Cirebon,Jawa Barat,2022,66.3
697,3275,Kota Bekasi,Jawa Barat,2022,69.9
698,3276,Kota Depok,Jawa Barat,2022,62.1
699,3277,Kota Cimahi,Jawa Barat,2022,61.3
700,3278,Kota Tasikmalaya,Jawa Barat,2022,66.6
701,3279,Kota Banjar,Jawa Barat,2022,72
702,3301,Kabupaten Cilacap,Jawa Tengah,2022,53.5
703,3302,Kabupaten Banyumas,Jawa Tengah,2022,62.8
704,3303,Kabupaten  Purbalingga,Jawa Tengah,2022,50.9
705,3304,Kabupaten Banjarnegara,Jawa Tengah,2022,64.4
706,3305,Kabupaten Kebumen,Jawa Tengah,2022,56.4
707,3306,Kabupaten Purworejo,Jawa Tengah,2022,56.2
708,3307,Kabupaten Wonosobo,Jawa Tengah,2022,61
709,3308,Kabupaten Magelang,Jawa Tengah,2022,56.8
710,3309,Kabupaten Boyolali,Jawa Tengah,2022,54.8
711,3310,Kabupaten Klaten,Jawa Tengah,2022,54.7
712,3311,Kabupaten Sukoharjo,Jawa Tengah,2022,55.3
713,3312,Kabupaten Wonogiri,Jawa Tengah,2022,55.9
714,3313,Kabupaten Karanganyar,Jawa Tengah,2022,54.1
715,3314,Kabupaten Sragen,Jawa Tengah,2022,58.6
716,3315,Kabupaten Grobogan,Jawa Tengah,2022,52.6
717,3316,Kabupaten Blora,Jawa Tengah,2022,60.9
718,3317,Kabupaten Rembang,Jawa Tengah,2022,65.6
719,3318,Kabupaten Pati,Jawa Tengah,2022,65.7
720,3319,Kabupaten Kudus,Jawa Tengah,2022,58.5
721,3320,Kabupaten Jepara,Jawa Tengah,2022,63.6
722,3321,Kabupaten Demak,Jawa Tengah,2022,59.8
723,3322,Kabupaten Semarang,Jawa Tengah,2022,56
724,3323,Kabupaten Temanggung,Jawa Tengah,2022,51
725,3324,Kabupaten Kendal,Jawa Tengah,2022,58.2
726,3325,Kabupaten Batang ,Jawa Tengah,2022,63.8
727,3326,Kabupaten Pekalongan,Jawa Tengah,2022,65.5
728,3327,Kabupaten Pemalang,Jawa Tengah,2022,65.5
729,3328,Kabupaten Tegal,Jawa Tengah,2022,62.1
730,3329,Kabupaten Brebes,Jawa Tengah,2022,66
731,3371,Kota Magelang,Jawa Tengah,2022,54.3
732,3372,Kota Surakarta,Jawa Tengah,2022,56.7
733,3373,Kota Salatiga,Jawa Tengah,2022,65.8
734,3374,Kota Semarang,Jawa Tengah,2022,60.3
735,3375,Kota Pekalongan,Jawa Tengah,2022,63.5
736,3376,Kota Tegal,Jawa Tengah,2022,66.3
737,3401,Kabupaten Kulon Progo,DI Yogyakarta,2022,54.9
738,3402,Kabupaten Bantul,DI Yogyakarta,2022,63.1
739,3403,Kabupaten Gunung Kidul,DI Yogyakarta,2022,55.7
740,3404,Kabupaten Sleman,DI Yogyakarta,2022,70.5
741,3471,Kota Yogyakarta,DI Yogyakarta,2022,59
742,3501,Kabupaten Pacitan,Jawa Timur,2022,54.4
743,3502,Kabupaten Ponorogo,Jawa Timur,2022,104.1
744,3503,Kabupaten Trenggalek,Jawa Timur,2022,101
745,3504,Kabupaten Tulungagung,Jawa Timur,2022,64
746,3505,Kabupaten Blitar,Jawa Timur,2022,52.3
747,3506,Kabupaten Kediri,Jawa Timur,2022,59.7
748,3507,Kabupaten Malang,Jawa Timur,2022,51.7
749,3508,Kabupaten Lumajang,Jawa Timur,2022,67.4
750,3509,Kabupaten Jember,Jawa Timur,2022,62.3
751,3510,Kabupaten Banyuwangi,Jawa Timur,2022,59.8
752,3511,Kabupaten Bondowoso,Jawa Timur,2022,56.7
753,3512,Kabupaten Situbondo,Jawa Timur,2022,60.7
754,3513,Kabupaten Probolinggo,Jawa Timur,2022,58.5
755,3514,Kabupaten Pasuruan,Jawa Timur,2022,66.5
756,3515,Kabupaten Sidoarjo,Jawa Timur,2022,56.3
757,3516,Kabupaten Mojokerto,Jawa Timur,2022,109.1
758,3517,Kabupaten Jombang,Jawa Timur,2022,102.3
759,3518,Kabupaten Nganjuk,Jawa Timur,2022,104.4
760,3519,Kabupaten Madiun,Jawa Timur,2022,58.2
761,3520,Kabupaten Magetan,Jawa Timur,2022,56.3
762,3521,Kabupaten Ngawi,Jawa Timur,2022,53.9
763,3522,Kabupaten Bojonegoro,Jawa Timur,2022,89.3
764,3523,Kabupaten Tuban,Jawa Timur,2022,108.9
765,3524,Kabupaten Lamongan,Jawa Timur,2022,105.9
766,3525,Kabupaten Gresik,Jawa Timur,2022,61.2
767,3526,Kabupaten Bangkalan,Jawa Timur,2022,57.5
768,3527,Kabupaten Sampang,Jawa Timur,2022,58.9
769,3528,Kabupaten Pamekasan,Jawa Timur,2022,50.6
770,3529,Kabupaten Sumenep,Jawa Timur,2022,88.2
771,3571,Kota Kediri,Jawa Timur,2022,60
772,3572,Kota Blitar,Jawa Timur,2022,56.7
773,3573,Kota Malang,Jawa Timur,2022,57.6
774,3574,Kota Probolinggo,Jawa Timur,2022,55.9
775,3575,Kota Pasuruan,Jawa Timur,2022,65.5
776,3576,Kota Mojokerto,Jawa Timur,2022,60.6
777,3577,Kota Madiun,Jawa Timur,2022,65.3
778,3578,Kota Surabaya,Jawa Timur,2022,62.9
779,3579,Kota Batu,Jawa Timur,2022,54.7
780,3601,Kabupaten Pandeglang,Banten,2022,65.2
781,3602,Kabupaten Lebak,Banten,2022,77.3
782,3603,Kabupaten Tangerang,Banten,2022,71.3
783,3604,Kabupaten Serang,Banten,2022,63.9
784,3671,Kota Tangerang,Banten,2022,73.8
785,3672,Kota Cilegon,Banten,2022,61.8
786,3673,Kota Serang,Banten,2022,64.6
787,3674,Kota Tangerang Selatan,Banten,2022,64.6
788,5101,Kabupaten Jembrana,Bali,2022,67
789,5102,Kabupaten Tabanan,Bali,2022,58.7
790,5103,Kabupaten Badung,Bali,2022,61.3
791,5104,Kabupaten Gianyar,Bali,2022,61.6
792,5105,Kabupaten Klungkung,Bali,2022,62.8
793,5106,Kabupaten Bangli,Bali,2022,62.5
794,5107,Kabupaten Karangasem,Bali,2022,56.7
795,5108,Kabupaten Buleleng,Bali,2022,61.5
796,5171,Kota Denpasar,Bali,2022,62.4
797,5201,Kabupaten Lombok Barat,Nusa Tenggara Barat,2022,71.1
798,5202,Kabupaten Lombok Tengah,Nusa Tenggara Barat,2022,74.8
799,5203,Kabupaten Lombok Timur,Nusa Tenggara Barat,2022,85.7
800,5204,Kabupaten Sumbawa,Nusa Tenggara Barat,2022,67.6
801,5205,Kabupaten Dompu,Nusa Tenggara Barat,2022,70.3
802,5206,Kabupaten Bima,Nusa Tenggara Barat,2022,59
803,5207,Kabupaten Sumbawa Barat,Nusa Tenggara Barat,2022,81.9
804,5208,Kabupaten Lombok Utara,Nusa Tenggara Barat,2022,77.6
805,5271,Kota Mataram,Nusa Tenggara Barat,2022,95.2
806,5272,Kota Bima,Nusa Tenggara Barat,2022,66.2
807,5312,Kabupaten Sumba Barat,Nusa Tenggara Timur,2022,50
808,5311,Kabupaten Sumba Timur,Nusa Tenggara Timur,2022,55.9
809,5301,Kabupaten Kupang,Nusa Tenggara Timur,2022,51.9
810,5302,Kabupaten Timor Tengah Selatan,Nusa Tenggara Timur,2022,55.2
811,5303,Kabupaten Timor Tengah Utara,Nusa Tenggara Timur,2022,57.1
812,5304,Kabupaten Belu,Nusa Tenggara Timur,2022,55.1
813,5305,Kabupaten Alor,Nusa Tenggara Timur,2022,57.2
814,5313,Kabupaten Lembata,Nusa Tenggara Timur,2022,52.2
815,5306,Kabupaten Flores Timur,Nusa Tenggara Timur,2022,57.3
816,5307,Kabupaten Sikka,Nusa Tenggara Timur,2022,48.9
817,5308,Kabupaten Ende,Nusa Tenggara Timur,2022,60.8
818,5309,Kabupaten Ngada,Nusa Tenggara Timur,2022,61.7
819,5310,Kabupaten Manggarai,Nusa Tenggara Timur,2022,64.7
820,5314,Kabupaten Rote Ndao,Nusa Tenggara Timur,2022,45.2
821,5315,Kabupaten Manggarai Barat,Nusa Tenggara Timur,2022,59.3
822,5317,Kabupaten Sumba Tengah,Nusa Tenggara Timur,2022,50.1
823,5318,Kabupaten Sumba Barat Daya,Nusa Tenggara Timur,2022,58.7
824,5316,Kabupaten Nagekeo,Nusa Tenggara Timur,2022,53.3
825,5319,Kabupaten Manggarai Timur,Nusa Tenggara Timur,2022,60.4
826,5320,Kabupaten Sabu Raijua,Nusa Tenggara Timur,2022,60.8
827,5321,Kabupaten Malaka,Nusa Tenggara Timur,2022,60.7
828,5371,Kota Kupang,Nusa Tenggara Timur,2022,56
829,6101,Kabupaten Sambas,Kalimantan Barat,2022,62.3
830,6107,Kabupaten Bengkayang,Kalimantan Barat,2022,60.1
831,6108,Kabupaten Landak,Kalimantan Barat,2022,63.1
832,6102,Kabupaten Mempawah,Kalimantan Barat,2022,55.1
833,6103,Kabupaten Sanggau,Kalimantan Barat,2022,55.4
834,6104,Kabupaten Ketapang,Kalimantan Barat,2022,54.7
835,6105,Kabupaten Sintang,Kalimantan Barat,2022,56.4
836,6106,Kabupaten Kapuas Hulu,Kalimantan Barat,2022,56
837,6109,Kabupaten Sekadau,Kalimantan Barat,2022,60.7
838,6110,Kabupaten Melawai,Kalimantan Barat,2022,58.2
839,6111,Kabupaten Kayong Utara,Kalimantan Barat,2022,61.1
840,6112,Kabupaten Kubu Raya,Kalimantan Barat,2022,53
