No,Kode Wilayah,Kabupaten_Kota,Provinsi,Tahun,Konsumsi_Protein
1256,3501,Kabupaten Pacitan,Jawa Timur,2023,58.6
1257,3502,Kabupaten Ponorogo,Jawa Timur,2023,57
1258,3503,Kabupaten Trenggalek,Jawa Timur,2023,58
1259,3504,Kabupaten Tulungagung,Jawa Timur,2023,58.4
1260,3505,Kabupaten Blitar,Jawa Timur,2023,53.3
1261,3506,Kabupaten Kediri,Jawa Timur,2023,60.9
1262,3507,Kabupaten Malang,Jawa Timur,2023,55.4
1263,3508,Kabupaten Lumajang,Jawa Timur,2023,69.8
1264,3509,Kabupaten Jember,Jawa Timur,2023,62.1
1265,3510,Kabupaten Banyuwangi,Jawa Timur,2023,62.1
1266,3511,Kabupaten Bondowoso,Jawa Timur,2023,60.4
1267,3512,Kabupaten Situbondo,Jawa Timur,2023,62
1268,3513,Kabupaten Probolinggo,Jawa Timur,2023,57.4
1269,3514,Kabupaten Pasuruan,Jawa Timur,2023,63
1270,3515,Kabupaten Sidoarjo,Jawa Timur,2023,56.9
1271,3516,Kabupaten Mojokerto,Jawa Timur,2023,61.9
1272,3517,Kabupaten Jombang,Jawa Timur,2023,58.6
1273,3518,Kabupaten Nganjuk,Jawa Timur,2023,60.6
1274,3519,Kabupaten Madiun,Jawa Timur,2023,59.1
1275,3520,Kabupaten Magetan,Jawa Timur,2023,55.3
1276,3521,Kabupaten Ngawi,Jawa Timur,2023,57.8
1277,3522,Kabupaten Bojonegoro,Jawa Timur,2023,58.7
1278,3523,Kabupaten Tuban,Jawa Timur,2023,63.2
1279,3524,Kabupaten Lamongan,Jawa Timur,2023,68.3
1280,3525,Kabupaten Gresik,Jawa Timur,2023,62
1281,3526,Kabupaten Bangkalan,Jawa Timur,2023,57.3
1282,3527,Kabupaten Sampang,Jawa Timur,2023,60
1283,3528,Kabupaten Pamekasan,Jawa Timur,2023,53.7
1284,3529,Kabupaten Sumenep,Jawa Timur,2023,89.9
1285,3571,Kota Kediri,Jawa Timur,2023,58.8
1286,3572,Kota Blitar,Jawa Timur,2023,54.5
1287,3573,Kota Malang,Jawa Timur,2023,54.5
1288,3574,Kota Probolinggo,Jawa Timur,2023,55.8
1289,3575,Kota Pasuruan,Jawa Timur,2023,64.6
1290,3576,Kota Mojokerto,Jawa Timur,2023,58.2
1291,3577,Kota Madiun,Jawa Timur,2023,63
1292,3578,Kota Surabaya,Jawa Timur,2023,62.8
1293,3579,Kota Batu,Jawa Timur,2023,56.5
1294,3601,Kabupaten Pandeglang,Banten,2023,62
1295,3602,Kabupaten Lebak,Banten,2023,69.5
1296,3603,Kabupaten Tangerang,Banten,2023,65
1297,3604,Kabupaten Serang,Banten,2023,65
1298,3671,Kota Tangerang,Banten,2023,77.5
1299,3672,Kota Cilegon,Banten,2023,60.9
1300,3673,Kota Serang,Banten,2023,64.2
1301,3674,Kota Tangerang Selatan,Banten,2023,63.2
1302,5101,Kabupaten Jembrana,Bali,2023,70.4
1303,5102,Kabupaten Tabanan,Bali,2023,65.4
1304,5103,Kabupaten Badung,Bali,2023,69
1305,5104,Kabupaten Gianyar,Bali,2023,64.9
1306,5105,Kabupaten Klungkung,Bali,2023,69
1307,5106,Kabupaten Bangli,Bali,2023,66
1308,5107,Kabupaten Karangasem,Bali,2023,57.5
1309,5108,Kabupaten Buleleng,Bali,2023,63.5
1310,5171,Kota Denpasar,Bali,2023,67.5
1311,5201,Kabupaten Lombok Barat,Nusa Tenggara Barat,2023,74.2
1312,5202,Kabupaten Lombok Tengah,Nusa Tenggara Barat,2023,75.7
1313,5203,Kabupaten Lombok Timur,Nusa Tenggara Barat,2023,87.9
1314,5204,Kabupaten Sumbawa,Nusa Tenggara Barat,2023,67.3
1315,5205,Kabupaten Dompu,Nusa Tenggara Barat,2023,68.8
1316,5206,Kabupaten Bima,Nusa Tenggara Barat,2023,94.5
1317,5207,Kabupaten Sumbawa Barat,Nusa Tenggara Barat,2023,78.2
1318,5208,Kabupaten Lombok Utara,Nusa Tenggara Barat,2023,77.6
1319,5271,Kota Mataram,Nusa Tenggara Barat,2023,79.9
1320,5272,Kota Bima,Nusa Tenggara Barat,2023,58.9
1321,5312,Kabupaten Sumba Barat,Nusa Tenggara Timur,2023,53.8
1322,5311,Kabupaten Sumba Timur,Nusa Tenggara Timur,2023,55.1
1323,5301,Kabupaten Kupang,Nusa Tenggara Timur,2023,52
1324,5302,Kabupaten Timor Tengah Selatan,Nusa Tenggara Timur,2023,52.1
1325,5303,Kabupaten Timor Tengah Utara,Nusa Tenggara Timur,2023,54.2
1326,5304,Kabupaten Belu,Nusa Tenggara Timur,2023,53.4
1327,5305,Kabupaten Alor,Nusa Tenggara Timur,2023,54.9
1328,5313,Kabupaten Lembata,Nusa Tenggara Timur,2023,54.3
1329,5306,Kabupaten Flores Timur,Nusa Tenggara Timur,2023,59.7
1330,5307,Kabupaten Sikka,Nusa Tenggara Timur,2023,48.3
1331,5308,Kabupaten Ende,Nusa Tenggara Timur,2023,58.5
1332,5309,Kabupaten Ngada,Nusa Tenggara Timur,2023,59
1333,5310,Kabupaten Manggarai,Nusa Tenggara Timur,2023,61.8
1334,5314,Kabupaten Rote Ndao,Nusa Tenggara Timur,2023,43.2
1335,5315,Kabupaten Manggarai Barat,Nusa Tenggara Timur,2023,57.2
1336,5317,Kabupaten Sumba Tengah,Nusa Tenggara Timur,2023,55
1337,5318,Kabupaten Sumba Barat Daya,Nusa Tenggara Timur,2023,52.4
1338,5316,Kabupaten Nagekeo,Nusa Tenggara Timur,2023,47.3
1339,5319,Kabupaten Manggarai Timur,Nusa Tenggara Timur,2023,60
1340,5320,Kabupaten Sabu Raijua,Nusa Tenggara Timur,2023,62
1341,5321,Kabupaten Malaka,Nusa Tenggara Timur,2023,54.3
1342,5371,Kota Kupang,Nusa Tenggara Timur,2023,53.6
1343,6101,Kabupaten Sambas,Kalimantan Barat,2023,63.3
1344,6107,Kabupaten Bengkayang,Kalimantan Barat,2023,60.9
1345,6108,Kabupaten Landak,Kalimantan Barat,2023,64.4
1346,6102,Kabupaten Mempawah,Kalimantan Barat,2023,60.7
1347,6103,Kabupaten Sanggau,Kalimantan Barat,2023,51.2
1348,6104,Kabupaten Ketapang,Kalimantan Barat,2023,58.1
1349,6105,Kabupaten Sintang,Kalimantan Barat,2023,56.8
1350,6106,Kabupaten Kapuas Hulu,Kalimantan Barat,2023,63.4
1351,6109,Kabupaten Sekadau,Kalimantan Barat,2023,56.9
1352,6110,Kabupaten Melawai,Kalimantan Barat,2023,56.5
1353,6111,Kabupaten Kayong Utara,Kalimantan Barat,2023,63.1
1354,6112,Kabupaten Kubu Raya,Kalimantan Barat,2023,50.8
1355,6171,Kota Pontianak,Kalimantan Barat,2023,61.3
1356,6172,Kota Singkawang,Kalimantan Barat,2023,58.8
1357,6201,Kabupaten Kotawaringin Barat,Kalimantan Tengah,2023,66.1
1358,6202,Kabupaten Kotawaringin Timur,Kalimantan Tengah,2023,65
1359,6203,Kabupaten Kapuas,Kalimantan Tengah,2023,61.7
1360,6204,Kabupaten Barito Selatan,Kalimantan Tengah,2023,62.4
1361,6205,Kabupaten Barito Utara,Kalimantan Tengah,2023,55.5
1362,6208,Kabupaten Sukamara,Kalimantan Tengah,2023,69.2
1363,6209,Kabupaten Lamandau,Kalimantan Tengah,2023,72.3
1364,6207,Kabupaten Seruyan,Kalimantan Tengah,2023,60.6
1365,6206,Kabupaten Katingan,Kalimantan Tengah,2023,64.5
1366,6211,Kabupaten Pulang Pisau,Kalimantan Tengah,2023,65.8
1367,6210,Kabupaten Gunung Mas,Kalimantan Tengah,2023,59.5
1368,6213,Kabupaten Barito Timur,Kalimantan Tengah,2023,64.9
1369,6212,Kabupaten Murung Raya,Kalimantan Tengah,2023,55.5
1370,6271,Kota Palangka Raya,Kalimantan Tengah,2023,69.2
1371,6301,Kabupaten Tanah Laut,Kalimantan Selatan,2023,69.1
1372,6302,Kabupaten Kota Baru,Kalimantan Selatan,2023,65.7
1373,6303,Kabupaten Banjar,Kalimantan Selatan,2023,65.5
1374,6304,Kabupaten Barito Kuala,Kalimantan Selatan,2023,65.4
1375,6305,Kabupaten Tapin,Kalimantan Selatan,2023,72.7
1376,6306,Hulu Sungai Selatan,Kalimantan Selatan,2023,71.7
1377,6307,Hulu Sungai Tengah,Kalimantan Selatan,2023,73.9
1378,6308,Hulu Sungai Utara,Kalimantan Selatan,2023,62.7
1379,6309,Kabupaten Tabalong,Kalimantan Selatan,2023,64.3
1380,6310,Kabupaten Tanah Bumbu,Kalimantan Selatan,2023,68.6
1381,6311,Kabupaten Balangan,Kalimantan Selatan,2023,62.4
1382,6371,Kota Banjarmasin,Kalimantan Selatan,2023,66.2
1383,6372,Kota Banjar Baru,Kalimantan Selatan,2023,69.7
1384,6401,Kabupaten Paser,Kalimantan Timur,2023,64.5
1385,6407,Kabupaten Kutai Barat,Kalimantan Timur,2023,67.6
1386,6402,Kabupaten Kutai Kertanegara,Kalimantan Timur,2023,65
1387,6408,Kabupaten Kutai Timur,Kalimantan Timur,2023,66.1
1388,6403,Kabupaten Berau,Kalimantan Timur,2023,65.1
1389,6409,Kabupaten Penajam Paser Utara,Kalimantan Timur,2023,59.1
1390,6411,Kabupaten Mahakam Ulu,Kalimantan Timur,2023,61.1
1391,6471,Kota Balikpapan,Kalimantan Timur,2023,66.2
1392,6472,Kota Samarinda,Kalimantan Timur,2023,67.8
1393,6474,Kota Bontang,Kalimantan Timur,2023,64.2
1394,6502,Kabupaten Malinau,Kalimantan Utara,2023,57.9
1395,6501,Kabupaten Bulungan,Kalimantan Utara,2023,66.8
1396,6504,Kabupaten Tana Tidung,Kalimantan Utara,2023,60.9
1397,6503,Kabupaten Nunukan,Kalimantan Utara,2023,58.1
1398,6571,Kota Tarakan,Kalimantan Utara,2023,64.5
1399,7101,Kabupaten Bolaang Mongondow,Sulawesi Utara,2023,60
1400,7102,Kabupaten Minahasa,Sulawesi Utara,2023,71
1401,7103,Kabupaten Kepulauan Sangihe,Sulawesi Utara,2023,56
1402,7104,Kabupaten Kepulauan Talaud,Sulawesi Utara,2023,62
1403,7105,Kabupaten Minahasa Selatan,Sulawesi Utara,2023,69
1404,7106,Kabupaten Minahasa Utara,Sulawesi Utara,2023,67
1405,7108,Kabupaten Bolaang Mongondow Utara,Sulawesi Utara,2023,61
1406,7109,Kabupaten Kep. Siau Tagulandang Biaro,Sulawesi Utara,2023,55
1407,7107,Kabupaten Minahasa Tenggara,Sulawesi Utara,2023,65
1408,7111,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,2023,58.8
1409,7110,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,2023,65.6
1410,7171,Kota Manado,Sulawesi Utara,2023,63.5
1411,7172,Kota Bitung,Sulawesi Utara,2023,70.5
1412,7173,Kota Tomohon,Sulawesi Utara,2023,71.3
1413,7174,Kota Kotamobago,Sulawesi Utara,2023,63.6
1414,7207,Kabupaten Banggai Kepulauan,Sulawesi Tengah,2023,58.4
1415,7201,Kabupaten Banggai,Sulawesi Tengah,2023,60.6
1416,7206,Kabupaten Morowali,Sulawesi Tengah,2023,68.6
1417,7202,Kabupaten Poso,Sulawesi Tengah,2023,62.7
1418,7203,Kabupaten Donggala,Sulawesi Tengah,2023,74.5
1419,7204,Kabupaten Toli-Toli,Sulawesi Tengah,2023,50.3
1420,7205,Kabupaten Buol,Sulawesi Tengah,2023,48.6
1421,7208,Kabupaten Parigi Moutong,Sulawesi Tengah,2023,52.5
1422,7209,Kabupaten Tojo Una-Una,Sulawesi Tengah,2023,51.5
1423,7210,Kabupaten Sigi,Sulawesi Tengah,2023,58.1
1424,7211,Kabupaten Banggai Laut,Sulawesi Tengah,2023,59
1425,7212,Kabupaten Morowali Utara,Sulawesi Tengah,2023,60.7
1426,7271,Kota Palu,Sulawesi Tengah,2023,61
1427,7301,Kabupaten Selayar,Sulawesi Selatan,2023,63.8
1428,7302,Kabupaten Bulukumba,Sulawesi Selatan,2023,66
1429,7303,Kabupaten Bantaeng,Sulawesi Selatan,2023,58.1
1430,7304,Kabupaten Jeneponto,Sulawesi Selatan,2023,67.7
1431,7305,Kabupaten Takalar,Sulawesi Selatan,2023,71.9
1432,7306,Kabupaten Gowa,Sulawesi Selatan,2023,64.5
1433,7307,Kabupaten Sinjai,Sulawesi Selatan,2023,65.8
1434,7309,Kabupaten Maros,Sulawesi Selatan,2023,66.4
1435,7310,Kabupaten Pangkajene dan Kepulauan,Sulawesi Selatan,2023,80
1436,7311,Kabupaten Barru,Sulawesi Selatan,2023,61.5
1437,7308,Kabupaten Bone,Sulawesi Selatan,2023,54.7
1438,7312,Kabupaten Soppeng,Sulawesi Selatan,2023,64.9
1439,7313,Kabupaten Wajo,Sulawesi Selatan,2023,62.6
1440,7314,Kabupaten Sidenreng Rappang,Sulawesi Selatan,2023,61.4
1441,7315,Kabupaten Pinrang,Sulawesi Selatan,2023,61.7
1442,7316,Kabupaten Enrekang,Sulawesi Selatan,2023,65.5
1443,7317,Kabupaten Luwu,Sulawesi Selatan,2023,64.3
1444,7318,Kabupaten Tana Toraja,Sulawesi Selatan,2023,63.4
1445,7322,Kabupaten Luwu Utara,Sulawesi Selatan,2023,73.3
1446,7324,Kabupaten Luwu Timur,Sulawesi Selatan,2023,66
1447,7326,Kabupaten Toraja Utara,Sulawesi Selatan,2023,58.5
1448,7371,Kota Makasar,Sulawesi Selatan,2023,63
1449,7372,Kota Pare-Pare,Sulawesi Selatan,2023,63.7
1450,7373,Kota Palopo,Sulawesi Selatan,2023,60.7
1451,7404,Kabupaten Buton,Sulawesi Tenggara,2023,58.7
1452,7403,Kabupaten Muna,Sulawesi Tenggara,2023,56.3
1453,7402,Kabupaten Konawe,Sulawesi Tenggara,2023,63
1454,7401,Kabupaten Kolaka,Sulawesi Tenggara,2023,68.4
1455,7405,Kabupaten Konawe Selatan,Sulawesi Tenggara,2023,61.9
1456,7406,Kabupaten Bombana,Sulawesi Tenggara,2023,59.8
1457,7407,Kabupaten Wakatobi,Sulawesi Tenggara,2023,63.5
1458,7408,Kabupaten Kolaka Utara,Sulawesi Tenggara,2023,61.3
1459,7410,Kabupaten Buton Utara,Sulawesi Tenggara,2023,59.6
1460,7409,Kabupaten Konawe Utara,Sulawesi Tenggara,2023,59.4
1461,7411,Kabupaten Kolaka Timur,Sulawesi Tenggara,2023,56.4
1462,7412,Kabupaten Konawe Kepulauan,Sulawesi Tenggara,2023,54.5
1463,7413,Kabupaten Muna Barat,Sulawesi Tenggara,2023,55.7
1464,7414,Kabupaten Buton Tengah,Sulawesi Tenggara,2023,55.3
1465,7415,Kabupaten Buton Selatan,Sulawesi Tenggara,2023,58.8
1466,7471,Kota Kendari,Sulawesi Tenggara,2023,68.8
1467,7472,Kota Bau-Bau,Sulawesi Tenggara,2023,51.9
1468,7502,Kabupaten Boalemo,Gorontalo,2023,64.9
1469,7501,Kabupaten Gorontalo,Gorontalo,2023,61.3
1470,7504,Kabupaten Pohuwato,Gorontalo,2023,54.5
1471,7503,Kabupaten Bone Bolango,Gorontalo,2023,51.9
1472,7505,Kabupaten Gorontalo Utara,Gorontalo,2023,61.8
1473,7571,Kota Gorontalo,Gorontalo,2023,54.7
1474,7605,Kabupaten Majene,Sulawesi Barat,2023,58.3
1475,7604,Kabupaten Polewali Mandar,Sulawesi Barat,2023,65
1476,7603,Kabupaten Mamasa,Sulawesi Barat,2023,55.6
1477,7602,Kabupaten Mamuju,Sulawesi Barat,2023,58
1478,7601,Kabupaten Mamuju Utara,Sulawesi Barat,2023,61.1
1479,7606,Kabupaten Mamuju Tengah,Sulawesi Barat,2023,53.8
1480,8103,Kabupaten Kepulauan Tanimbar,Maluku,2023,44.4
1481,8102,Kabupaten Maluku Tenggara,Maluku,2023,50.1
1482,8101,Kabupaten Maluku Tengah,Maluku,2023,57.1
1483,8104,Kabupaten Buru,Maluku,2023,52
1484,8107,Kabupaten Kepulauan Aru,Maluku,2023,46.3
1485,8106,Kabupaten Seram Bagian Barat,Maluku,2023,52.4
1486,8105,Kabupaten Seram Bagian Timur,Maluku,2023,55.8
1487,8108,Kabupaten Maluku Barat Daya,Maluku,2023,60.6
1488,8109,Kabupaten Buru Selatan,Maluku,2023,43.2
1489,8171,Kota Ambon,Maluku,2023,53.2
1490,8172,Kota Tual,Maluku,2023,52.8
1491,8201,Kabupaten Halmahera Barat,Maluku Utara,2023,53.5
1492,8202,Kabupaten Halmahera Tengah,Maluku Utara,2023,51.9
1493,8205,Kabupaten Kepulauan Sula,Maluku Utara,2023,44.1
1494,8204,Kabupaten Halmahera Selatan,Maluku Utara,2023,55
1495,8203,Kabupaten Halmahera Utara,Maluku Utara,2023,49.2
1496,8206,Kabupaten Halmahera Timur,Maluku Utara,2023,47.8
1497,8207,Kabupaten Pulau Morotai,Maluku Utara,2023,60.7
1498,8208,Kabupaten Pulau Taliabu,Maluku Utara,2023,59.5
1499,8271,Kota Ternate,Maluku Utara,2023,55.3
1500,8272,Kota Tidore Kepulauan,Maluku Utara,2023,51.8
1501,9203,Kabupaten Fak-Fak,Papua Barat,2023,53.8
1502,9208,Kabupaten Kaimana,Papua Barat,2023,54.7
1503,9207,Kabupaten Teluk Wondama,Papua Barat,2023,49.6
1504,9206,Kabupaten Teluk Bintuni,Papua Barat,2023,55.9
1505,9202,Kabupaten Manokwari,Papua Barat,2023,53.4
1506,9204,Kabupaten Sorong Selatan,Papua Barat,2023,40.5
1507,9201,Kabupaten Sorong,Papua Barat,2023,59.2
1508,9205,Kabupaten Raja Ampat,Papua Barat,2023,58.9
1509,9209,Kabupaten Tambrauw,Papua Barat,2023,42.8
1510,9210,Kabupaten Maybrat,Papua Barat,2023,45.7
1511,9211,Kabupaten Manokwari Selatan,Papua Barat,2023,53.1
1512,9212,Kabupaten Pegunungan Arfak,Papua Barat,2023,41.8
1513,9271,Kota Sorong,Papua Barat,2023,60
1514,9101,Kabupaten Merauke,Papua,2023,65.5
1515,9102,Kabupaten Jayawijaya,Papua,2023,41.7
1516,9103,Kabupaten Jayapura,Papua,2023,65.8
1517,9104,Kabupaten Nabire,Papua,2023,59.5
1518,9105,Kabupaten Kepulauan Yapen,Papua,2023,53.4
1519,9106,Kabupaten Biak Namfor,Papua,2023,48.5
1520,9108,Kabupaten Paniai,Papua,2023,40
1521,9107,Kabupaten Puncak Jaya,Papua,2023,39.5
1522,9109,Kabupaten Mimika,Papua,2023,56.6
1523,9116,Kabupaten Boven Digoel,Papua,2023,44.6
1524,9117,Kabupaten Mappi,Papua,2023,37.1
1525,9118,Kabupaten Asmat,Papua,2023,40.7
1526,9113,Kabupaten Yahukimo,Papua,2023,33.1
1527,9112,Kabupaten Pegunungan Bintang,Papua,2023,33.6
1528,9114,Kabupaten Tolikara,Papua,2023,39.4
1529,9110,Kabupaten Sarmi,Papua,2023,50.7
1530,9111,Kabupaten Keerom,Papua,2023,41.7
1531,9115,Kabupaten Waropen,Papua,2023,43.8
1532,9119,Kabupaten Supiori,Papua,2023,70.7
1533,9120,Kabupaten Mamberamo Raya,Papua,2023,73.1
1534,9124,Kabupaten Nduga,Papua,2023,30.1
1535,9123,Kabupaten Lanny Jaya,Papua,2023,44.1
1536,9121,Kabupaten Mamberamo Tengah,Papua,2023,30.7
1537,9122,Kabupaten Yalimo,Papua,2023,50.1
1538,9125,Kabupaten Puncak,Papua,2023,21.6
1539,9126,Kabupaten Dogiyai,Papua,2023,44.6
1540,9127,Kabupaten Intan Jaya,Papua,2023,38.3
1541,9128,Kabupaten Deiyai,Papua,2023,40
1542,9171,Kota Jayapura,Papua,2023,60.5
